,Tweet ID, Tweet Text, Information Source, Information Type, Informativeness
26,217821179057152002,New Boulder Fire Prompts Mandatory Evacuations: A fire that erupted in Boulder County Tuesday afternoon -- being... http://t.co/acBWzBV2,Media,['Advice'],Related and informative
27,217847003386871809,RT @bouldercolorado: Please RT - evacuees from the #FlagstaffFire can call the Emergency Operations Center at 303-413-7730 for fire &amp ...,Government,['Advice'],Related and informative
28,217903953613033474,@csgazette reporting that Colorado Springs is under another red flag warning today. #WaldoCanyonFire,Media,['Advice'],Related and informative
29,218006093304037376,RT @ANACoins: Here's our full statement on how the #waldofire is impacting the #ANASummerSeminar: http://t.co/9R58kUzb,Business,['Advice'],Related and informative
30,218013437526159361,scammers going door-to-door in Co Springs claiming to take donations for #WaldoCanyonFire victims #Colorado /cc @CSPDPIO via @ryanprast,Media,['Advice'],Related and informative
31,218048032166526976,RT @boulderpolice: #FlagstaffFire fire is not threatening homes at this time. Sprinklers will help create defensible space. Thank you.,Government,['Advice'],Related and informative
32,218086892393086977,RT @9NEWS: Kyle Clark has reported that it is raining over the Flagstaff Fire. Let’s hear some cheers for Colorado rain! Let... http://t ...,Media,['Advice'],Related and informative
33,218093422916026369,Poor visibility in #coloradosprings due 2 smoke being blown across city. #waldocanyonfire #waldofire,Eyewitness,['Advice'],Related and informative
34,218131167457714177,"COLORADO FIRES Information &amp; Resources for Pet Owners in CO  PLEASE SHARE  As you probably already know, Colorado... http://t.co/OBSZ6jqU",Media,['Advice'],Related and informative
35,218334503146496000,"RT @EPAgov: Smoke from #wildfire can harm #airquality, worsen breathing problems, even miles away. Check your air quality: http://t.co/T ...",Government,['Advice'],Related and informative
36,218345915830910980,#WaldoCanyonFire: No new evacuations for Colorado Springs &amp; no changes to previous mandatory evacuations. Streaming: http://t.co/V1p90HKu,Government,['Advice'],Related and informative
37,218440061157511169,Our joint venture Western Lands &amp; Communities @sonoraninst has produced guide to managing the impacts of #wildfire  http://t.co/lSik8sEr,NGOs,['Advice'],Related and informative
38,218456343479193601,RT @9NEWS: Evacuations lifted in Flagstaff Fire near Boulder  #9NEWSHeadlines,Media,['Advice'],Related and informative
39,218656172704669696,http://t.co/0oQDYRTS Colorado wildfires - state of emergency declared http://t.co/jV326odF,Media,['Advice'],Related and informative
40,218838981423542273,Faced with epic conditions and safety concerns related to the wildfires threatening Colorado Springs and nearby... http://t.co/MixIKiuU,Media,['Advice'],Related and informative
41,219627929997557760,"RT @COEmergency: MT@COHealth:Still 3 Wildfire Smoke Health Advisories for Little Sand, Pine Ridge and Waldo Canyon #COfire . https://t.c ...",Government,['Advice'],Related and informative
42,220344946295717888,"RT @LivingSafely: Updates on Colorado's Clay Spring Fire as of July 3; beware of smoke, fire hazards: http://t.co/2vA3jAYG",Media,['Advice'],Related and informative
43,220540170171191297,RT @DCCOeXaminer Private use of fireworks banned throughout Colorado due to extreme fire danger: Gover... http://t.co/ShnyFkX1 #examiner,Media,['Advice'],Related and informative
44,221227138437750784,1994 South Canyon Fire Fatalities Lessons Learned: http://t.co/3aY3dIiF #AlwaysRemember http://t.co/QyNa67wb #COFire,Media,['Advice'],Related and informative
45,243361403409428480,RT @reuters: CARIBBEAN-WIDE TSUNAMI WATCH IN EFFECT AFTER COSTA RICAN QUAKE - PACIFIC TSUNAMI WARNING CENTER,Media,['Advice'],Related and informative
46,243361642447007744,RT @Reuters: Live coverage: 7.9-magnitude earthquake rattles the coast of Costa Rica; tsunami watch for Caribbean in effect - http://t.c ...,Media,['Advice'],Related and informative
47,243361789260210176,"RT @BreakingNews: Caribbean-wide tsunami watch in effect after Costa Rican quake, Pacific Tsunami Warning Center says - @Reuters",Media,['Advice'],Related and informative
48,243361810235928576,"RT @AlertaNews: URGENTE: Terremoto en Costa Rica de 7.9º AVISO DE TSUNAMI: Costa Rica, Panama, Nicaragua, El Salvador, Honduras, Mexico, ...",Media,['Advice'],Related and informative
49,243361965420998657,"RT @BreakingNews: Caribbean-wide tsunami watch in effect after Costa Rican quake, Pacific Tsunami Warning Center says - @Reuters",Media,['Advice'],Related and informative
50,243362053518131200,"RT @BreakingNews: Caribbean-wide tsunami watch in effect after Costa Rican quake, Pacific Tsunami Warning Center says - @Reuters #lgf #p2",Media,['Advice'],Related and informative
51,243362108035719168,RT @Reuters: Live coverage: 7.9-magnitude earthquake rattles the coast of Costa Rica; tsunami watch for Caribbean in effect - http://t.c ...,Media,['Advice'],Related and informative
52,243362145784446976,"RT @CNNEE: URGENTE: Un terremoto de magnitud 7,9 sacudió #CostaRica, según el Servicio Geológico de Estados Unidos. http://t.co/VThN0aU8",Media,['Advice'],Related and informative
53,243362233877409792,"RT @BreakingNews: Caribbean-wide tsunami watch in effect after Costa Rican quake, Pacific Tsunami Warning Center says - @Reuters",Media,['Advice'],Related and informative
54,243362300961107968,"RT @RT_com: BREAKING: 7.9 - magnitude earthquake strikes off the coast of Costa Rica, Caribbean-wide tsunami watch in effect - details t ...",Media,['Advice'],Related and informative
55,243362300973686784,RT @Reuters: Live coverage: 7.9-magnitude earthquake rattles the coast of Costa Rica; tsunami watch for Caribbean in effect - http://t.c ...,Media,['Advice'],Related and informative
56,243362405831286784,#temblor @NewEarthquake: #Tsunami  Warning (Pacific): TSUNAMI WARNING IN EFFECT FOR COSTA RICA/PANAMA/NICARAGUA/... http://t.co/miWv9UbZ,Media,['Advice'],Related and informative
57,243362410038190080,"La alerta de tsunami a causa del terremoto en Costa Rica llega hasta Ecuador, ¿nos salvamos? ._.",Outsiders,['Advice'],Related and informative
58,243362472923377667,"RT @BreakingNews: Caribbean-wide tsunami watch in effect after Costa Rican quake, Pacific Tsunami Warning Center says - @Reuters",Media,['Advice'],Related and informative
59,243362489729966081,Alerta de Tsunami en todo la costa de Costa Rica terremoto 7.9,Media,['Advice'],Related and informative
60,243362640708108289,"RT @BreakingNews: Caribbean-wide tsunami watch in effect after Costa Rican quake, Pacific Tsunami Warning Center says - @Reuters",Media,['Advice'],Related and informative
61,243362783322861568,"RT @BreakingNews: Caribbean-wide tsunami watch in effect after Costa Rican quake, Pacific Tsunami Warning Center says - @Reuters",Media,['Advice'],Related and informative
62,243362812657811456,RT @cnnbrk: 7.9-magnitude #earthquake hits off coast of Costa Rica. http://t.co/i7KZ1uZX,Media,['Advice'],Related and informative
63,243362837823647744,"RT @Meganoticiascl: EN DESARROLLO Terremoto 7,9 grados se registró en Costa Rica. Activan alerta de Tsunami para Centro América y Sudamé ...",Media,['Advice'],Related and informative
64,243362942718992384,"@elsalvadorcom: Según USGS, sismo de 7.9 se sintió hace unos minutos (8:42 am) en #CostaRica con epicentro en Guanacaste.",Media,['Advice'],Related and informative
65,243362997215571968,@RobertaCBS5: Breaking: 7.9 #earthquake off Costa Rica coast. #Tsunmai WARNING for west coasts of Central America.,Media,['Advice'],Related and informative
66,243363190149361664,RT @AndreaAristegui: SHOA publica alerta de tsunami para las costas de Chile tras terremoto en Costa Rica. http://t.co/MYzaVoz0,Media,['Advice'],Related and informative
67,243363215340363776,"RT @AlertaNews: URGENTE: Terremoto en Costa Rica de 7.9º AVISO DE TSUNAMI: Costa Rica, Panama, Nicaragua, El Salvador, Honduras, Mexico, ...",Media,['Advice'],Related and informative
68,243363261469323264,"RT @CNNEE: Tras el sismo de 7,9 en #CostaRica hay alerta de #tsunami para toda la zona costera desde #Centroamérica hasta #Brasil: http: ...",Media,['Advice'],Related and informative
69,243363299201253376,"RT @CNNEE: Tras el sismo de 7,9 en #CostaRica hay alerta de #tsunami para toda la zona costera desde #Centroamérica hasta #Brasil: http: ...",Media,['Advice'],Related and informative
70,243363345342791681,RT @UniNoticias: Sismo 7.9 en  #CostaRica. Se activa alerta de Tsunami.,Media,['Advice'],Related and informative
71,243363399868747777,"RT @BreakingNews: Caribbean-wide tsunami watch in effect after Costa Rican quake, Pacific Tsunami Warning Center says - @Reuters",Media,['Advice'],Related and informative
72,243363433444151296,Alerta informativa... decretan alerta de tsunami luego de terremoto de magnitud 7.9 grados que azotó Costa Rica,Media,['Advice'],Related and informative
73,243363513135943680,"RT @CNNEE: Tras el sismo de 7,9 en #CostaRica hay alerta de #tsunami para toda la zona costera desde #Centroamérica hasta #Brasil: http: ...",Media,['Advice'],Related and informative
74,243363588637597697,RT @CANAL15NIC: #Nicaragua. Alerta de #tsunami en el pacífico tras #temblor con epicentro en Costa Rica. http://t.co/TL81VGDr,Media,['Advice'],Related and informative
75,243363597026201600,RT @mauropalma: SHOA anuncia en su página web de alerta de tsunami para las costas chilenas tras terremoto en Costa Rica http://t.co/BTc ...,Media,['Advice'],Related and informative
76,243363672506896384,A Caribbean-wide tsunami watch is in effect after a 7.9-magnitude earthquake struck Costa Rica. #KeepSafe #GodBless,Outsiders,['Advice'],Related and informative
77,243363689271554049,"RT @CNNEE: Tras el sismo de 7,9 en #CostaRica hay alerta de #tsunami para toda la zona costera desde #Centroamérica hasta #Brasil: http: ...",Media,['Advice'],Related and informative
78,243363781554606080,RT @Reuters: CHILE'S NAVY SAYS DECLARES TSUNAMI ALERT WARNING FOR CHILEAN COAST FOLLOWING COSTA RICA QUAKE,Media,['Advice'],Related and informative
79,243363815134199808,"@CNNEE: Tras el sismo de 7,9 en #CostaRica hay alerta de #tsunami para toda la zona costera desde #Centroamérica hasta #Brasil #colombia",Media,['Advice'],Related and informative
80,243363836088963072,"RT @marcelinotv: URGENTE: #Terremoto en #CostaRica originó breve alerta de tsunami, que ya fue cancelada para Chile",Media,['Advice'],Related and informative
81,243363857047887873,"RT @CNNEE: Tras el sismo de 7,9 en #CostaRica hay alerta de #tsunami para toda la zona costera desde #Centroamérica hasta #Brasil: http: ...",Media,['Advice'],Related and informative
82,243363903202017282,"RT @CNNEE: Tras el sismo de 7,9 en #CostaRica hay alerta de #tsunami para toda la zona costera desde #Centroamérica hasta #Brasil: http: ...",Media,['Advice'],Related and informative
83,243363907387928576,RT @CP24: BREAKING: Coast of Costa Rica hit by a 7.9 magnitude earthquake. Tsunami warning in effect. No word of any damage/injuries.,Media,['Advice'],Related and informative
84,243363924186120194,RT @Jota_MB: Alerta de tsunami para las costas chilenas por el terremoto en Costa Rica!,Outsiders,['Advice'],Related and informative
85,243363945157648384,RT @DiarioLaHora: AHORA: SHOA decreta alerta de tsunami para la costa chilena tras terremoto en Costa Rica.,Media,['Advice'],Related and informative
86,243364003877896192,"RT @24HorasTVN: AHORA: SHOA publica en este momento, que hay alerta de tsunami para #Chile por terremoto en #CostaRica http://t.co/N3brPnyY",Media,['Advice'],Related and informative
87,243364154843475968,"RT @CNNEE: Tras el sismo de 7,9 en #CostaRica hay alerta de #tsunami para toda la zona costera desde #Centroamérica hasta #Brasil: http: ...",Media,['Advice'],Related and informative
88,243364163261444098,"Tras el sismo de 7,9 en #CostaRica hay alerta de #tsunami para toda la zona costera desde #Centroamérica hasta #Brasil",Media,['Advice'],Related and informative
89,243364184228757504,"RT @TWCBreaking: Mag. 7.9 #earthquake just off the coast of Costa Rica.  #Tsunami warnings for Pacific Coast of Mexico, C. America. S. A ...",Media,['Advice'],Related and informative
90,243364263899574273,"ÚLTIMA HORA: Un terremoto de 7,9 de magnitud sacude el noroeste de Costa Rica",Outsiders,['Advice'],Related and informative
91,243364364562886656,"RT @BreakingNews: Caribbean-wide tsunami watch in effect after Costa Rican quake, Pacific Tsunami Warning Center says - @Reuters",Media,['Advice'],Related and informative
92,243364419088809984,"RT @fetcheves: URGENTE: Fuerte terremoto en Costa Rica. Alerta de Tsunami para Costa Rica, Barbados,México,Brasil,Guyana Francesa y Caribe",Media,['Advice'],Related and informative
93,243364427485822977,"RT @CNNEE: Tras el sismo de 7,9 en #CostaRica hay alerta de #tsunami para toda la zona costera desde #Centroamérica hasta #Brasil: http: ...",Media,['Advice'],Related and informative
94,243364461027659780,RT “@BreakingNews: Magnitude 7.9 earthquake strikes off the coast of Costa Rica - USGS”,Media,['Advice'],Related and informative
95,243364490417147905,RT @AlertaNews: ALERTA DE TSUNAMI PARA LAS COSTAS DE CHILE por terremoto en Costa Rica. SHOA,Media,['Advice'],Related and informative
96,243364507160809473,"RT @CNNEE: URGENTE: Un terremoto de magnitud 7,9 sacudió #CostaRica, según el Servicio Geológico de Estados Unidos. http://t.co/KnPs5R2R",Media,['Advice'],Related and informative
97,243364704293117952,"RT @YahooNews: BREAKING: Magnitude 7.9 earthquake strikes off the coast of Costa Rica, tsunami watch for Caribbean, Reuters reports",Media,['Advice'],Related and informative
98,243364708491616257,"RT @24HorasTVN: AHORA: SHOA publica en este momento, que hay alerta de tsunami para #Chile por terremoto en #CostaRica http://t.co/N3brPnyY",Media,['Advice'],Related and informative
99,243364733661634560,Aviso de tsunami en el caribe tras un terremoto de 7.9 cerca de costa rica,Outsiders,['Advice'],Related and informative
100,243364821750403072,RT @reddeemergencia: URGENTE SNAM DECLARA ALERTA DE TSUNAMI PARA COSTAS DE CHILE POR TERREMOTO EN 7.9 RICHTER EN COSTA RICA @BIOBIO,Media,['Advice'],Related and informative
101,243364901446356992,"RT @CNNEE: Tras el sismo de 7,9 en #CostaRica hay alerta de #tsunami para toda la zona costera desde #Centroamérica hasta #Brasil: http: ...",Media,['Advice'],Related and informative
102,243364951778029568,RT @Los_Mayas_: Por la prueba en #CostaRica no se descarta posibilidad de tsunami desde #Centroamérica hasta #Chile. Atentos todos.,Outsiders,['Advice'],Related and informative
103,243364993712652288,RT @NoticiasCaracol: ÚLTIMA HORA Terremoto de 7.9 grados en Costa Rica. Hay alerta de tsunami,Media,['Advice'],Related and informative
104,243365027271290880,"Terremoto de 7,9 grados Richter azota Costa Rica y el Shoa transmite alerta de tsunami preventiva para costas chilenas http://t.co/QEMiQGqF",Media,['Advice'],Related and informative
105,243365035659902976,RT @Los_Mayas_: Por la prueba en #CostaRica no se descarta posibilidad de tsunami desde #Centroamérica hasta #Chile./Dejen de hacer pruebas.,Media,['Advice'],Related and informative
106,243365090198429696,RT @Emol: #Terremoto en Costa Rica activa alerta de #tsunami para norte de Chile: aquí la noticia completa  http://t.co/LUBlZWur,Media,['Advice'],Related and informative
107,243365094388543488,Boletín Nº1 NOAA-PTWC para el Mar Caribe 5-sep-2012 Wide Tsunami Watch in Effect #sismo #earthquake http://t.co/i20y2BQn,Media,['Advice'],Related and informative
108,243365098553491456,RT @NoticiasCaracol: ÚLTIMA HORA Terremoto de 7.9 grados en Costa Rica. Hay alerta de tsunami,Media,['Advice'],Related and informative
109,243365115368468482,RT @AlertaNews: ALERTA DE TSUNAMI PARA LAS COSTAS DE CHILE por terremoto en Costa Rica. SHOA,Media,['Advice'],Related and informative
110,243365190844960768,":O RT @eldaftbro: &gt;RT @TimesTimoteo: Terremoto de 7.9 en Costa Rica, Una advertencia de tsunami (cont) http://t.co/W94iVrV6",Media,['Advice'],Related and informative
111,243365593498132481,"RT @CNNEE: Tras el sismo de 7,9 en #CostaRica hay alerta de #tsunami para toda la zona costera desde #Centroamérica hasta #Brasil: http: ...",Media,['Advice'],Related and informative
112,243365643821387777,RT @teleSURtv: #UltimoMinuto: Autoridades han emitido alerta de tsunami para la zona del Caribe por sismo de M7.9 en #CostaRica,Media,['Advice'],Related and informative
113,243365694182404098,"09.44 (11.44 hr chilena) Terremoto en Costa Rica 7.9, se descartò tsumani para centroamerica",Media,['Advice'],Related and informative
114,243365811618729985,"RT @Izquierda_Tuit: URGENTE Ante terremoto en Costa Rica, SHOA advierte probabilidad de tsunami en Chile http://t.co/yPnquwvt Favor aten ...",Media,['Advice'],Related and informative
115,243365878719201280,RT @BreakingNews: Chile's navy declares tsunami alert warning for country's coastline following Costa Rica quake - @Reuters; USGS revise ...,Media,['Advice'],Related and informative
116,243365899690721280,"RT @tuteve: #ULTIMOMINUTO Terremoto de 7,6 sacude Costa Rica y declaran a la vez alerta de tsunami en Chile",Media,['Advice'],Related and informative
117,243365916463726592,"RT @CNNEE: Tras el sismo de 7,9 en #CostaRica hay alerta de #tsunami para toda la zona costera desde #Centroamérica hasta #Brasil: http: ...",Media,['Advice'],Related and informative
118,243365958390005761,RT @el_dinamo: AHORA | Cancelan alerta de tsunami para costas del pacífico luego de terremoto 7.9º Richter en Costa Rica http://t.co/fE4 ...,Media,['Advice'],Related and informative
119,243365983568396289,RT @BreakingNews: Chile's navy declares tsunami alert warning for country's coastline following Costa Rica quake - @Reuters; USGS revise ...,Media,['Advice'],Related and informative
120,243366000349814784,Hubo un terremoto en Costa Rica de 7.9 grados y hay alerta de tsunami para Ecuador y no hay nada en twitter al respecto?,Outsiders,['Advice'],Related and informative
121,243366088434401281,"RT @latercera: Terremoto de 7,9 grados Richter azota Costa Rica y Shoa transmite alerta de tsunami preventiva para costas chilenas http: ...",Media,['Advice'],Related and informative
122,243366126170537984,"RT @UltimaHoracom: Terremoto de 7.6 grados en Costa Rica, con alerta de tsunami en las costas de México, Panamá, Colombia y Ecuador.",Media,['Advice'],Related and informative
123,243366138757644288,"RT @CNNChile: USGS corrige magnitud del terremoto en Costa Rica a 7,6°. Hay alerta de tsunami en las costas de Chile. #CNNChile",Media,['Advice'],Related and informative
124,243366168134549504,"Terremoto 7.9 en Costa Rica, nuevamente alerta d tsunami en Panama y otros países.",Media,['Advice'],Related and informative
125,243366214238347264,RT @nbcnightlynews: Just in: USGS reports 7.9 magnitude earthquake off the coast of Costa Rica. Tsunami watch issued for the Caribbean.,Media,['Advice'],Related and informative
126,243366302318751745,"RT @CNNEE: Tras el sismo de 7,9 en #CostaRica hay alerta de #tsunami para toda la zona costera desde #Centroamérica hasta #Brasil: http: ...",Media,['Advice'],Related and informative
127,243366486901653504,RT @perucom: [AVANCE] Alerta de tsunami para Perú y países del Pacífico por terremoto en Costa Rica,Media,['Advice'],Related and informative
128,243366574977851392,RT @Emol: #Terremoto en Costa Rica activa alerta de #tsunami para norte de Chile: aquí la noticia completa  http://t.co/LUBlZWur,Media,['Advice'],Related and informative
129,243366579167965184,RT @BreakingNews: Chile's navy declares tsunami alert warning for country's coastline following Costa Rica quake - @Reuters; USGS revise ...,Media,['Advice'],Related and informative
130,243366692397387776,RT @OpyMorales: [Hace instantes] Fuerte #terremoto 7.6 Costa del Pacifico Costa Rica. #Chile en vigilancia de #tsunami,Media,['Advice'],Related and informative
131,243366713381494784,"Alerta de Tsunami para Chile, por terremoto en Costa Rica de 7.9 (atento costeros)",Media,['Advice'],Related and informative
132,243366767903264768,RT @BreakingNews: Chile's navy declares tsunami alert warning for country's coastline following Costa Rica quake - @Reuters; USGS revise ...,Media,['Advice'],Related and informative
133,243366843409125377,RT @Emol: #Terremoto en Costa Rica activa alerta de #tsunami para norte de Chile: aquí la noticia completa  http://t.co/LUBlZWur,Media,['Advice'],Related and informative
134,243366860165353473,"RT @difamadores: Atentos!! SNAM declara alerta de Tsunami para costas de Chile, por terremoto en Costa Rica http://t.co/YVX74jEw RT",Media,['Advice'],Related and informative
135,243367011189665792,@trafficMATURIN #UltimoMinuto: Autoridades han emitido alerta de tsunami para la zona del Caribe por sismo de M7.9 en #CostaRica,Media,['Advice'],Related and informative
136,243367027966873600,"atencion Quinteranos Alerta de posible tsunami por terremoto en Costa Rica grado 7.9, marejadas estarian llegando... http://t.co/AcKkWOIF",Media,['Advice'],Related and informative
137,243367036321947648,RT @SantiContreras: Terremoto de 7.6 en Costa Rica - personas reportan que el sismo fue bastante intenso y prolongado. #SantiNoticias,Media,['Advice'],Related and informative
138,243367069914116097,"@efren_osorio Alerta de tsumani para el Norte de Chile,debido a terremoto grado 7,6 Richter en Costa Rica.Olas llegarían apartir d las 17Hrs",Outsiders,['Advice'],Related and informative
139,243367225069813760,RT @soyarica: El Shoa emanó una alerta de tsunami en Chile por el sismo en #COSTARICA http://t.co/EXASqBve,Outsiders,['Advice'],Related and informative
140,243367229297676289,"RT @RT_com: BREAKING: 7.9 - magnitude earthquake strikes off the coast of Costa Rica, Caribbean-wide tsunami watch in effect - details t ...",Media,['Advice'],Related and informative
141,243367317344497665,RT @NoticiasCaracol: ÚLTIMA HORA Alerta de tsunami en América Central y Chile tras fuerte terremoto en Costa Rica,Media,['Advice'],Related and informative
142,243367346704642048,"RT @radiocityec: Alerta de #tsunami en costa del Pacífico por sismo de 7.9 en #CostaRica, reporta el Servicio Geológico de Estados Unidos",Media,['Advice'],Related and informative
143,243367405450051584,"RT @CBSThisMorning: RT @CBSNews: UPDATE:  Costa Rica earthquake revised to magnitude 7.6, Caribbean-wide tsunami watch cancelled http:// ...",Media,['Advice'],Related and informative
144,243367548039593985,Información de la Onemi de hora de arribo de Olas a las costas Chilenas por efecto de terremoto en Costa Rica http://t.co/jnF3hVUE,Media,['Advice'],Related and informative
145,243367657112481792,"RT @latercera: Shoa publica horas estimadas para arribo a las costas chilenas de tsunami por terremoto 7,6º Richter en Costa Rica http:/ ...",Media,['Advice'],Related and informative
146,243367917142552577,"RT @climavzla: @CNNEE: Tras el sismo d7,9 en #CostaRica hay alertad #tsunami para toda la zona costeradesd #Centroamérica hasta#Brasil h ...",Media,['Advice'],Related and informative
147,243367942299983873,RT @Cooperativa: SHOA entregó horarios estimados de arribo a Chile de oleaje por terremoto en Costa Rica http://t.co/W5ySMGbZ,Media,['Advice'],Related and informative
148,243367954903883777,"@CNNEE: Reducen a 7,6 la magnitud del sismo que sacudió #CostaRica y que activó una alerta de tsunami: http://t.co/s10ZXMKC",Media,['Advice'],Related and informative
149,243367975846031360,Información ampliada Alerta de Tsunami para las costas de Chile por terremoto en Costa Rica http://t.co/onFSnzAF,Media,['Advice'],Related and informative
150,243368013594779648,"@ccbp Big Earthquake(M7.9) occurrred in Costa Rica. Please be careful for Tsunami, people lives around the Caribbean sea.",Media,['Advice'],Related and informative
151,243368072331812865,RT @MariaESalinas: Terremoto en Costa Rica 7.9 alerta de tsunami. Esperando detalles,Media,['Advice'],Related and informative
152,243368177181016065,RT @Cooperativa: SHOA emitió alerta de tsunami para costa chilena tras terremoto en Costa Rica http://t.co/Lon2B2Y5,Media,['Advice'],Related and informative
153,243368177189408770,"Me cagaron con la geografia, terremoto en Costa Rica = Alerta de Tsunami en Chile?",Outsiders,['Advice'],Related - but not informative
154,243368189772308480,RT @rauldemolina: Earthquake of 7.6 hits Costa Rica. Tsunami warning,Media,['Advice'],Related and informative
155,243368210756427776,"RT @1047hit: Si no es necesario no usen el teléfono, es importante no saturar líneas. #temblorcr",Media,['Advice'],Related and informative
156,243368252686880770,"RT @elcomercio La advertencia de tsunami -por el terremoto en Costa Rica- fue para México, Colombia, Ecuador, Perú, Chile, entre otros",Media,['Advice'],Related and informative
157,243368340754685952,@GaboBlackwolf @CNNChile ´Se mantiene alerta de Tsunami en zona costera y hacia afuera del pacífico costarricense. #terremotocr #sismocr,Media,['Advice'],Related and informative
158,243368340788224000,"RT @CNNEE: Reducen a 7,6 la magnitud del sismo que sacudió #CostaRica y que activó una alerta de tsunami: http://t.co/Est8n06Z",Media,['Advice'],Related and informative
159,243368357544476672,Pacific tsunami warning issued after magnitude 7.9 earthquake strikes Costa Rica.,Media,['Advice'],Related and informative
160,243368370144149504,"RT @cfbalseiro: Terremoto de 7,9 mar adentro en Costa Rica. Se activa la alerta por tsunami en la costa del Pacífico de América Central. ...",Outsiders,['Advice'],Related and informative
161,243368403677630464,RT @DiarioLaPrensa: AMPLIACIÓN. Fuerte sismo sacude #CostaRica. Hay alerta de tsunami para Centroamérica http://t.co/ER6KoLkP http://t.c ...,Media,['Advice'],Related and informative
