Tweet ID,Tweet ID, Tweet Text, Information Source, Information Type, Informativeness
282,215099583234183168,These wildfires in Colorado need to stop #favoriteplace,Outsiders,Sympathy and support,Related - but not informative
287,215127597007384578,Thank you to all firefighters who are out at the #highparkfire protecting homes and saving lives.,Outsiders,Sympathy and support,Related - but not informative
292,215216822444756992,RT @Maiani16: Thoughts and prayers to the victims of the Colorado wildfires #secondhome,Outsiders,Sympathy and support,Related - but not informative
299,215286380757127168,"RT @pinkbunny70: Prayers for the residents, Firefighters and all those trying to put out the fires! #highparkfire #ColoradoFires Hope ev ...",Outsiders,Sympathy and support,Related - but not informative
376,216743465193713664,There are numerous serious fires going on in Colorado and a heat wave that isn't helping. Pray for rain! People are losing their homes. :(,Outsiders,Sympathy and support,Related - but not informative
390,216941084033560577,"Dear #highparkfire, Im sick. Of you. Be gone. I want this whole mess cleared up by friday.",Outsiders,Sympathy and support,Related - but not informative
393,216958289055977473,"Be praying, this is very close to where my parents and sister live...WALDO CANYON FIRE - Colorado Springs Gazette, CO http://t.co/9mQ2VNrm",Media,Sympathy and support,Related - but not informative
394,216961334129078272,RT @Jon_G3: Seeing 1/3 of Colorado on fire makes me wonder how certain political figures can argue cutting fire fighter numbers #COFire,Outsiders,Sympathy and support,Related and informative
408,217039595639029760,RT @ReBourne_Again: Everyone please pray for our state of Colorado! There are 9 fires burning in our state! The most recent is The... h ...,Outsiders,Sympathy and support,Related and informative
413,217074429367304194,"RT @NationalPrayer: Heavenly Father, please be with the men and women fighting the #WaldoCanyonFire in the Colorado Springs area. Please ...",Outsiders,Sympathy and support,Related - but not informative
414,217079399613337602,MY GOODNESS! My hometown of Colorado Springs seems to be in fire turmoil! What is going on down there!? If... http://t.co/w9GtoDlu,Outsiders,Sympathy and support,Related - but not informative
417,217091282051403777,"RT @NationalPrayer: Heavenly Father, please be with the men and women fighting the #WaldoCanyonFire in the Colorado Springs area. Please ...",NGOs,Sympathy and support,Related - but not informative
419,217101704905232385,Hope this rain is making it up to the fire and doing the firefighters some good. #HighParkFire,Outsiders,Sympathy and support,Related and informative
422,217128758170226689,My thoughts &amp; prayers go out to the victims and lost of loved ones to the wildfires in colorado. i wanna do a fundraiser.,Outsiders,Sympathy and support,Related - but not informative
425,217258538316210177,@gearfisher Sorry to hear of your loss Gear.  All the best to you and the rest of the CO residents in these tough times #highparkfire,Outsiders,Sympathy and support,Related - but not informative
437,217382370939125762,Hope all these fires in Colorado end soon!,Outsiders,Sympathy and support,Related - but not informative
461,217679969407602688,RT @reesaface: Praying for safety for everyone who lives in the springs near the fire and all the other fires going on in Colorado right ...,Outsiders,Sympathy and support,Related - but not informative
486,217750110761791488,Thinking of my bestie in colorado.. So many wildfires and not the latest one is close to her house and work. 😳💔,Eyewitness,Sympathy and support,Related - but not informative
490,217752748953841666,Prayers for my friend whose mother's house is in a very dangerous area near the Colorado Springs wildfire. :(,Eyewitness,Sympathy and support,Related - but not informative
491,217755538195361793,RT @Sarakateee: RIP Colorado. Cause of death: fire.,Outsiders,Sympathy and support,Related and informative
496,217762945302671361,New forest fire just broke out in Boulder! 14 forest fires in CO right now! Praying my heart out!,Outsiders,Sympathy and support,Related and informative
499,217764836963123200,"RT @Sean_Waldron: Friends, it has been declared a disaster in colorado springs due to the fire. Prayers are needed! Send em up for the c ...",Outsiders,Sympathy and support,Related - but not informative
501,217768188216225792,RT @downtownboulder: #Colorado firefighters are AMAZING! Thank you to all the emergency crews that head into the mnts during these sad t ...,Media,Sympathy and support,Related - but not informative
502,217770176303742976,Be safe my south boulder friends. This one breaks my heart :( #flagstafffire #tooclosetohome http://t.co/QWuL4fVy,Eyewitness,Sympathy and support,Related - but not informative
509,217777797341519876,@hash5wag: so sad #damn http://t.co/eXigvcVW Colorado skies: wildfire style.,Eyewitness,Sympathy and support,Related - but not informative
528,217800350122524674,RT @ellefowler: and for everyone else dealing with these Colorado fires :(,Outsiders,Sympathy and support,Related - but not informative
529,217800668877045760,Colorado is on fire! Thoughts &amp; prayers go out to those affected. http://t.co/6PCvXMWu,Outsiders,Sympathy and support,Related - but not informative
536,217804213068103680,"RT @TammyBarber: Lord, protect those in the path of the fires in Colorado. Please, send your Divine extinguisher for those fires!",Outsiders,Sympathy and support,Related - but not informative
544,217806612226781186,@KLOVERadio thank you JD for praying for the fires and all us here in Colorado means a lot!,Media,Sympathy and support,Related - but not informative
546,217810089313177600,Prayers for the safety and well being of all as wildfires close in on Colorado Springs.,Outsiders,Sympathy and support,Related - but not informative
559,217822152110510080,RT @LMBeautyShines: Colorado Springs is FINALLY trending.  This fire is the #1 priority in the US!!! :( Please pray for our community!,Outsiders,Sympathy and support,Related - but not informative
561,217823066456211457,"RT @PhotoWil: The only thing I can do to help Colorado is wait til all the fires are out, then spend my tourist $ there asap. Hope you w ...",Outsiders,Sympathy and support,Related - but not informative
562,217823183905103872,RT @ralphprovance: RT @Ten4Ministries: Join in praying 4 the 1st responders in Colorado &amp; specifically the Colorado Springs area as  ...,NGOs,Sympathy and support,Related - but not informative
564,217823733371502592,Lord please bring rain upon Colorado 💦💦 so these fire would stop and folks would stop losing there homes! Everyone please pray for Denver,Outsiders,Sympathy and support,Related - but not informative
565,217824144404918272,RT @rickhowerton: Please pray for my @NavPress friends homes and for Glen Eyrie to be spared. Wildfires sweeping through Colorado Springs.,Outsiders,Sympathy and support,Related - but not informative
568,217825771803262976,Please pray for Colorado Springs. Our city is on fire.,Outsiders,Sympathy and support,Related - but not informative
569,217826128331677697,YOU GUYS COLORADO SPRINGS IS TRENDING. prayers going out to the fire and all the girls i know living there.&lt;33,Outsiders,Sympathy and support,Related - but not informative
571,217827097186537472,My prayers go out to the people who have lost everything in fires in Colorado. Hopefully they burn out soon !,Outsiders,Sympathy and support,Related - but not informative
572,217827768300355584,RT @emilyrsutton: Praying for the people of Colorado Springs dealing with the worst wildfire in a decade. Here's a live stream: http://t ...,Outsiders,Sympathy and support,Related and informative
573,217828200305266689,RT @thisblondekid: I always said I hated Colorado Springs... but it is such a beautiful place and this is so tragic. #prayforcolorado,Outsiders,Sympathy and support,Related - but not informative
575,217830041600536576,RAIN ALREADY #COLORADO.  It looks like Armageddon over there.  #flagstafffire,Outsiders,Sympathy and support,Related and informative
579,217830637195894785,RT @boulderpolice: 11 agencies helping fight #FlagstaffFire. Thank you!,Government,Sympathy and support,Related - but not informative
582,217832675644424192,"Please keep my family, as well as the other families that had to evacuate the Colorado Springs area due to forest fires, in your prayers",Eyewitness,Sympathy and support,Related - but not informative
584,217833346724663296,"RT @bigbooty_JUDYYY: Prayers go out to everyone affected by these wildfires in Colorado! The Lord is the ultimate protector, trust in Him.",Outsiders,Sympathy and support,Related - but not informative
586,217833732588056576,"RT @JoViClo: God Bless those who serve others. #firefighters in #Colorado, stay safe. http://t.co/ApRU7u0q",Outsiders,Sympathy and support,Related - but not informative
588,217834684707635200,"RT @BSidesNarrative: If you pray, pray. If you think, put'em in your thoughts, but send some love to your friends in Colorado Springs. T ...",Outsiders,Sympathy and support,Related - but not informative
589,217835234132115456,"@Harry_Styles can you just do a quick shout out to all of the fire victims in Colorado? over 32,000 are evacuated...it would mean a lot!(:",Outsiders,Sympathy and support,Related and informative
595,217839621407641602,Lord please watch over Your people over in Colorado who are havin a very difficult time with these wildfires. Please take care of em.,Outsiders,Sympathy and support,Related - but not informative
597,217839935959474177,Pray for Colorado #pray #fire,Outsiders,Sympathy and support,Related - but not informative
600,217841890509328384,Prayers go out to Colorado Springs.,Outsiders,Sympathy and support,Related - but not informative
602,217843907986341889,"RT @adambombshow: to all our Colorado Springs listeners, we're praying for you. crazy fires http://t.co/YpyHWsKx",Media,Sympathy and support,Related - but not informative
603,217844298044018689,RT @gregstier: Northwestern Colorado Springs is in imminent danger from the wind-driven inferno. Please pray. Houses are burning &amp; t ...,Eyewitness,Sympathy and support,Related and informative
605,217844511932555264,"RT @NationalPrayer: PRAYER ALERT: Remain in prayer for those fighting the #WaldoCanyonFire in Colorado Springs &amp; the 32,000+ people  ...",Outsiders,Sympathy and support,Related and informative
606,217845841531121664,"RT @NationalPrayer: PRAYER ALERT: Remain in prayer for those fighting the #WaldoCanyonFire in Colorado Springs &amp; the 32,000+ people  ...",Outsiders,Sympathy and support,Related - but not informative
610,217848760800260097,"RT @NationalPrayer: PRAYER ALERT: Remain in prayer for those fighting the #WaldoCanyonFire in Colorado Springs &amp; the 32,000+ people  ...",Outsiders,Sympathy and support,Related - but not informative
612,217849545126719488,Please keep the Colorado Fire in your prayers! It's crazy up there,Outsiders,Sympathy and support,Related - but not informative
613,217849616434085889,positive thoughts to the people in waldo canyon~colorado springs~surrounding areas..hope those winds subside so they can control those fires,Outsiders,Sympathy and support,Related - but not informative
615,217849834529497090,"RT @BabyBash: Yeah I have lots of friends and fam in Colorado,, keep a blessing for them! Battling them big wild fires!! Many lost house ...",Media,Sympathy and support,Related - but not informative
626,217855316463857667,My poor baby Colorado Springs. My hearts out to my hometown. &lt;3 The United States is so dry that fires ar        (cont) http://t.co/iKojMidS,Eyewitness,Sympathy and support,Related - but not informative
627,217855383572717568,The fact that the other side of colorado springs is burning down is scary as fuck....I hope they fire soon,Outsiders,Sympathy and support,Related - but not informative
630,217860051833077760,#waldocanyonfire #waldofire sending as much positive thoughts as I can to C Springs. Love that land!,Outsiders,Sympathy and support,Related - but not informative
633,217864229372428290,@justinbieber  please bless my home Colorado springs is on fire :(,Eyewitness,Sympathy and support,Related - but not informative
634,217865307291787265,"@28CGiroux please pray for Colorado Springs, Colorado. There is a giant wild fire burning the town. Please RT to raise awareness.",Outsiders,Sympathy and support,Related - but not informative
635,217870634083028992,I love going to Colorado&lt;3 It's so beautiful. I wish these fires would go away😞,Outsiders,Sympathy and support,Related - but not informative
644,217885624529727488,RT @Swills33: To say Colorado needs rain would be a massive understatement. Heartbroken to see the destruction these fires are causing.  ...,Outsiders,Sympathy and support,Related - but not informative
653,217952087458328577,RT @SheilaWalsh: Praying for divine intervention  and protection for all those affected by the fires in Colorado Springs. #waldocanyonfire,Outsiders,Sympathy and support,Related - but not informative
656,217960278929842176,"Reading news about Colorado Springs, horrified. I enjoyed visiting there for the #ppwc a couple years ago. Be safe, locals.",Outsiders,Sympathy and support,Related - but not informative
658,217960903906312194,God bless the citizens &amp; 1st responders in Colorado with the wild fires http://t.co/gDeYD9K2,Outsiders,Sympathy and support,Related - but not informative
660,217964943012663298,All affected by the Colorado Springs #WaldoCanyonFire.are in my thoughts and prayers today.,Outsiders,Sympathy and support,Related - but not informative
663,217967128215691264,"RT @ywam: Let's all be praying for our friends in Colorado Springs, many of whom have been evacuated due to the escalated... http://t.co ...",Outsiders,Sympathy and support,Related - but not informative
673,217979509817872384,"RT @NationalPrayer: PRAYER ALERT: Remain in prayer for those fighting the #WaldoCanyonFire in Colorado Springs &amp; the 32,000+ people  ...",Outsiders,Sympathy and support,Related - but not informative
679,217982991090200578,Praying @ryansutter @tristasutter and kids are safe in Colorado during these crazy wildfires,Outsiders,Sympathy and support,Related - but not informative
687,217988963774894080,Spreading the word: From Pastor Joe Farrell at First Pres Church:  Gather in prayer for Colorado Springs at... http://t.co/6NagfWSe,NGOs,Sympathy and support,Related - but not informative
688,217989349671845888,Hope everyone in Greeley ok with wildfires in Colorado!,Outsiders,Sympathy and support,Related - but not informative
695,217996358341242881,RT @5280Magazine: Thanks to the firefighters and emergency crews fighting the #FlagstaffFire and the #WaldoCanyonFire-our thoughts are w ...,Media,Sympathy and support,Related - but not informative
700,217998665204240387,RT @TheAerMusic: our thoughts w our Colorado homies out in these fires! stay safe y'all,Outsiders,Sympathy and support,Related - but not informative
702,218005451579723777,"RT @TimothyWhalin: The #WaldoCanyonFire has increased to 15,324 acres. Please continue to pray for Colorado Springs.",Outsiders,Sympathy and support,Related and informative
704,218006353384439810,Prayers for the firefighters &amp; anyone affected by the wildfires in Colorado. ❤,Outsiders,Sympathy and support,Related - but not informative
707,218009536852791297,@ScottMcAbee: praying the wildfires in colorado dont affect any of my friends out west,Outsiders,Sympathy and support,Related - but not informative
712,218014460936331265,Please continue to pray for Rachel &amp; Jesse and all of those in the Colorado fire. http://t.co/GrvmmMm3,Outsiders,Sympathy and support,Related - but not informative
713,218015673102766081,RT @DrOz: My prayers go out to everyone in the Colorado Springs area. Stay safe!,Outsiders,Sympathy and support,Related - but not informative
714,218017749287436289,RT @DrOz: My prayers go out to everyone in the Colorado Springs area. Stay safe!,Outsiders,Sympathy and support,Related - but not informative
716,218021100548923392,Lets all find a way to help those in need in #Colorado,Outsiders,Sympathy and support,Related - but not informative
718,218021255742357504,RT @DrOz: My prayers go out to everyone in the Colorado Springs area. Stay safe!,Outsiders,Sympathy and support,Related - but not informative
719,218024309174697985,RT @KLOVERadio: Please RT if you will join us in praying for those impacted by the fires in Colorado &amp; those fighting the fires. htt ...,Media,Sympathy and support,Related - but not informative
721,218025655571464192,Please keep Colorado and Florida in your prayers. Wildfires and flooding...,Outsiders,Sympathy and support,Related - but not informative
724,218029963088117762,Praying for my cousins and everyone else in Colorado Springs that are having to evacuate because of these wildfires. &lt;3,Eyewitness,Sympathy and support,Related - but not informative
725,218031280120541184,RT @BravoAndy: Praying for rain in Colorado! These fires are destroying one of the most beautiful places in America!,Outsiders,Sympathy and support,Related - but not informative
728,218032068653891585,RT @DrOz: My prayers go out to everyone in the Colorado Springs area. Stay safe!,Outsiders,Sympathy and support,Related - but not informative
732,218042692813332480,Thinking of those affected by the Colorado #wildfires! Looks like an image out of the movies! #sosad http://t.co/nlkQZ18M,Outsiders,Sympathy and support,Related - but not informative
740,218052876587638786,Keep the tens of thousands affected by the Colorado Wildfires in your hearts and minds. https://t.co/CCGUjbZP #COfires #Colorado Springs,Outsiders,Sympathy and support,Related and informative
742,218054604632502272,RT @KLOVERadio: Please RT if you will join us in praying for those impacted by the fires in Colorado &amp; those fighting the fires. htt ...,Media,Sympathy and support,Related - but not informative
750,218061139345547265,"No wonder my allergies are crazy. Please pray for the fire in Colorado to be gotten under control, so scary and so sad http://t.co/zyPHSXCQ",Outsiders,Sympathy and support,Related - but not informative
753,218063538508410880,“@mashable: 9 Shocking Twitter Pictures From the Colorado Springs Wildfire http://t.co/eOq8VMPr” awful -pray for those affected,Media,Sympathy and support,Related - but not informative
754,218064536748560384,RT @RodneyStew: I hope everyone in Colorado is safe from the fire! Love colorado and praying for everyone!,Outsiders,Sympathy and support,Related - but not informative
759,218067762159951873,"RT @wadedh: RT @NationalPrayer: PRAYER ALERT: Remain in prayer for those fighting the fire in Colorado Springs &amp; 32,000+ people evac ...",Outsiders,Sympathy and support,Related - but not informative
760,218069502787731457,"Hey fam. Please pray for the residents of Colorado. With the winds, the fires are spreading rapidly. We are praying for you, Colorado!!!!",Outsiders,Sympathy and support,Related - but not informative
764,218071956493303808,RT @atmosphere: our thoughts go out to the people in colorado dealing with the wildfires.,Outsiders,Sympathy and support,Related - but not informative
771,218082849084026881,RT @NHLPA: RT @ryanobyrne84: My thoughts are with everyone in Colorado and hoping the fires come to an end. #PrayForColorado,Outsiders,Sympathy and support,Related - but not informative
774,218090872795955203,RT @arschmitty: Praying for those who have been affected by the Colorado fires and hoping for the best 💜💜,Outsiders,Sympathy and support,Related - but not informative
778,218093779427663873,RT @PolitixFireball: Please pray for those affected by the fires in Colorado! Here's @MichelleMalkin's update:http://t.co/6nn0S0LO #Brei ...,Media,Sympathy and support,Related and informative
781,218097168454651904,"I really hope that someone did not deliberately start any of the fires going on here in Colorado, that would be just disgusting. Absolutely.",Outsiders,Sympathy and support,Related - but not informative
784,218098007302877184,RT @atmosphere: our thoughts go out to the people in colorado dealing with the wildfires.,Outsiders,Sympathy and support,Related - but not informative
788,218105028559384578,"RT @NationalPrayer: PRAYER ALERT: Remain in prayer for those fighting the #WaldoCanyonFire in Colorado Springs &amp; the 32,000+ people  ...",NGOs,Sympathy and support,Related - but not informative
792,218110384698163200,"Please pray for my aunt, uncle and cousins. They're home is in danger because of the wildfires in Colorado.",Eyewitness,Sympathy and support,Related - but not informative
797,218114545435148288,@justinbieber @Drake some of your colorado fans houses have burned down in the fire we have... nd u can't send out 1 tweet. #sad #prayfor719,Outsiders,Sympathy and support,Related and informative
799,218116286062936065,RT @missnatalienunn: “@DevTheBarbie: @missnatalienunn Pray for ur Rockstars in Colorado that are being affected by this horrific fire pl ...,Outsiders,Sympathy and support,Related - but not informative
807,218130462814646273,"shout out to colorado, hope that fire goes out soon.",Outsiders,Sympathy and support,Related - but not informative
810,218138704626204672,RT @DarknessRadio: Lord please bring the driving rain to Colorado to stop the horror that is taking place there. End the fires &amp; sav ...,Media,Sympathy and support,Related - but not informative
826,218161047683596288,RT @kylefrost: Wow.  This is just insane.  Keep you thoughts with the residents of Colorado Springs. http://t.co/bbw6kDfR,Outsiders,Sympathy and support,Related - but not informative
830,218165464273125377,🙏pray for the victims of the Colorado fires🔥 It's getting bad out there 😔,Outsiders,Sympathy and support,Related - but not informative
844,218182514152452096,"Lord God, I pray that you bring a cool refreshing rain upon Colorado Springs, in the name of Jesus Christ, amen.",Outsiders,Sympathy and support,Related - but not informative
846,218183902446108673,"RT @JennyLynnLawson: @LauraStoryMusic Could you please RT? Please keep everyone in Colorado Springs, CO, Fort Collins, CO in your prayer ...",Outsiders,Sympathy and support,Related - but not informative
852,218219839263752192,my prayers go out to the families effected by the Colorado fire. #besafe &lt;3,Outsiders,Sympathy and support,Related - but not informative
857,218242584949161984,FOLLOW AND RETWEET FOR RAIN FOR FRONT RANGE COLORADO AND THE SPRINGS PLEASE - GOD BLESS AND THANKS! -... http://t.co/xMn5BcUz,Outsiders,Sympathy and support,Related - but not informative
861,218288613266427904,"RT @WhitleyStrieber: In the next 24 hours, the Colorado fires either become a historic catastrophe or not. However you help others in yo ...",Outsiders,Sympathy and support,Related and informative
862,218309005955710976,"Im praying for my homie up in Colorado, Springs.. Hella wildfires up there.",Outsiders,Sympathy and support,Related - but not informative
864,218315012186456065,"thinking of all the folks in Colorado.... us BC'ers know all bout fires, my sympathies, hell of a fire.",Outsiders,Sympathy and support,Related - but not informative
868,218329868402835456,Doing a few rain dances for #Colorado!,Outsiders,Sympathy and support,Related and informative
870,218333999830020096,To all the Emergency crews in Colorado Springs. Be Brave and Godspeed! It is hell there right now. #firebrea http://t.co/NIZgjHmQ,Government,Sympathy and support,Related - but not informative
877,218347111199158272,RT @OneRepublic: Colorado Springs wildfire.  God preserve us http://t.co/IjDBYj7I,Media,Sympathy and support,Related - but not informative
884,218357819269849088,We are sending our positive thoughts to all who are affected by the fires in our beloved home state of Colorado.,Outsiders,Sympathy and support,Related - but not informative
887,218359933194874880,The fire has offically reach the city of Colorado Springs. Please be praying. http://t.co/HoShmND3,Outsiders,Sympathy and support,Related - but not informative
889,218362982470651905,RT @DeLanaHarvick: oh my gosh! prayers 4 all RT @cowboycerrone: This crazy fire at my moms house in Colorado Springs! She had to evacuat ...,Eyewitness,Sympathy and support,Related - but not informative
893,218376852996243457,Thoughts and prayers with all those dealing with fires in Colorado.,Outsiders,Sympathy and support,Related - but not informative
900,218388399948693504,Praying for everyone in Colorado affected by the fire to keep safe!,Outsiders,Sympathy and support,Related - but not informative
904,218396851462873089,RT @GabeLandeskog92: My thoughts go out to everyone affected by the fires in Colorado. Let's get #PrayForColorado trending.,Outsiders,Sympathy and support,Related - but not informative
911,218419551019339776,My thoughts &amp; prayers are with the flood victims in Florida &amp; the south &amp; Colorado victims of the horrible fires! Extremely sad situations!,Outsiders,Sympathy and support,Related - but not informative
916,218429554451169280,We send this prayer to all those affected by the #Colorado fires.  http://t.co/8ACmq4Ti,Outsiders,Sympathy and support,Related - but not informative
920,218447401227259904,"RT @David_C_Cook: Pray for Colorado: Join with us in praying for the Colorado fires, all day and night - http://t.co/q6BdMkLw",Outsiders,Sympathy and support,Related - but not informative
930,218466426552459264,Pray for Colorado Springs.,Outsiders,Sympathy and support,Related - but not informative
935,218476044112498688,These colorado wildfires are no joke,Outsiders,Sympathy and support,Related - but not informative
953,218564439077699584,Colorado Springs; may God show u blessings in this tragic time. Alberta lost much of a town last year to fire &amp; our hearts go out to u all.,Outsiders,Sympathy and support,Related - but not informative
976,218705048916598787,346 homes destroyed in Colorado and 1 person found dead..my thoughts and prays are with the people of Colorado Springs during this time!!!,Outsiders,Sympathy and support,Related and informative
977,218706546270543872,"RT @SpeakerBoehner: Thoughts &amp; prayers are with the victims of the Colorado wildfires, &amp; with the brave fire crews working day & ...",Government,Sympathy and support,Related - but not informative
979,218712531554930688,"RT @SpeakerBoehner: Thoughts &amp; prayers are with the victims of the Colorado wildfires, &amp; with the brave fire crews working day & ...",Government,Sympathy and support,Related - but not informative
980,218715543044231169,RT @kariontour: Prayers going out too all the people in Colorado and the other states dealing with these deadly fires.,Outsiders,Sympathy and support,Related - but not informative
998,218772107444764672,Obama flew over Colorado Springs.  Apparently his defense cuts is making the fires difficult to put out.  Pray for the people affected.,Outsiders,Sympathy and support,Related and informative
1001,218786162540675072,RT @taytayphil: Man these fires are just heartbreaking. Save beautiful Colorado and beautiful people.,Outsiders,Sympathy and support,Related - but not informative
1006,218791262847893505,"RT @Buzzoot: In solidarity with our brothers and sisters in Colorado, let's hope and pray for a quick end to the fires #PrayForRainInCo  ...",Media,Sympathy and support,Related - but not informative
1012,218810036531638272,RT @ProFootballTalk: Broncos DE touched by Colorado wildfire tragedy http://t.co/dIR1D5Bg,Media,Sympathy and support,Related and informative
1029,218855649579253760,"Just because the fire is starting to get under control in Colorado, doesn't mean we need to stop thinking about those people.",Outsiders,Sympathy and support,Related - but not informative
1040,218940932362473473,RT @nourbaby: Those Colorado wildfires look scary. Prayers to everyone near there,Outsiders,Sympathy and support,Related - but not informative
1046,219410585383747584,RT @MmaGeneration: UFC Heavyweight Shane Carwin on the Colorado Fires + Getting Back to the Octagon http://t.co/HJb2Peyn @ShaneCarwin,Outsiders,Sympathy and support,Related - but not informative
1049,219444215296434178,"RT @MlTTR0MNEY: As Colorado Springs burns, it must give them peace of mind that they laid off firefighters for slightly lower taxes. htt ...",Outsiders,Sympathy and support,Related - but not informative
1051,219453899935981568,Unbelievable community support in Colorado Springs! http://t.co/C8aR8zba,Eyewitness,Sympathy and support,Related - but not informative
1053,219493108319133697,"Thanks for the RTs @mayread3 Maria, appreciate your support. Needs ongoing. #HighParkFire #smday http://t.co/xeicWhRw",Outsiders,Sympathy and support,Related - but not informative
1056,219521000415576066,Think and Pray for Colorado Springs Residents- FIRE- it could happen anywhere-Be Prepared!,Outsiders,Sympathy and support,Related - but not informative
1064,219639246238121984,RT @HomefrontHugs: RT COLORADO ALERT: DO WE HAVE ANYONE who could help a heroic disabled veteran couple in Colorado Springs in need of p ...,NGOs,Sympathy and support,Related and informative
1086,219976485052755969,colorado fire fighters can feel the love and support as crowds of people with signs and flags scream an shou http://t.co/Y17eOx7K,Media,Sympathy and support,Related and informative
1113,220258552017719297,"@LetMeBeYourLove you'l be fine love . hopefully , you wont be in Colorado Springs cus they got that wild fire down there .",Outsiders,Sympathy and support,Related - but not informative
1118,220294094537244673,"RT @NationalPrayer: PRAYER ALERT: Remain in prayer for those fighting the #WaldoCanyonFire in Colorado Springs &amp; the 32,000+ people  ...",NGOs,Sympathy and support,Related - but not informative
1119,220299287106551808,RT @VaSarver: Yall complaining about no power and ac and the people in Colorado losing their HOMES and LIVES to fires. #bethankful,Outsiders,Sympathy and support,Related - but not informative
1128,220381977805733889,"@ChrisLambton13 - We love fireworks too, but due to fires there are NO fireworks in Colorado this year...so sad.",Outsiders,Sympathy and support,Related - but not informative
1136,220578371896225792,Looks like there is nothing to do in Colorado since they canceled everything because of the fires!😱😡,Outsiders,Sympathy and support,Related - but not informative
1145,220632654549233664,RT @CarolHink: As we are thinking about fireworks today in #CA...I can't help but think about all the peeps dealing w/ the #COFire &gt;& ...,Outsiders,Sympathy and support,Related - but not informative
1147,220663373652701184,"no fireworks no explosions no exceptions i want to cry,might as well said no fourth of July! #Colorado @TraejunJohnson_",Outsiders,Sympathy and support,Related - but not informative
1150,220705253790724097,It could be worse. I could be in Colorado where I can't have fireworks AND my neighborhood is on fire. #iwillstopwhiningnow,Outsiders,Sympathy and support,Related - but not informative
1156,220912582431748096,Colorado Springs Relief Update http://t.co/Ov2ZzbUn Thank you to everyone helping out in this difficult time.,Outsiders,Sympathy and support,Related - but not informative
1183,221642986902126593,Help Colorado recover from the fires http://t.co/eW5JkWJO #PrayersForColorado #HelpColorado #PineRidgeFire #waldocanyonfire,Outsiders,Sympathy and support,Related and informative
1270,243362158367371265,#temblorcr Having a laugh our bum off of http://t.co/4Ql5g1Qh,Outsiders,Sympathy and support,Related - but not informative
1311,243363433431588864,Algún amigo en Costa Rica?? Todo bien por allá? #terremoto,Outsiders,Sympathy and support,Related - but not informative
1324,243363760599859200,Terremoto de 7.9 en Costa Rica! Que Dios los Cuide!,Outsiders,Sympathy and support,Related - but not informative
1352,243364574273875968,RT @bailskilo: Pray for the people of Costa Rica! 7.9 earthquake and tsunami warning :(,Outsiders,Sympathy and support,Related - but not informative
1356,243364700094595073,"Terremoto de 7,9 sacude costa rica... Seguira el Perú?? .. xS",Outsiders,Sympathy and support,Related and informative
1371,243365094396928001,"Please pray! A powerful, magnitude-7.9 earthquake has shaken #CostaRica, according to the USGS.",Outsiders,Sympathy and support,Related and informative
1381,243365404750249984,"Me cuesta creerle al Shoa.... #Terremoto en Costa Rica 7,6 Richter.",Outsiders,Sympathy and support,Related and informative
1382,243365413155643393,A 7.9 magnitude earthquake struck northwestern Costa Rica on Wednesday.. =(.. hope everything is okay down there!!,Outsiders,Sympathy and support,Related and informative
1383,243365425742757888,Cómo esta mi gente de Costa Rica tras el terremoto? Wow 7.9 grados denme noticias!!!,Outsiders,Sympathy and support,Related and informative
