Tweet ID,Tweet ID, Tweet Text, Information Source, Information Type, Informativeness
2010,243556706976686080,"EarthquakeCalifornia Earthquake in Costa Rica will not delay World Cup qualifier, says Mexican ... -... http://t.co/uv45lA0q #earthquake",Media,Not applicable,Related - but not informative
2011,243560590889603073,me sentí todo mal por un mae que fue a entrevista y terminaba de llenar papeles afuera del edificio H en pleno #temblorcr qué presagio!,Eyewitness,Not applicable,Related - but not informative
2015,243568883045392384,Estimados vamos a trasladar el próximo temblor para el viernes #temblorcr disculpen los inconvenientes saludos cordiales,Outsiders,Not applicable,Related - but not informative
2019,243576420171907072,Y luego temblor en Costa Rica donde juega la selec!! Nomás les llevamos algo de nuestra apocalipsis Maya para allá :$,Outsiders,Not applicable,Related - but not informative
2110,243967794880851968,well that was an #earthquake...,Outsiders,Not applicable,Related - but not informative
2120,243968713429225473,RT @KhuludLa: The earthquake scared the shit out of me! #earthquake,Eyewitness,Not applicable,Related - but not informative
2126,243969325793423361,2012 is so real. The world is ending in like 4 months. #earthquake,Not applicable,Not applicable,Related - but not informative
2127,243969426469310464,I don't think it's a coincidence that while watching my first episode of #HoneyBooBoo there's an #earthquake.,Outsiders,Not applicable,Related - but not informative
2130,243969803973455872,RT @TheLAScene: It looks like the #BeverlyHills #Earthquake was upgraded to a 3.5. http://t.co/UThFGsv1,Media,Not applicable,Related - but not informative
2141,243970995164176386,this #earthquake woke me up again.. seriously.. I don't like this.,Eyewitness,Not applicable,Related - but not informative
2160,243979417314009088,"RT @LAFD: #LAquake #Earthquake Emergency Mode discontinued. No significant damage, injury or loss of life. LAFD in normal… http://t.co ...",Media,Not applicable,Related and informative
2173,244033708364005377,Despertandooooo #earthquake #newday #song #glass #50cent #aliciakeys #music #instagram  http://t.co/aaXiDaGD,Not applicable,Not applicable,Related - but not informative
2201,244198980748189697,#Sismo #Earthquake 4.5 en #Jujuy -Epicentro 162km NNO de San Salvador de Jujuy http://t.co/crNgM4CM,Outsiders,Not applicable,Related and informative
2253,244435816309469184,"RT @correoorinoco: Sismo de magnitud 4,3 se registró en costa norte de #Peru http://t.co/odQhZMjT @reporterremoto #terremoto",Media,Not applicable,Related and informative
2274,244534508257415169,Siguen bretiando los Mayas :D #temblorcr,Outsiders,Not applicable,Related - but not informative
2276,244536429261230080,@MarisolSotoA sintió el #temblorcr?,Eyewitness,Not applicable,Related - but not informative
2278,244541017854976000,BECOME ASEXUAL NOW: Magnitude 5.6 quake hits Costa Rica: (Reuters) - A magnitude 5.6 earthqu... http://t.co/5jWMTB3H #asexual #sexuality,Outsiders,Not applicable,Related and informative
2282,244546269098430466,#ApagonCr #TiempoCr #TemblorCr #fb,Not applicable,Not applicable,Related - but not informative
2283,244551621030342656,"Pretty crazy here today with #socialmedia, lots of rain &amp; a 5.6 #earthquake that jolted us about an hour ago! #costaric http://t.co/XM6ydYSx",Media,Not applicable,Related and informative
2284,244556608070373377,"EARTHQUAKE REPORTS • EARTHQUAKE - ENE OF HOJANCHA, COSTA RICA: M5.6 - 11km ENE of Hojancha, Costa Rica 2012-09-08... http://t.co/9jAktmuM",Media,Not applicable,Related and informative
2306,244725403619586048,RT @Dealer_SEO: Moths are unable to fly during an #earthquake. #fact,Outsiders,Not applicable,Related - but not informative
2307,244734345900863489,¿Si tembló? Se los dije jaja  #temblorcr,Not applicable,Not applicable,Related - but not informative
2311,244766126117117953,"#USGS M 4.5, 55km NE of Angoram, Papua New Guinea http://t.co/DbHxA7gH #earthquake",Media,Not applicable,Related - but not informative
2335,245138609697611776,RT @nswia_weather: Did you feel the #Earthquake? East of Woy Woy It happen at 16:23:51 (AEST) see... http://t.co/cLzTknxd,Media,Not applicable,Related - but not informative
2360,245424329876205568,RT @INF_ENFURECIDO: CONFIRMAN QUE LAS CAUSAS DEL TERREMOTO DE COSTA RICA SON MAYAS HACIENDO PRUEBAS PARA DICIEMBRE,Outsiders,Not applicable,Related - but not informative
2402,245775888027877377,"#earthquake M 4.8, off the coast of Costa Rica: September 12, 2012 06:29:35 GMT http://t.co/wjvHAqPp",Media,Not applicable,Related and informative
2442,246281909850742784,"【#USGS #alert】 M 3.0, Puerto Rico region http://t.co/ywfrzKJS #Pasthour #earthquake #tsunami #prayfromjapan",Not applicable,Not applicable,Related - but not informative
2542,247223627584520192,"#USGS M 5.2, 8km W of Nicoya, Costa Rica http://t.co/StHDj3Ll #earthquake",Media,Not applicable,Related and informative
2640,274683530318082048,"RT @ClimaMundial: via @sijoroma: Ciclón activo: Tifón #Bopha, Pacífico Oeste y posible Ciclón INVESt 91L, Atlántico Central http://t.co/ ...",Not applicable,Not applicable,Related and informative
2664,275083599806619648,Happy Rubadabango Day is Trending lol madami naglalaba ngayon padating na kasi si Typhoon Pablo.,Eyewitness,Not applicable,Related - but not informative
2688,275132912259698689,Heads up! (Photo not mine) #PabloPH http://t.co/4y521PEq,Outsiders,Not applicable,Related and informative
2724,275267612311695362,"@nhymyat87 Acasia, Carmen #CDO #PabloPH",Eyewitness,Not applicable,Related - but not informative
2754,275463394054791171,"RT @meteomostoles: El tifón #BOPHA,de cat.4 y 947hPa en su centro,va camino de Filipinas.Lleva vientos sostenidos entre 2010 y 249km/h h ...",Outsiders,Not applicable,Related and informative
2759,275477331726970881,#PabloPH .....  Pwede ka ma stop ?!?!,Outsiders,Not applicable,Related - but not informative
2788,275539692655628288,Mayati-an kos ka feeling older brother sakong little brother. Hahaha!! #pabloph #brotherlove http://t.co/iK6au9DV,Outsiders,Not applicable,Related - but not informative
2874,275741660946784256,"RT @TheSMCMixers: Magandang umaga, sa mga kababayan ko sa Mindanao, ingat po kayong lahat. #Pablo",Outsiders,Not applicable,Related - but not informative
2881,275748426375901184,#PabloPh may pasok ba ang PUBLIC school sa DAVAO City,Outsiders,Not applicable,Related and informative
2904,275761177039089667,RT @gmanews: BACOLOD CITY: No classes in all levels accdg to Mayor Jude Thaddy Sayson #walangpasok | via @USLS_tweets,Media,Not applicable,Related and informative
2905,275762758300098561,@AngPilyongAstig Hahaha . Signal # 2 mi dri oyy . Muhunung niya mukusug . Lami pa gyod kaayo e laag KJ lng kay ning #PabloPH xD,Eyewitness,Not applicable,Related - but not informative
2916,275765958579212289,Ang lamig. Penge kayakap? :D #PabloPH lumayas kana!,Eyewitness,Not applicable,Related - but not informative
2957,275809575129739264,#PABLOPH Grabe ka.. Visayas talaga ha!,Eyewitness,Not applicable,Related - but not informative
2963,275817892442943488,malakas ka ba #PabloPH ??,Eyewitness,Not applicable,Related - but not informative
2973,275831779754131456,"Bought a dynamo flashlight, and a lighter, just in case. #PabloPH http://t.co/M4SjdVhN",Eyewitness,Not applicable,Related - but not informative
3054,275902873223696385,Er? - RT @kazonozawa What #PabloPH? We workin out our own storm at the @rhipstop HQ! @awwwesam @andietahula @shotlo http://t.co/clmRQZjL,Eyewitness,Not applicable,Related and informative
3072,275916160762015744,RT @krizzy_kalerQUI: binayo ni Pablo. binabayo ni Pablo. babayuhin ni Pablo. #WordOfTheDay #BINABAYO #PabloPH @TVPatrol @24_Oras,Outsiders,Not applicable,Related - but not informative
3075,275917108674703362,"RT @thecrusaderpub: No classes and office at Xavier University (XU) at all Levels tomorrow, December 5, 2012. #PabloPH #CDO",NGOs,Not applicable,Related and informative
3076,275917159039901696,RT @krizzy_kalerQUI: binayo ni Pablo. binabayo ni Pablo. babayuhin ni Pablo. #WordOfTheDay #BINABAYO #PabloPH @TVPatrol @24_Oras,Media,Not applicable,Related and informative
3095,275942656197140481,"RT @ANCALERTS: ComVal Gov. Uy: Ang unang balita, may biglang isang malaking bugso ng tubig galing sa bundok na di nila inasahan #PabloPH",Media,Not applicable,Related and informative
3106,275956363186823168,~nalusaw ata si #PabloPH -- sana hindi na lang na postpone ang GA. :( clear na sa Thursday!,Eyewitness,Not applicable,Related - but not informative
3157,276141227127214082,"Mas enjoy ko pa si #TyphoonPablo kaysa makita pagmumukha ni #Amalayer. Late reaxon aq sa kaniya, kakainis kc kababawan niya. Pagpasenxahan.",Not applicable,Not applicable,Related - but not informative
3159,276146528723296257,Accept the consequences in every wrong decisions we made. #TyphoonPablo #VoteAgainstIsrael @NoyNoy Aquino,Government,Not applicable,Related - but not informative
3167,276172957053767681,【台風情報】台風201224号（BOPHA）は12月5日12時(JST)には北緯10.2度、東経119.4度にあって、中心の気圧は975hPa、最大風速は35メートルです。 http://t.co/sjxddU25 #bopha #TY201224,Not applicable,Not applicable,Related and informative
3188,276220667261771776,Ka init gud ang bagyo :/ #PabloPH,Outsiders,Not applicable,Related - but not informative
3243,276330591585193987,"Kevin Ford vyfotil hurikán Bopha, který momentálně pustoší Filipíny. #iss #bopha http://t.co/HNjG3guC",Outsiders,Not applicable,Related and informative
3281,276523932201390082,me and @zoanejude with @makipulido during #PabloPH coverage in #CdeO. oye! #SerbisyongTotoo http://t.co/cXXsO4Yp,Media,Not applicable,Related and informative
3295,276600557936992256,"RT @DonyaAngelica: Facundo! Dakpin si #PabloPH , Dalhin sa China!",Not applicable,Not applicable,Related - but not informative
3313,276649522267054080,"RT @DonyaAngelica: Facundo! Dakpin si #PabloPH , Dalhin sa China!",Not applicable,Not applicable,Related - but not informative
3328,276692543213826048,:( RT @amnexiaaa Some people can't enjoy the holidays. #pablo,Outsiders,Not applicable,Related - but not informative
3373,276912807109341184,RT @20m: Más de 400 muertos y otros tantos desaparecidos tras el tifón #Bopha en #Filipinas http://t.co/iPR96dM4,Outsiders,Not applicable,Related and informative
3383,276969816093511680,"Afford ninyo mag party2 na ang uban tao, wala nay makaon? Wala nay matulogan? #PabloPH",Eyewitness,Not applicable,Related - but not informative
3418,277181410324905984,#PabloPH is indeed one hell of a mofo. http://t.co/aC5fVC2g,Outsiders,Not applicable,Related and informative
3448,277391507219169280,"RT @DonyaAngelica: @MMDA  Kasuhan nyo si  #PabloPh , di sumusunod sa batas trapiko! ang kapal ng Mukha! nag U-Turn ang hayop!",Outsiders,Not applicable,Related - but not informative
3486,277677445501579265,@jboygonzalessj: Pacquiao lost. Period. No meta meanings. Now our attention to #PabloPH.,Outsiders,Not applicable,Related - but not informative
3532,278361649717583872,RT @metmex: #NASA revela impresionante imagen tomada dsd la EEI del Tifón #BOPHA que dejó muerte y destrucción en #Filipinas http://t.co ...,Outsiders,Not applicable,Related and informative
3622,239433215385952256,VIDEO: Blast hits Venezuelan oil refinery,Outsiders,Not applicable,Related and informative
3623,239435396440805376,RT @PuntoFijoGuia: Estamos para servirte #Puntofijo #Falcon #Paraguana si deseas hacer llegar información sobre centros de acopio o volu ...,Outsiders,Not applicable,Related - but not informative
3642,239453956244402177,"RT @Marihelys_fcy: La explosión en #Amuay , no se debió a fuga de gas. SE ORIGINÓ POR FUGA DE CEREBROS EN MATERIA PETROLERA.. @LORENT_ ...",Outsiders,Not applicable,Related - but not informative
3655,239459094262587392,RT @andregarcialz: Dicen que no es culpa de nadie ¿entonces de quien es culpa lo de #amuay? Seguro fueron los duendes que nos hacian el  ...,Outsiders,Not applicable,Related - but not informative
3679,239470410478006272,"RT @gabrijuliaet: En fin... que una no sabe qué es más fuerte, si el dolor o la indignación. #Amuay",Outsiders,Not applicable,Related - but not informative
3686,239474768351481856,RT @VenezuelaPublic: Accidentes en #Pdvsa desde el 2002 (Cronología) http://t.co/c8SJosHp #actualidad #nacionales #amuay,Media,Not applicable,Related and informative
3695,239481428902047744,Comunicado de Henrique Capriles Radonski a la opinión pública por la explosión en la Refineria de Amuay http://t.co/Bb6P9m58,Outsiders,Not applicable,Related and informative
3717,239491205841448960,"RT @LucioQuincioC: Me reportan mis centuriones en la zona que hay nuevas explosiones,.atentos..#amuay",Outsiders,Not applicable,Related and informative
3730,239497262424784896,"RT @odinssont: #Venezuela, el Presidente debe estar presente en momentos difíciles del país, pq @chavezcandanga no está en #Amuay? #Camb ...",Outsiders,Not applicable,Related - but not informative
3733,239500374589980674,RT @inti: Que difícil es tratar de dar información sobre la tragedia de #Amuay sin politizar el tema. Tengo todo el día tratando de no h ...,Outsiders,Not applicable,Related - but not informative
3790,239535606743572481,#Amuay crónica de unas muertes anunciadas.!,Outsiders,Not applicable,Related - but not informative
3797,239538899280613376,RT @LucioQuincioC: Señores PERDIMOS #AMUAY.......SE ACABO LA 5TA REFINERIA MAS GRANDE DEL MUNDO....,Outsiders,Not applicable,Related - but not informative
3824,239555940737744897,"Se nota q @globovision se cuida d otra multa, pasan @SABADOENLANOCHE cuando necesitamos información de #Amuay",Outsiders,Not applicable,Related - but not informative
3863,239595593666793472,"#amuay Chick getting bannged under water, sweet, i'd like some lol http://t.co/7Zbrbc2V",Not applicable,Not applicable,Related - but not informative
3866,239598131229118465,#amuay I cought my cousin jerking off his little weiner http://t.co/yBuprbtS,Not applicable,Not applicable,Related - but not informative
3879,239657170273181696,RT @ErneX: El hospital más cercano a una de las refinerías más grandes del mundo no tiene unidad de quemados. Sólo en Hugoslavia #amuay,Outsiders,Not applicable,Related - but not informative
3927,239739483489185794,#Amuay http://t.co/gbY1S52c,Outsiders,Not applicable,Related and informative
3939,239753618281078786,QUÉ DESGRACIA!!! RT @puzkas: Luongo:  Esto es un evento normal en la industria petrolera. La situación esta bajo control. #Amuay,Outsiders,Not applicable,Related - but not informative
3945,239755287597309952,como puede ser que solo pidan la calma en #amuay.. cuando aun esta en fuegos y el gobierno y la prensa dicen que ya acabo,Outsiders,Not applicable,Related - but not informative
3974,239790431683112960,Dice @teofilomoros: A más de 36 horas de la tragedia de #Amuay .... #Avestruz,Outsiders,Not applicable,Related and informative
3979,239797499106316288,RT @TonyDeViveiros: Incompetencia chavista al extremo RT @diarioelheraldo: Incendio sigue activo en principal refinería de Venezuela  ht ...,Outsiders,Not applicable,Related and informative
3984,239799923401445377,¡Levantamos muy en alto el compromiso de nuestros trabajadores petroleros! http://t.co/NMCAg8Hy #Falcon #Venezuela,Government,Not applicable,Related - but not informative
3987,239801835987283968,RT @hcapriles: Comunicado a la opinión pública del @ComandoVENE por la explosión en #Amuay http://t.co/azHsDG63,Outsiders,Not applicable,Related and informative
3988,239802855219937280,RT @MICHAELOJACKSON: RT @manuelitavb: RT @acaballoregalao: FOTO  Satelital #Amuay http://t.co/WyPrvzwV,Outsiders,Not applicable,Related and informative
4034,239850385077051393,RT @ekorin: Lo más lamentable de todo es ver a los asesinos juzgando la moral de los sobrevivientes que le reclaman las víctimas... #Amuay,Outsiders,Not applicable,Related - but not informative
4035,239851769188999169,"Si no FUÉ gas lo que explotó en #Amuay entonces que fue,imaginación?? En Venezuela deberían sacar a patadas a ese INCAPAZ...",Outsiders,Not applicable,Related - but not informative
4057,239871260123856896,RT @ponterf: Así recogían los cadáveres ni bolsas tenían RT @chasanuri: Como si estuviéramos en guerra lo d #Amuay es impresionante. htt ...,Outsiders,Not applicable,Related - but not informative
4066,239875852899336193,Le colocaron un stand como si estuviera en PDVSA pero está a 30 KM de la Refinería de Amuay. Protegido en la Base Naval http://t.co/OxdDyKRB,Outsiders,Not applicable,Related and informative
4070,239877790646804480,#ChávezDice  Al gunos dijeron que la tragedia deVargas era castigo de Dios por la nueva Constitución que habíamos aprobado ese día #Amuay,Outsiders,Not applicable,Related - but not informative
4082,239892030329876481,RT @LucioQuincioC: Si hubieramos tenido estas ambulancias en #Amuay los muertos serian menos.. http://t.co/nOzagkjC,Outsiders,Not applicable,Related - but not informative
4094,239912154596261888,Terminen d entender el gobierno d @ChavezOfficial no tiene la culpa d lo sucedido en #Amuay simplemente las refinerias explotan asi a veces.,Outsiders,Not applicable,Related - but not informative
4100,239917888176287745,RT @Carlos_Baute: Espero se hagan averiguaciones exhaustivas para dar con las causas de esta tragedia lamentable en #Amuay.,Outsiders,Not applicable,Related - but not informative
4127,239963107001237504,@napo_leon99 RT @estebangerbasi: Video Exclusivo: vía @LucioQuincioC #Amuay http://t.co/oznGaDxv,Media,Not applicable,Related - but not informative
4154,240074750972526592,"RT @LucioQuincioC: El régimen de ChavEX se derrumba como #Amuay,Cumanacoa,Ciudad Guayana,Caracas..",Outsiders,Not applicable,Related - but not informative
4160,240083009536155649,"RT @huevot0t0te: Bueno, según Chiabe en #Amuay la función debe continuar ¿Guuuuuaaat? ¿La función de fuegos artificiales? #YaSeEscoñetó",Outsiders,Not applicable,Related - but not informative
4167,240095718310817793,En #Venezuela las personas mueren por negligencia de otros y lo peor es que no va cambiar seguiremos siendo un país tercermundista #Amuay,Outsiders,Not applicable,Related - but not informative
4168,240096569750351872,RT @jeanfreddy: Inmensa cantidad de centros de acopio en todo el país para víctimas de #Amuay y lluvias demuestra que cada vez hay más b ...,Outsiders,Not applicable,Related - but not informative
4176,240107193897218048,CTMMagazine http://t.co/Wq2KsKGq GobiernoHumanista D @chavezcandanga #PSUV #PDVSA AMBULANCIA DE #AMUAY @globovision....,Government,Not applicable,Related - but not informative
4187,240120359825846272,Dolorosas lecciones de #Amuay #Venezuela http://t.co/O6MwbSj2 @leopoldolopez,Outsiders,Not applicable,Related and informative
4193,240128354177658881,Ratas en dos patas del grupo ineptos irresponsabilis... RT @pais_libre Que animal sera quien saboteo en #Amuay??? #Venezuela,Outsiders,Not applicable,Related - but not informative
4196,240133232153223168,A veces la Mejor noticia es que no haigan noticias... :( #Amuay,Outsiders,Not applicable,Related - but not informative
4224,240181965754597378,Increible! @nellygo71: Diosdado Cabello No se puede asegurar q el humo que sale d #Amuay es perjudicial para la salud Q cosas..,Outsiders,Not applicable,Related - but not informative
4243,240196209615200257,"CONTROL CIUDADANO ONG de @rociosanmiguel - http://t.co/zcBpYigl - En el Año 2005 #Amuay fue declarada ZONA DE SEGURIDAD  (PDF) Lean, RT",NGOs,Not applicable,Related and informative
4260,240212642915053569,#amuay Are these claims worth buying? http://t.co/C8t1oPWQ,Not applicable,Not applicable,Related and informative
4262,240214454866948096,RT @1954candanga: #VenezuelaArruinada @carlosroa1: Se estrenaron con #Vargas y se despediran con #Amuay...adios al gobierno mas tragico ...,Outsiders,Not applicable,Related - but not informative
4267,240224303075950593,Según tengo memoria nunca había pasado algo semejante a lo de #AMUAY y casualmente es en esta administración caracterizada por incapacidad.,Outsiders,Not applicable,Related - but not informative
4270,240227922777096192,#amuay Now this will be partial f'n retarded http://t.co/epzLShxO,Outsiders,Not applicable,Related and informative
4271,240230355444060160,RT @lamzelok: CONTROL CIUDADANO ONG de @rociosanmiguel - http://t.co/zcBpYigl - En el Año 2005 #Amuay fue declarada ZONA DE SEGURIDAD  ( ...,NGOs,Not applicable,Related and informative
4273,240230594515173376,@PadreJosePalmar tubieras una capilla al lado de la refineria de amuay y te vieras incendiado hijo de puta!,Outsiders,Not applicable,Related - but not informative
4275,240232314213384192,"#amuay Getting spanked that way, ain't that bad afterall lol.. http://t.co/sk4t93Li",Media,Not applicable,Related - but not informative
4279,240234809824251906,#amuay mega business idea http://t.co/3t0WDGBL,Not applicable,Not applicable,Related - but not informative
4281,240237162820407296,"RT @LucioQuincioC: Esta foto de Globovision confirma lo que les dije, #Amuay esta FUERA DE CONTROL. http://t.co/zCab3NKu",Outsiders,Not applicable,Related and informative
4301,240261322007257089,RT @ra_zarte: En 2005 solicitaron al presidente declarar #Amuay zona de desastre http://t.co/7njoIQ4t,Outsiders,Not applicable,Related and informative
4310,240267114328514561,"RT @FreddyGuevara: Mira vale: el que no queria aprovecharse de una desgracia como la de #Amuay saca una cadena no informando, si no di ...",Outsiders,Not applicable,Related - but not informative
4311,240268011930537984,RT @PerroMau: NERON VENEZOLANO.SIGUE TOCANDO SU ARPA.MIENTRAS #AMUAY.ARDE EN LLAMAS.EL PUEBLO MIRA ENBOBADO A SU DICTADOR.POR LA TV....,Outsiders,Not applicable,Related - but not informative
4353,240456424243744768,RT @alvarobriceno: Negligencia? RT @rociosanmiguel: Habían solicitado al presidente Chávez en 2005 decretar Zona de Seguridad en #Amuay  ...,Outsiders,Not applicable,Related and informative
4428,240573420180484096,@luciaeugenia @VTVcanal8 #BravoPDVSA #Amuay nos exige crear los #BomberosNacionales chavez un lider de líderes!! @ForoCandanga,Outsiders,Not applicable,Related - but not informative
4436,240599865237831680,RT @AnaE2807: Se ha determinado que tragarse el humo de los tanques de #Amuay es excelente para la salud: Diosdado Cabello... #HDP!,Outsiders,Not applicable,Related - but not informative
4455,240629791601094657,RT @claupepe: #Amuay Dios se volvió a encender el 204...,Outsiders,Not applicable,Related and informative
4461,240646040334782464,"RT @LucioQuincioC: A esta hora,en palacio esta como #Amuay, sin poder apagarlo",Outsiders,Not applicable,Related - but not informative
4481,240807734969249792,"Entre Yare I y #Amuay, cuántos muertos tiene este gobierno en sólo 2 eventos sobre el lomo?",Outsiders,Not applicable,Related - but not informative
4493,240859769500471296,RT @pais_libre: Donde esta #Inpsasel en #AMUAY va algún gerente preso? O solo es para la empresa privada? #Venezuela,Outsiders,Not applicable,Related - but not informative
4506,240943932404535296,"@laumarga Es q c m olvida q usteds son lentos,el fuego se apagó,ahora viene el proceso para un arranq seguro en #Amuay #PDVSA,así funciona",Outsiders,Not applicable,Related - but not informative
4564,241723787714891776,RT @lamzelok: @Tururunes @aisha_728 ¿Esta astróloga predijo la explosión de #Amuay? (Audio) - http://t.co/oshaRVjj via @la_patilla,Media,Not applicable,Related - but not informative
4570,241953878839545856,RT @estebangerbasi: Un terrorista italiano es el responsable del sabotaje en #Amuay. Se llama FRANCO DETERIORO,Outsiders,Not applicable,Related - but not informative
4576,242118417195360256,Amuay y la ofensiva mediática objetivo : PDVSA http://t.co/SwA4jfbb #Opinión #IsaacValdezMederico #Amuay,Media,Not applicable,Related - but not informative
4593,242812914266935296,via @cindygolpe RT Se ha determinado que tragarse el humo de los tanques de #Amuay es excelente para la salud: Diosdado Cabello... #HDP!,Outsiders,Not applicable,Related - but not informative
4633,389913979687944193,It's a good thing the kids are at home today. #earthquake #bacolod #philippines,Outsiders,Not applicable,Related - but not informative
4711,389938008851365889,"#PrayforVisayas Kanta nalang ako, para hindi ma rattle :( :(",Outsiders,Not applicable,Related and informative
4766,389952277848399872,"RT @Chakan3ss: Congrats sa #GenesisPilot gnda ng effects ramdan ang #Earthquake sa Cebu and Bohol, Loboc church in Bohol #PrayforVisayas an…",Outsiders,Not applicable,Related - but not informative
4911,389985169576194048,"RT @juanxi: Please spread the word. Mga kababayan sa Visayas, please use #rescuePH for information about people needing rescue. We will com…",Outsiders,Not applicable,Related - but not informative
4932,389994585784872960,"RT @MediasetTgcom24: Forte terremoto nelle #Filippine. Crollano edifici sull'isola di #Bohol, almeno venti morti e trenta feriti http://t.c…",Not applicable,Not applicable,Related - but not informative
4935,389995856683732992,RT @laeda27: tboom na for tina jittaleela #TinaJittaleelaTBoom #TinaJittaleelaShowtime #prayforvisayas,Outsiders,Not applicable,Related - but not informative
4943,389998448751038465,shake it.. #TinaJittaleelaTBoom #TinaJittaleelaShowtime #prayforvisayas,Outsiders,Not applicable,Related - but not informative
5076,390058670564077568,Tanggal sa news headlines ang #porkbarrel &amp; other gov't anomalies due to #bohol  earthquake. #napoles #sss #philhealth must be celebrating!,Outsiders,Not applicable,Related - but not informative
5097,390066929173417984,Bakit kelangan mo magpost ng selfie sabay gamit ng hashtag na #PrayForVisayas anong kinalaman ng mukha mo dyan? Paki explain. Labyu.,Outsiders,Not applicable,Related - but not informative
5112,390071203135623168,"RT @ryanb0n: Ganda pla effects ng #GenesisPilot, ramdam hnggang visayas, esp bohol and cebu. mkktotohanan, iba tlg ang GMA! #PrayForVisayas…",Outsiders,Not applicable,Related - but not informative
5117,390074881557032960,RT @showtimefamily: Pwede naman yung muka ni Napoles ang Masira bakit yung mga Historical Churches pa sa Visayas =( #PrayForVisayas http://…,Outsiders,Not applicable,Related - but not informative
