Tweet ID,Tweet ID, Tweet Text, Information Source, Information Type, Informativeness
238,214385830171648000,"RT @SeverePlains: #HighParkFire now most destructive in #COFire history, taking 181 homes. Now over 55k acres w/ $10.8M in damage: http: ...",Media,Infrastructure and utilities,Related and informative
241,214477563756675072,Most destructive ever Colorado wildfire burns 181 homes - U.S. News http://t.co/Gnuz2cFp #COLORADOWILDFIRES,Media,Infrastructure and utilities,Related and informative
264,214829348434345986,3 more homes may have burned in Colorado wildfire http://t.co/fHsfRvox #aspen,Media,Infrastructure and utilities,Related and informative
266,214850416427548672,RT @AP: AP VIDEO: Wildfire tearing through northern Colorado destroys the house that Jeff Corum recently renovated: http://t.co/02UEpaxr ...,Media,Infrastructure and utilities,Related and informative
267,214886101553397760,Colorado wildfire destroys 8 more homes; structure toll at 189 http://t.co/OOTX4wNu,Media,Infrastructure and utilities,Related and informative
269,214915876930068481,"Colorado fire tops 58,000 acres; weather stays hot and windy: Firefighters in Colorado faced another round of ni... http://t.co/AaFS5McP",Media,Infrastructure and utilities,Related and informative
423,217237688426823680,"Praying hard. RT@DenverWestword: High Park fire update: 83K-plus acres, 248 homes confirmed destroyed  #highparkfire http://t.co/piEQYPU4",Outsiders,Infrastructure and utilities,Related and informative
438,217393586537377792,"RT @9NEWS: from http://t.co/GHDZ1Bsc: CO 71 is closed Limon to Brush due to wildfire. Road closure began June 25th, 2012 at 3:41pm. #COFire",Media,Infrastructure and utilities,Related and informative
440,217409776542433281,"RT @merici: Last Chance, Colorado. We drove up just as they closed the highway and evacuated the town. #cofire http://t.co/8qdYFDmv",Eyewitness,Infrastructure and utilities,Related and informative
445,217458048770375681,"RT @CBSDenver: #LastChanceFire burns est'd 25,500 acres of grass and farmland; 2 homes &amp; 1 fire truck lost, 3 other structures burne ...",Media,Infrastructure and utilities,Related and informative
446,217462574432780289,"RT @9NEWS: UPDATE: #LastChanceFire has burned an estimated at 38,400 acres, has been fully contained on the northwest quadrant from fire PIO",Media,Infrastructure and utilities,Related and informative
474,217733576786055168,Colorado fire  @ Carroll Butts Athletic Park http://t.co/skxt5tFO,Outsiders,Infrastructure and utilities,Related and informative
483,217748567245324288,RT @denverpost: ALERT: 29 homes ordered to evacuate due to #FlagstaffFire near Bison Drive in Boulder: http://t.co/62EWSsBi,Media,Infrastructure and utilities,Related and informative
504,217771375853703169,Hearing structures on Flying W Ranch are now on fire according to @KOAA_5 #waldocanyon sad stuff happening around here right now,Eyewitness,Infrastructure and utilities,Related and informative
576,217830150669209602,"RT @kevinltorres: 20,085 homes in Colorado Springs are threatened by the wildfire, according to CSFD.",Government,Infrastructure and utilities,Related and informative
594,217838618956402688,"Crazy // RT @denverpostjoe: Today (Tuesday's) #cofire math: .187% of Colorado's on fire (194.9 sq. miles / 124,781 acres)",Media,Infrastructure and utilities,Related and informative
646,217895254651699200,The fire in Colorado might burn down the hospital I was born at )':,Outsiders,Infrastructure and utilities,Related and informative
667,217971913941729280,"RT @MalloryOnTravel: Colorado Springs Fire Spreads to Tourist Areas: Pikes Peak, Rocky Mountain Park http://t.co/BK1qajVd #travel #ttot",Media,Infrastructure and utilities,Related and informative
751,218061722366386177,9 Shocking Twitter Pictures From the Colorado Springs Wildfire http://t.co/ajO6K6zC,Media,Infrastructure and utilities,Related and informative
800,218119326929129473,Colorado Springs' Waldo Canyon fire threatens Air Force Academy: http://t.co/GE16J3Zs,Media,Infrastructure and utilities,Related and informative
811,218139522498703360,RT @AlBoeNEWS: BREAKING -- Firefighter tells local media that 200-300 homes have been lost in Waldo Canyon fire burning in Colorado,Media,Infrastructure and utilities,Related and informative
824,218159479034884096,RT @AFSpace: AFSPC Vandenberg Hot Shots are on the ground in Colorado Springs helping fight the #WaldoCanyonFire as we speak: http://t.c ...,Government,Infrastructure and utilities,Related and informative
828,218162024964833280,RT @nytimes: Furious Wildfire in Colorado Leaves Destruction in Its Wake http://t.co/6pyZTRMR,Media,Infrastructure and utilities,Related and informative
841,218181897564602368,Colorado Springs fire threatens the Air Force Academy #WaldoCanyonFire #COFIre http://t.co/2Ba5rQ80,Outsiders,Infrastructure and utilities,Related and informative
845,218183059386793985,RT @KOAA_5: Fire has now eaten nearly 29 miles of our beloved Colorado. #waldocanyonfire,Media,Infrastructure and utilities,Related and informative
878,218347685835587585,300 homes feared destroyed in Colorado Springs fire - http://t.co/4MZ1cgzn: ABC News300 homes feared destroyed in... http://t.co/kaV5xQbq,Media,Infrastructure and utilities,Related and informative
880,218349904605614081,News Update Furious Wildfire in Colorado Leaves Destruction in Its Wake http://t.co/DRx8CebW,Media,Infrastructure and utilities,Related and informative
883,218356191854731264,Hundreds of Homes Destroyed in Colorado Fire: Colorado Springs officials say hundreds of homes have been destroy... http://t.co/4i74yc0X,Media,Infrastructure and utilities,Related and informative
885,218359425700864001,says http://t.co/A4QhaGRO Hundreds of homes destroyed in Colorado Springs fire http://t.co/JJeDJHBq,Media,Infrastructure and utilities,Related and informative
892,218375628297207809,#TopStories Colorado Wildfire Destroys Hundreds of Homes via ABC News http://t.co/XAG15ccM,Media,Infrastructure and utilities,Related and informative
895,218380841804505090,#BBC - Homes destroyed in Colorado fire http://t.co/PGChQTJp,Media,Infrastructure and utilities,Related and informative
907,218411049194491904,Met a woman today who escaped her town in Boulder because of the fires...her house is completely destroyed. #humbled #prayingtime,Eyewitness,Infrastructure and utilities,Related - but not informative
909,218412433306435585,RT @YMontepara: Colorado wildfires wreck homes but officials hope for break in weather http://t.co/yquK0iyv,NGOs,Infrastructure and utilities,Related and informative
912,218421631423496192,RT @ksbw: Hundreds of homes destroyed in raging Colorado fire: Colorado Springs officials said Thursday that hundreds of homes... http:/ ...,Media,Infrastructure and utilities,Related and informative
915,218429189534126080,Hundreds of homes destroyed in Colorado Springs fire: http://t.co/WYg7OQYg via @msnbc...they need HELP!!!,Outsiders,Infrastructure and utilities,Related and informative
928,218464224551251968,Colorado wildfire destroys hundreds of homes: Colorado Springs officials said Thursday that hundreds of homes ha... http://t.co/tlNvXX9M,Government,Infrastructure and utilities,Related and informative
931,218468112683634688,Interesting... Colorado wildfire destroys hundreds of homes http://t.co/AqEudj0h,Outsiders,Infrastructure and utilities,Related and informative
934,218473242309038081,"RT @cnnbrk: At least 346 homes on 34 streets in Colorado Springs, Colorado, have been destroyed by the Waldo Canyon #wildfire. http://t. ...",Media,Infrastructure and utilities,Related and informative
938,218484596298350592,Mayor: Colorado Springs Fire Destroys 346 Homes: Mayor: Colorado Springs fire destroys 346 homes,Government,Infrastructure and utilities,Related and informative
944,218504187879755778,RT @wildfiretoday: I-70 is now CLOSED from exit 49 to exit 62. Alternate route is the Debeque Cutoff to Hwy 65 #COfire #pineridgefire #gjco,Media,Infrastructure and utilities,Related and informative
946,218515667710771201,"Colorado Springs fire destroys 346 homes, mayor says - Fox News http://t.co/0pfzZg5K #TFB @Kaijzer",Media,Infrastructure and utilities,Related and informative
948,218523523629584385,Mayor: #Colorado fire destroys estimated 346 homes; most destructive in state history http://t.co/sCMthmA2 #wildfire,Government,Infrastructure and utilities,Related and informative
952,218545929605758976,"RT @CNN: Nearly 350 homes destroyed in Colorado Springs, officials say: http://t.co/9pboaaBm",Media,Infrastructure and utilities,Related and informative
955,218574463472648192,"RT @CNN: Nearly 350 homes destroyed in Colorado Springs, officials say: http://t.co/9pboaaBm",Media,Infrastructure and utilities,Related and informative
956,218577936326991872,Mayor: Colorado Springs Fire Destroys 346 Homes - Washington Post http://t.co/4F0xQrbB #FireNews,Media,Infrastructure and utilities,Related and informative
972,218686619153203200,346 homes lost due to Waldo Canyon fire in Colorado Springs. 1 body was found in the remains of a destroyed home.,Outsiders,Infrastructure and utilities,Related and informative
1057,219554735211032576,"Colorado tourism hoping to overcome effects of fires: Boulder's Chautauqua cottages and lodges, nestled in the... http://t.co/Qw8QaG2L",Media,Infrastructure and utilities,Related - but not informative
1197,222071921586606080,#SiguemeYTeSigo Colorado governor lifts statewide fire ban: Much-needed rain and forecasts predi... http://t.co/EDNaxBJb #TeamFollowBack,Media,Infrastructure and utilities,Related and informative
1240,243360212227092482,Temblor en el segundo piso de la #ECCI #UCR (un edificio viejo que se mueve demasiado) es otra cosa! #temblorcr,Eyewitness,Infrastructure and utilities,Related - but not informative
1245,243360887497449473,Muy fuerte #temblorcr en guadalupe con caídas de objetos @ameliarueda @RadioReloj ,Media,Infrastructure and utilities,Related - but not informative
1397,243365912252674048,RT @nacion Vecinos de Nandayure informan que torre de la iglesia se cayó. #temblorcr // @monterocnn,Eyewitness,Infrastructure and utilities,Related and informative
1410,243366163919290369,"@1954candanga:@enlace_ecuador: URGENTE:Terremoto de 7,9 en #CostaRica están interrumpidos los servicios d electricidad y telecomunicaciones",Media,Infrastructure and utilities,Related and informative
1441,243367082467667968,RT @lafoto: la casa de mi hermana en Montezuma en Guanacaste con el piso levantado #temblorcr,Eyewitness,Infrastructure and utilities,Related and informative
1460,243367715807584256,RT @TerraChile: [COSTA RICA] Electricidad y comunicaciones cortados en San José por terremoto magnitud 7.6,Media,Infrastructure and utilities,Related and informative
1482,243368294621532160,"RT @weathernetwork: Reports now of damaged houses and a collapsed church tower in Nicoya, Costa Rica, near the quake epicentre. #tsunami ...",Media,Infrastructure and utilities,Related and informative
1583,243372363088003072,"BREAKING NEWS...  A powerful 7.6-magnitude earthquake rocked Costa Rica, rattling buildings and cutting power in... http://t.co/7bpHsLIw",Media,Infrastructure and utilities,Related and informative
1584,243372438610665472,RT @poinfo: Principales medios de Costa Rica inhabilitados tras fuerte terremoto http://t.co/wtKNGeIu,Media,Infrastructure and utilities,Related and informative
1612,243374498005516289,RT @nacion: Vecinos de San Carlos informan sobre derrumbes entre San Carlos y Zarcero #temblorcr,Media,Infrastructure and utilities,Related and informative
1630,243375445901459456,RT @biobio: [ACTUALIZADA+FOTOS] Principales medios de Costa Rica inhabilitados tras fuerte terremoto http://t.co/2N2H3mzr,Media,Infrastructure and utilities,Related and informative
1648,243376377057902592,RT @RobDavis_Wx: LANDSLIDE!... road blocked in Costa Rica after M7.6 earthquake http://t.co/e5c2AUas (courtesy: @skasoul) #temblorcr,Media,Infrastructure and utilities,Related and informative
1671,243377920561790976,RT @vladsagot: “@criperro: Vean como quedó el edificio de Ingenieria Electrica de la UCR #temblorcr http://t.co/bDwbld2b” #temblocr,Eyewitness,Infrastructure and utilities,Related - but not informative
1677,243378247709110272,RT @criperro: Vean como quedó el edificio de Ingenieria Electrica de la UCR #temblorcr http://t.co/oJ3d9Gs9 // #terremotoCR,Outsiders,Infrastructure and utilities,Related and informative
1697,243379963200425984,RT @climavzla: #CostaRica: Se reportan daños en #SanJosé en el histórico #TeatroNacional y en otros edificios de la capital. via @NUNEZML,Media,Infrastructure and utilities,Related and informative
1708,243381871591972864,RT @glendacnn: “@ameliarueda: Informan de derrumbes en varias carreteras. Muchos lugares aún sin luz. Recibimos sus reportes. #terremotocr”,Eyewitness,Infrastructure and utilities,Related and informative
1710,243381905133817856,Informa @midiariopanama: Universidad de #CostaRica reporta paredes fuertemente agrietadas por sismo en territorio costarricense.,Media,Infrastructure and utilities,Related and informative
1712,243382324589367296,That earthquake in Costa Rica has sustained tens of hundreds of dollars worth of damage.  Very sad.,Outsiders,Infrastructure and utilities,Related and informative
1714,243382546887491584,RT @IGecuador: Imágenes muestran consecuencias del terremoto en Costa Rica http://t.co/GKHgDpm3 vía @biobio,Media,Infrastructure and utilities,Related and informative
1720,243383138254999552,"A powerful, magnitude-7.6 earthquake on Costa Rica and a wide swath of Central America on Wednesday, collapsing some houses.",Media,Infrastructure and utilities,Related and informative
1738,243384652411322368,"RT @Teccr: Se suspenden por hoy lecciones y funciones en el #TEC, según Rectoría. #temblorcr",Government,Infrastructure and utilities,Related and informative
1742,243385143144898562,Cheken Calles en #CostaRica RT @Alonzo_s: Una foto de cómo quedaron algunas calles rumbo a la playa luego del terremoto http://t.co/vpwNtJAQ,Eyewitness,Infrastructure and utilities,Related and informative
1756,243387751993589761,Daños en edificio de  #CostaRica tras sismo de 7.6 http://t.co/qBRtbT1t,Media,Infrastructure and utilities,Related and informative
1761,243388779631607808,Caida de Puente en Rio Sucio Guanacaste #CostaRica #Terremoto7.6 http://t.co/MpIf9IIJ,Media,Infrastructure and utilities,Related and informative
1772,243390335684837377,"Que dicha RT @Prensa_MCJ: Teatro Nacional de Costa Rica NO reporta daños en su estructura, debido al #TemblorCR",Media,Infrastructure and utilities,Related and informative
1777,243390692221665280,RT @nacion: En la Fortuna de San Carlos: Evacuaron hotel Tabacón por desprendimiento de piedras del volcán. #temblorcr,Media,Infrastructure and utilities,Not related
1792,243392877458247680,RT @SantiContreras: Puente sobre el río Sucio en Costa Rica colapsó tras el terremoto. #SantiNoticias | Seguimos informando.,Media,Infrastructure and utilities,Related and informative
1814,243397562474844160,RT @TimJohnson4: Costa Rican prez: Damage but no deaths from quake; aircraft surveying affected region,Media,Infrastructure and utilities,Related - but not informative
1835,243403535193096192,"“@csmonitor: Strong 7.6 earthquake shakes Costa Rica, buildings collapsed http://t.co/jhgKhyJD”/// say a prayer for costa rica",Media,Infrastructure and utilities,Related and informative
1848,243406697681534977,#TemblorCR  Falla en platina del Puente Rafael Iglesias... Las Constructoeas se frotan las manos. #PiñataCONAVI,Media,Infrastructure and utilities,Related and informative
1855,243408404754866177,"RT @CNNEE: Medios locales reportan daños en edificios, comercio y algunas obras públicas tras terremoto de 7,9 en #CostaRica http://t.co ...",Media,Infrastructure and utilities,Related and informative
1861,243410552246898688,RT @PilarAcuna: Así quedó la tienda de un amigo en Tamarindo #terremotoCr http://t.co/2zcFwycW,Eyewitness,Infrastructure and utilities,Related - but not informative
1865,243410984256016385,"#COSTARICA: Luis Barrantes, alcalde de Valverde Vega, dice que hay al menos 20 casas muy afectadas y varias quedaron inhabitables. #fb",Government,Infrastructure and utilities,Related and informative
1876,243413798629806080,AyA informa de daños en tanques de Filadelfia y Palmira http://t.co/UCL197Pq RT @nacion #temblorcr #terremotocr,Media,Infrastructure and utilities,Not related
1885,243418550772047873,@r1k4rd0: http://t.co/Ol0PAUHE - Grietas en estructura de Biblioteca Tinoco de la #UCR . #temblorcr cc. @ADNfm,Media,Infrastructure and utilities,Related and informative
1886,243418882143047680,"@felipezarate: Daños en Puente de la Amistad, Río Tempisque, Guanacaste #TemblorCR 7.6, 05/09/2012 http://t.co/786TpjGA http://t.co/JXFnj12C",Eyewitness,Infrastructure and utilities,Related and informative
1900,243430529725243393,"Muchos comercios cerrados en Santa Cruz, Guanacaste por #terremotoCR",Outsiders,Infrastructure and utilities,Related and informative
1914,243435978126139392,RT @sergiod26: en el brete se cayeron las torres y todos los caballos salieron corriendo... #TemblorCR http://t.co/RpvH01QA,Eyewitness,Infrastructure and utilities,Related and informative
1917,243438398235344896,"RT @24HorasTVN: FOTOS - Imágenes de destrozos, tras el #terremoto que afectó a #CostaRica: http://t.co/cFQCP3s4",Media,Infrastructure and utilities,Related and informative
1962,243483696722767872,FOTOS: Terremoto en Costa Rica dejó varios daños en caminos y carreteras http://t.co/jz71gbGg,Media,Infrastructure and utilities,Related and informative
1984,243510632526266368,Miren como quedo el piso en algunas partes de Costa Rica luego del terremoto de 7.6 http://t.co/7fTsPfU7,Eyewitness,Infrastructure and utilities,Related and informative
1985,243512725492359170,@telenoticias7 En @hojancha_ me reporta mi mamá que NO hay electricidad #enestemomento #TerremotoCR,Media,Infrastructure and utilities,Related and informative
2013,243563099095973888,"Buildings sway, residents rush into streets, but strong Costa Rica quake does little damage http://t.co/m3TI2LMz",Media,Infrastructure and utilities,Related and informative
2044,243679218381225984,"Powerful quake rattles Costa Rica, but little damage; experts point to depth, building code:",Outsiders,Infrastructure and utilities,Related and informative
2045,243679218381254659,"Powerful quake rattles Costa Rica, but little damage; experts point to depth, building code:",Outsiders,Infrastructure and utilities,Related and informative
2063,243717873082707968,Costa Rica reubicará a alumnos de escuelas dañadas por terremoto  http://t.co/qOTC6whm,Media,Infrastructure and utilities,Related and informative
2068,243740492968378369,@noticiarepretel así quedaron mas de 40 tumbas en cementerio de Grecia luego de #terremotocr http://t.co/aKxDRJzP,Eyewitness,Infrastructure and utilities,Not related
2071,243750039216877569,RT @NBCNewsWorld: Costa Rica escapes serious damage after huge quake http://t.co/PbMz2UZR,Media,Infrastructure and utilities,Related and informative
2075,243777092452487171,Solo daños leves tuvo el Estadio Nacional de #CostaRica por el terremoto foto  @LaSeleCRC cc @razaespn http://t.co/mmYHc0qU,Media,Infrastructure and utilities,Related and informative
2192,244127337828986880,Powerful Earthquake Shakes Costa Rica escapes serious damage from big quake rattles Central America Buildings sway r... http://t.co/abFcLHdd,Outsiders,Infrastructure and utilities,Related and informative
2212,244250063176601601,"RT @TIME: Costa Rica's quake left little damage, showing the sturdiness of the nation's structural codes | http://t.co/t8imTztz (via @TI ...",Media,Infrastructure and utilities,Related and informative
2693,275164403098333184,RT @rapplerdotcom: #PabloPH: Davao City gearing up for possible flooding and landslides (via @karlosmanlupig). How are you preparing for ...,Media,Infrastructure and utilities,Related and informative
2766,275499767046471680,"RT @DepEd_PH: Xavier University/Ateneo de Cagayan #walangpasok Tues., Dec. 4 declared by Father Bobby Yap. #PabloPH #CDO | via @eiracabe ...",Government,Infrastructure and utilities,Related and informative
2841,275660585063022592,#reliefPH ops need road access. HELP report #roadsPH conditions to http://t.co/i46cE3kb &amp;view map http://t.co/IiXqG81u #rescuePH #PabloPH,Outsiders,Infrastructure and utilities,Related and informative
2866,275730885792378880,"As far as Sta. Filomena, Iligan City, Lanao del Norte is concerned, we no longer have electricity as well as landline. :-( #PabloPH",Eyewitness,Infrastructure and utilities,Related and informative
2877,275745968526352384,"RT @flyPAL: Typhoon Pablo cancels PAL, AirPhil Express flights | http://t.co/w6kCXwKS #PALnews @airphilexpress",Business,Infrastructure and utilities,Related and informative
2899,275758618526224385,RT @chantanide: University Of Mindanao (Matina Campus) declared suspension of classes. Please disseminate. Thank you! #PabloPH,Eyewitness,Infrastructure and utilities,Related and informative
2918,275768714232750080,we dont have classes this day due to typhoon Pablo. whooaaahh!,Eyewitness,Infrastructure and utilities,Related and informative
2927,275774200353026048,"actually, for collegiate level, it's the universities' discretion. it wasn't really an order. haha #pablo",Eyewitness,Infrastructure and utilities,Related - but not informative
2930,275780265324974083,"RT @CebuPacificAir: Hi everyJuan! For our most updated list of cancelled flights due to Typhoon Pablo, please refer to our latest uplo h ...",Business,Infrastructure and utilities,Related and informative
2960,275812930585513984,"RT @solartvnews: Over 100 flights canceled, 3,000 passengers stranded in ports due to bad weather from Typhoon #PabloPH. #SolarDayBreakH ...",Media,Infrastructure and utilities,Related and informative
2969,275829279974096897,"RT @gmanews: Typhoon #PabloPH slams southern PHL, destroys homes, one dead http://t.co/7z953bqO",Media,Infrastructure and utilities,Related and informative
3001,275856907858739200,#UGC RT @annaoposa: The rain is getting stronger here in #Malapascua #Cebu and no more electricity. #PabloPH http://t.co/IS53vjc5,Eyewitness,Infrastructure and utilities,Related and informative
3010,275863312569352192,"#PabloPH RT @talktoGLOBE: Globe Telecom experienced a service interruption due to fiber optic cuts in the areas of Davao City, CDO, Bukidnon",Business,Infrastructure and utilities,Related and informative
3014,275866043023519744,RT @ANCALERTS: #PabloPH RT @talktoGLOBE: (1/4) Globe Telecom experienced service interruption due to fiber optic cuts in areas of Davao  ...,Media,Infrastructure and utilities,Related and informative
3018,275870698734493698,RT @ANCALERTS: #PabloPH RT @talktoGLOBE: (1/4) Globe Telecom experienced service interruption due to fiber optic cuts in areas of Davao  ...,Media,Infrastructure and utilities,Related and informative
3033,275888641971216384,"#PabloPH MT @gwengarcia1ph: Province-wide #walangpasok ALL levels for tomorrow, Dec. 5.",Government,Infrastructure and utilities,Related and informative
3034,275888692277694464,the no. 1 tourist spot in Cagayan de Oro 👐🙌👈 #bridge #rotonda #flood #highflood #OMG #pabloph # @ The Bridge http://t.co/upvOomhI,Eyewitness,Infrastructure and utilities,Related and informative
3035,275889229165391872,ADVISORY | Mobile phone service interruptions in areas hit by Typhoon \'Pablo\' http://t.co/LDlgqzwh,Media,Infrastructure and utilities,Related and informative
3061,275907604419575808,Would anybody have any idea if the roads to new bataan is already passable? #PabloPH,Outsiders,Infrastructure and utilities,Related and informative
3064,275909437313650688,Photo: taken by @atchieescobido a while ago at Marcos Bridge.. #PabloPH #TyphoonBopha #Pablo #Bopha... http://t.co/jwDNhC05,Eyewitness,Infrastructure and utilities,Related and informative
3096,275943016898891776,"RT @Msjacuy Bridge in Bulao got destroyed. Water rose up, now entering Westfield Subdivision. :( Good Lord, pls keep Iponan safe. #PabloPH",Eyewitness,Infrastructure and utilities,Related and informative
3174,276192372466008064,RT @TTW_ezine: CEB reschedules a number of flights for typhoon Bopha! http://t.co/6Yo40tBv,Business,Infrastructure and utilities,Related and informative
3210,276275201598169089,4 poultry houses down. thankyou pablo. #sarcasm #badnews #pabloPH,Eyewitness,Infrastructure and utilities,Related - but not informative
3269,276486938431717379,"RT @dzIQ990: 80% ng mga bahay sa Agusan del Sur nasira, ani Gov. Plaza | #PabloPH #reliefPH @donadominguez",Outsiders,Infrastructure and utilities,Related and informative
3319,276664344916418560,RT @SaveUKNews: More new photos coming in from Typhoon #Bopha in Philippines. Destruction in Compostela Valley: http://t.co/tRLzmMVO,Media,Infrastructure and utilities,Related and informative
3341,276731332145590272,Landslide losses from Typhoon Bopha / Pablo http://t.co/tpNrjsy0 @davepetley,Outsiders,Infrastructure and utilities,Related and informative
3368,276900379399163904,"Wrath of #PabloPH in #Baungon, #Bukidnon wrecks major bridge. Transport in town severely affected. #rescuePH #Mindanao  http://t.co/CgKBA2Wc",Media,Infrastructure and utilities,Related and informative
3398,277015005512212480,"Crop damages in Bukidnon, recognized as the food basket of Mindanao, may amount to Php 304 Million --- http://t.co/NNdWGZ6n #PabloPH",Eyewitness,Infrastructure and utilities,Related and informative
3430,277289916994568192,http://t.co/ewplX8zJ Philippines Rice Crop Unaffected by Typhoon Bopha http://t.co/OdLifLbu,Media,Infrastructure and utilities,Related and informative
3431,277291007484248064,"[DEVELOPING STORY]PHOTO: #PabloPH image from GMA Weather, 320KM Northwest of Dagupan City. More details: (cont) http://t.co/u5gxvgTV",Media,Infrastructure and utilities,Related and informative
3465,277472813802196994,Typhoon Bopha threatens Philippines again: A rare cloud formation is seen amidst destroyed banana plantation fou... http://t.co/Yd8yj8xV,Outsiders,Infrastructure and utilities,Related and informative
3508,278099145036795904,A school devastated by #TyphoonBopha. Children can't really go back to school the soonest. #sadreality.@WorldVisionPH http://t.co/h0O6GuTf,NGOs,Infrastructure and utilities,Related and informative
3527,278322797900619777,RT @imogenwall: Utter destruction on the East Coast of #Mindanao #Philippines - near #Cateel #boston #baganga #pabloph - @UNOCHA http:// ...,NGOs,Infrastructure and utilities,Related and informative
3534,278375109234946048,@inquirerdotnet: Typhoon ‘Pablo’ reduces PH farmers to beggars http://t.co/PBKrW3Db this is heart breaking,Media,Infrastructure and utilities,Related and informative
3557,278671520706998273,"RT @rapplerdotcom: Cateel, a week after Pablo http://t.co/Ew7NwOuB #PabloPH",Media,Infrastructure and utilities,Related - but not informative
3572,278873891705864192,Typhoon Bopha - In Focus - The Atlantic http://t.co/v14csJgV vía @in_focus,Media,Infrastructure and utilities,Related and informative
3590,279201194197528576,COINCIDENCE????? http://t.co/GF0ajmbg … … … Damage due to typhoon Pablo reaches P14 billion - NDRRMC,Government,Infrastructure and utilities,Related and informative
3594,279261512470761472,Eating area demolished by Typhoon Pablo. We need to build a new one that is sturdy. http://t.co/hf473VRA,Outsiders,Infrastructure and utilities,Related and informative
3628,239437636203335680,"---»RT @Maricle: Para quienes conocemos la refinería de Amuay y las barriadas en sus alrededores, la ... http://t.co/BMdV3HX6",Outsiders,Infrastructure and utilities,Related - but not informative
