Tweet ID,Tweet ID, Tweet Text, Information Source, Information Type, Informativeness
119,212587354542706688,High Park Wildfires Whip Through Colorado http://t.co/x0ARQdcY,Media,Other Useful Information,Related and informative
123,212612847501455361,"For the latest on the massive #HighParkFire, follow @CBSDenver and get the details here: http://t.co/CDODmPJr",Media,Other Useful Information,Related and informative
125,212617058616225792,RT @gannett: Terrific panorama shot of the #HighParkFire from @MattStephens with the @coloradoan.  http://t.co/fkp7jsfK,Media,Other Useful Information,Related - but not informative
128,212620414025871360,RT @MattSantomarco: RT @coloradowx: SOBERING: The #HighParkFire has now grown to over 56 square miles. All of #Denver is 44 square miles ...,Media,Other Useful Information,Related and informative
131,212649728020725760,Colorado State University classes disrupted by High Park Fire  http://t.co/byA9WRQu,Media,Other Useful Information,Related and informative
132,212659349779267584,Is the Colorado Wildfire the Future Norm? http://t.co/yfgHINNf,Media,Other Useful Information,Related - but not informative
133,212660335415529475,"#highparkfire It's a slow progress, but we need to have favorable weather and we've had that the last couple of days.",Outsiders,Other Useful Information,Related and informative
138,212700856590671874,The fire in Colorado is still burning?,Outsiders,Other Useful Information,Related - but not informative
139,212706464366727169,High Park Fire in Colorado http://t.co/yi1nnag1,Media,Other Useful Information,Related - but not informative
140,212729109418217472,"People in Colorado shrug off a gigantic fire that one one can put out due to the unstoppable wind, but they have a heart attack over rain...",Outsiders,Other Useful Information,Related and informative
145,212824504689360896,"Colorado, New Mexico forest fire crews gain ground: (Reuters) - Fire crews battling flames roaring through natio... http://t.co/EH2aGeFa",Media,Other Useful Information,Related and informative
146,212841818780467200,Colorado to double wildfire crews http://t.co/Zky8ALMM,Media,Other Useful Information,Related and informative
147,212847162315382785,Colorado State University classes disrupted by High Park Fire – 9News http://t.co/MHFEQIIz,Media,Other Useful Information,Related and informative
148,212847581733208064,Colorado to double wildfire crews: Officials plan to more than double the amount of fire engines battling the ra... http://t.co/6lsEbXJY,Media,Other Useful Information,Related and informative
150,212887096262791168,"Colorado, New Mexico forest fire crews gain ground. (Reuters) Story: http://t.co/om9eCXm3",Media,Other Useful Information,Related and informative
151,212913709121671170,4 Northern Rockies T2IA Crews are mobilizing to Colorado and New Mexico to assist with wildland fire suppression efforts.,Media,Other Useful Information,Related and informative
152,212937008484589570,"#HighParkFire live briefing: Bill Hahnenberg, cmdr: Not the kind of fire where we fight for a couple days and head home. Here a long time.",Government,Other Useful Information,Related - but not informative
154,212951164256391169,RT @RichKurtzman: #HighParkFire update: Fire officials now say they may not be able to put the fire out until NEXT summer!,Outsiders,Other Useful Information,Related and informative
155,212970143511363587,Great one here: Colorado wildfire roars to 73 square miles - Fox News  [a link in my bio],Media,Other Useful Information,Related and informative
156,213002380910927874,"Colorado wildfire smoke blows into Cheyenne, Wyo. - USA TODAY: USA TODAYColorado wildfire smoke blows into Cheyenne, Wyo.USA TODAYLOV...",Media,Other Useful Information,Related and informative
157,213003463032963072,"Colorado wildfire smoke smudges skies in Wyoming: LOVELAND, Colo.     (AP) -- Smoke from a massive northern Colo... http://t.co/rl4HKdUT",Media,Other Useful Information,Related and informative
158,213007598637678592,"Colorado wildfire smoke chokes Cheyenne, Wyo. – http://t.co/JHBKgAAs http://t.co/3mnGdYqf",Media,Other Useful Information,Related and informative
159,213011574850461698,"RT @K_Wills21: So I set the world on fire!  (whoops, sorry about that, Colorado)",Not applicable,Other Useful Information,Related - but not informative
160,213015790109196288,RT @gbrockell: Wow this is the most amazing map of the #highparkfire I have seen. Takes a while to load but worth it. http://t.co/g4qpMOL4,Outsiders,Other Useful Information,Related and informative
162,213047834579173377,RT @Kswan11: Pic of #highparkfire from Estes park high school http://t.co/hTVMKlk6,Media,Other Useful Information,Related and informative
165,213070509003374592,"RT @RMACCFireinfo: Tanker update: 6 pm, 37 drops, 58,557 gals retardant on #HighParkFire from #JeffcoAirTankerBase.... http://t.co/GQoDKs6A",Government,Other Useful Information,Related and informative
171,213125177540739072,We're finishing up our #HighParkFire coverage for the night. @KellyCBS4 will have the very latest tomorrow AM on @CBSDenver,Media,Other Useful Information,Related - but not informative
172,213130902790873088,RT @meggrieve: Poetic. #highparkfire  http://t.co/F8eKA8JB,Outsiders,Other Useful Information,Related - but not informative
174,213138934887223296,RT @denverpost: PHOTOS: Here's an updated look at the #HighParkFire through the lens of @denverphotos: http://t.co/v6VS2vNH,Media,Other Useful Information,Related and informative
177,213266525606526977,RT @DenverChannel: RT @1310kfkanews: @larimersheriff just told 1310 KFKA the acreage of the #Highparkfire may grow significantly today,Media,Other Useful Information,Related and informative
181,213295311106482178,RT @DenverChannel: Watch #HighParkFire live update from officials:  http://t.co/ShSjABQq,Media,Other Useful Information,Related and informative
182,213303712284811264,"RT @coloradoan: #HighParkFire live briefing: Commander, This fire could cross the river. If it does, we're going to have a hard time wi ...",Government,Other Useful Information,Related and informative
183,213307550081359872,"RT @MickeyFactz Sad Really: I know we not talking about bottle fights... Not when Colorado has wildfires, KKK ... http://t.co/K4u2BXnL",Outsiders,Other Useful Information,Related - but not informative
186,213356292113305600,RT @doyourpartorg: Thunderstorms expected to affect NW portion of the #HighParkFire by 2:30 pm today - 20-30 mph gusts w/light to modera ...,NGOs,Other Useful Information,Related and informative
188,213384297481113602,"RT @BreakingNews: Colorado wildfire now over 50,000 acres, officials say; more than 1,300 personnel battling the blaze - @denverpost  ht ...",Media,Other Useful Information,Related and informative
191,213413158474358784,"RT @themishawaka: As per this morning's burn maps, we've still managed to remain away from the fire. #HighParkFire #grateful",Media,Other Useful Information,Related and informative
192,213416409043181568,Watch live:  Colorado Wildfire Aerials http://t.co/DwR1UnqW,Outsiders,Other Useful Information,Related and informative
193,213443147735375873,Colorado wildfire: Tankers resume fighting 52000-acre High Park fire - Denver Post: Fox 31 KDVR.comColorado wild... http://t.co/a3Uxxcps,Media,Other Useful Information,Related and informative
194,213469647377408000,"RT @TimesCall: #HighParkfire 15% contained, but jumps the Poudre http://t.co/hRxk47UA",Media,Other Useful Information,Related and informative
196,213471601918873602,"RT @dailycamera: Boulder County crews handled two fires started by lightning in foothills west of #Boulder tonight. One in Sugarloaf, on ...",Media,Other Useful Information,Related and informative
197,213492158206971904,"RT @jpmeyerDPost: Not a good development. MT @KyleClark: #HighParkFire has jumped the Poudre, climbing a drainage near Glacier View.",Media,Other Useful Information,Related and informative
201,213598055985987584,CNN: Colorado wildfire hops road http://t.co/6D1BEiP3,Media,Other Useful Information,Related and informative
202,213598387310825472,Colorado wildfire hops road: Firefighters Thursday made progress against a massive wildfire 15 miles west of For... http://t.co/ZGeaE7su,Media,Other Useful Information,Related and informative
207,213662769889812482,"RT @USFWSHQ: We're reading @latimes: Colorado wildfire could burn all summer, officials fear http://t.co/hKuBfAU1",Media,Other Useful Information,Related and informative
208,213671603081457664,"RT @denverpost: #HighParkFire has now burned more than 50,000 acres, fire officials say http://t.co/bzOBq2N9",Media,Other Useful Information,Related and informative
215,213824988795518976,Back to the news: Latest perimeter map of the #HighParkFire as of late last night: http://t.co/vP3PhhKW,Media,Other Useful Information,Related and informative
218,213967951626383360,Colorado wildfire: High Park Fire near Fort Collins devours 37000 acres,Outsiders,Other Useful Information,Related and informative
220,214044891943145472,"RT @ColoradoStateU: Meet Ellie, a donkey who lead another donkey and 4 horses to safety before evacuation from #HighParkFire. http://t.c ...",Business,Other Useful Information,Related - but not informative
236,214349314556821504,Colorado Sees Record Fire Damage http://t.co/8e0BxjxW,Media,Other Useful Information,Related and informative
242,214479962911154176,Worst Colorado wildfire i... http://t.co/rFBZXtQ1,Media,Other Useful Information,Related and informative
243,214485545521385473,#highparkfire from Loveland  http://t.co/WDBh0E7G,Media,Other Useful Information,Related and informative
245,214509692133703683,"Unprecedented Colorado Wildfires Continue, As Strong Winds and Looting Add to the Problem: (The Blaze/AP) -- Cre... http://t.co/EerKtUjo",Media,Other Useful Information,Related and informative
249,214533540975616002,"...keeping a wary eye on the #SpringerFire. Sure, it's a way from us now, but so was Hayman before it blew up.",Eyewitness,Other Useful Information,Related - but not informative
250,214545406636474369,RT @SMDayFoCo2012: Holy McGillicutty! Wind gusts up to 60 tonight?? #Needabreak. #HighParkFire,Outsiders,Other Useful Information,Related and informative
252,214570425664024576,RT @brianlphoto: Sunset in my hometown Fort Collins. High Park Fire smoke. #HighParkFire http://t.co/snllB0fB,Eyewitness,Other Useful Information,Related - but not informative
253,214672162693451777,"Unprecedented Colorado Wildfires Continue, As Strong Winds and Looting Add to the Problem http://t.co/HwKpHLBt",Media,Other Useful Information,Related and informative
255,214713954734317569,Colorado High Park Fire: Potential Looters Pose New Threat - ABC News: ABC NewsColorado High Park Fire: Potentia... http://t.co/4a1hBEVB,Media,Other Useful Information,Related and informative
256,214722393673969665,"RT @denvernews: Denver News: Colorado to sizzle with record heat Monday, fire danger is high http://t.co/gnzPRjgX",Media,Other Useful Information,Related and informative
257,214745932141563913,RT @CNNLive: Officials in #Colorado update the status of the High Park #wildfire.  Live: http://t.co/t3AZmcW2,Media,Other Useful Information,Related and informative
261,214794103693643776,"RT @Meagan9News: Concern today for #highparkfire: Explosive weather conditions because of heat, high winds and low humidity.",Media,Other Useful Information,Related and informative
263,214826689233027072,"RT @timmytink: Colorado wildfire: Extreme weather conditions stoke High Park Fire, tax firefighters http://t.co/TIIaLAVY via @denverpost",Media,Other Useful Information,Related and informative
265,214849564992221184,RT @AC360: Firefighters are up against dangerous conditions trying to control the #Colorado wildfire. The latest from @chadmyerscnn 8 &a ...,Media,Other Useful Information,Related and informative
270,214917449777295365,High Winds Hamper Efforts to Fight Historic Colorado Wildfire http://t.co/uK4y4PIl,Media,Other Useful Information,Related and informative
273,215011481916424193,Wind and heat fuel Colorado wildfire: Forecasters are expecting warmer than normal temperatures and gusty winds ... http://t.co/4tlsHcv9,Media,Other Useful Information,Related and informative
274,215020352831635456,Colorado wildfire now 50 percent contained http://t.co/nXfvS9tF,Media,Other Useful Information,Related and informative
275,215023850889547776,Colorado wildfire now 50 percent contained http://t.co/JOhi7rMx #bay2biz,Media,Other Useful Information,Related and informative
276,215048576332603392,Thin the Trees. No beetle kill. #HighParkFire http://t.co/D5jzzJtP,Not applicable,Other Useful Information,Related - but not informative
277,215052745449807872,"Wind, heat hurt Colorado wildfire fight: Forecasters are expecting warmer than normal temperatures and gusty win... http://t.co/G1DOJDk2",Media,Other Useful Information,Related and informative
278,215062358802968576,Colorado wildfire: dramatic photographs of #highparkfire. http://t.co/igwlWNsw,Media,Other Useful Information,Related and informative
279,215079349928476673,RT @LarimerSheriff: #HighParkFire Final Evening Update for 6-18-12.  Made some progress on containment! Check out the link. http://t.co/ ...,Government,Other Useful Information,Related and informative
283,215107061695000577,Colorado Wildfire Now 50 Percent Contained - LEX18 Lexington KY News http://t.co/ltAB7NSp,Media,Other Useful Information,Related and informative
291,215174099247435776,"Wind, Heat Hamper Colorado Wildfire Fight: Wind, Heat Hamper Colorado Wildfire Fight",Media,Other Useful Information,Related and informative
293,215216990195957761,RT @barry_osborne: #UFO activist: Mass airing of Rain Melody may end Colorado's #HighParkFire: http://t.co/rVhJGZVm,Outsiders,Other Useful Information,Related and informative
302,215352826958843904,"RT @HuffingtonPost: Massive Colo. wildfire 50 percent contained, but still growing #HighParkFire  http://t.co/OOCVLbIC",Media,Other Useful Information,Related and informative
305,215449295938265089,Aftermath of a Forest Fire http://t.co/oWKjKt4H via @wordpressdotcom -- 16 #photos #wildfire #environment,Media,Other Useful Information,Related and informative
307,215465313989427200,"RT @LarimerSheriff: #HighParkFire New acreage for High Park Fire is 65,738 with 55% containment.  Here is link for updated map http://t. ...",Government,Other Useful Information,Related and informative
312,215548696731992064,RT @onweeronline: Prachtige foto's van de National Guard in strijd tegen #HighParkFire #wildfire #firefighting #NationalGuard #Colorado  ...,Not applicable,Other Useful Information,Related and informative
313,215564110799183872,Re symbols on today's map: MT @LarimerSheriff: Only relevant to firefightng effort. Will b removd 4 tomorrow to reduce confusn #HighParkFire,Government,Other Useful Information,Related - but not informative
314,215567663374675968,RT @9NEWS: LIVE #highparkfire media briefing: http://t.co/5ZBlLiYE,Media,Other Useful Information,Related and informative
321,215806621253771266,"Colorado. Soon to feature plagues of locusts.: First, the big fire came.   Then, the firefighters arrived to fig... http://t.co/YK4MzHPZ",Outsiders,Other Useful Information,Related - but not informative
322,215815987151376385,RT @tmrounsaville: View of #highparkfire from #hughesstadium #csu the smoke was unreal on Sunday @coloradostateu http://t.co/eFSGrLpc,Outsiders,Other Useful Information,Related and informative
323,215821620097462272,USFS forest ecologist: Not just forests out of whack. It's whole life zones out of whack. #highparkfire #haymanfire,Government,Other Useful Information,Related and informative
326,215855174546231296,Just when we thought it was safe to go outside. #CO #Wx  &gt;&gt; Fri=97 degrees Sat=100 degrees. You know what that means. #HighParkFire,Government,Other Useful Information,Related and informative
337,216118371291369472,colorado fire: ... http://t.co/Xg78Wxtc,Media,Other Useful Information,Related - but not informative
338,216199195542036481,"RT @denverpost: Firefighters hope to fully contain #HighParkFire, Colorado's costliest wildfire, on or about July 8: http://t.co/GFJsaNPF",Media,Other Useful Information,Related and informative
342,216267445248331778,Winds today are out of the NE filling the Front Range w/smoke. Hard to see what is going on w/ #HighParkFire.,Eyewitness,Other Useful Information,Related and informative
346,216336307352371200,#HighParkFire from I-25. http://t.co/2nXZFfIv,Media,Other Useful Information,Related and informative
348,216342460396343297,"RT @reporterherald: #HighParkFire making push north over Red Feather Lakes Road. All of Glacier View, and more, evacuated. http://t.co/z ...",Media,Other Useful Information,Related and informative
349,216342540062961664,@rqskye I'm in Boulder so about 50 miles southwest of the fire.  I have seen numerous reports of wind.  Not good.,Eyewitness,Other Useful Information,Related and informative
350,216345710960979968,RT @KyleClark: RT @northfortynews: High winds at #HighParkFire sent flames 300-400 feet in the air near the top of East White Pine Mtn h ...,Media,Other Useful Information,Related and informative
351,216349737488621568,RT @jawtry: #HighParkFire: A view from @CDOT's Virginia Dale traffic camera near the CO/WY border:  http://t.co/cC0T3bjW,Government,Other Useful Information,Related and informative
352,216359954846728194,"#HighParkFire live briefing: Bill Hahnenberg, cmdr: The prognosis for the next day — a little better, but extreme weather conditions.",Government,Other Useful Information,Related and informative
353,216366107873914880,Photographer was in Glacier View as #HighParkFire evacuations were declared. His photo gallery: http://t.co/Yr8Rcv4J,Eyewitness,Other Useful Information,Related and informative
359,216608731599872000,"@KyleLSaunders Well, we have a report/block button for a reason. Although, I did make some really low-brow #highparkfire jokes a week ago...",Outsiders,Other Useful Information,Related - but not informative
360,216615845118480385,RT @DearNinax3: Crazy fires in Colorado 🗻🔥 http://t.co/SW5Ib3DC,Outsiders,Other Useful Information,Related - but not informative
362,216634987921944576,Colorado Spring wildfire http://t.co/yKxOv7xP,Media,Other Useful Information,Related and informative
363,216647784751824897,Jesus...half this state is on fire and its 102° right now.  #summerfun colorado style,Outsiders,Other Useful Information,Related and informative
364,216650766893596672,RT @krccfm: Official hashtag for fire is #waldofire,Media,Other Useful Information,Related - but not informative
366,216654818595450882,@ashergrey @NWSSaltLakeCity #ConnecttheDots #utheat &amp; #wildfire fueled by climate change http://t.co/WyG4Db5c,Media,Other Useful Information,Related and informative
368,216658463441428480,Wild fires in colorado serious right now,Outsiders,Other Useful Information,Related and informative
377,216749215613857792,"RT @james_willstrop: Whilst the floods cause havoc in Yorkshire, Colorado is burning. Wild fires are closing in on Estes Park! Desperate ...",Eyewitness,Other Useful Information,Related and informative
378,216759722336980992,Sunset + High Park Fire = Intense Picture. #highparkfire #fortcollins http://t.co/DAq8TO3j,Outsiders,Other Useful Information,Related and informative
380,216774209446215680,"RT @Bewickwren: #WaldoCanyonFire 11:21 p.m. Evacuations in Manitou Springs as fire makes late-night run, dispatchers say. #COFire  http: ...",Government,Other Useful Information,Related and informative
381,216868350607884288,"New Colorado wildfire erupts, grows out of control - Yahoo! News http://t.co/kOKAVruc",Media,Other Useful Information,Related and informative
386,216920003461648385,Hanhnenberg: Currently we have the resources we need and will continue to but there will be competition for resources. #HighParkFire,Government,Other Useful Information,Related and informative
388,216934155034963969,RT @denverpost High Park fire competes with blazes across the state http://t.co/LyT8bPOF &gt; &gt; seems the whole state is on fire #HighParkFire,Media,Other Useful Information,Related and informative
389,216935509811929088,RT @EPCSheriff: HASHTAG CHANGE - from @COEmergency - #WaldoCanyonFire is now #WaldoFire,Government,Other Useful Information,Related and informative
392,216951989232349184,CURRENT TEMP in Colorado Springs is 95 degrees. #WaldoCanyonFire,Outsiders,Other Useful Information,Related and informative
396,216979315110318080,"RT @sammyjwebb: It's really scary when 1,000 acres burning is considered a spot fire of the main event #HighParkFire",Outsiders,Other Useful Information,Related and informative
402,217007928660602880,Fires spread to Colorado tourist centers: Wildfires moved in on some of Colorado's most popular summer tourist d... http://t.co/N3Gwx0j0,Media,Other Useful Information,Related and informative
403,217008167752699904,This fire is for sure growing. #waldofire   @ Altimira http://t.co/9TQzWup8,Eyewitness,Other Useful Information,Related and informative
405,217019005830049793,Thousands Evacuated as Colorado Wildfires Close in on Tourist Destinations  http://t.co/fuJkHpCX,Media,Other Useful Information,Related and informative
416,217088622871060480,Raining hard here. Unexpected. REALLY hope it's raining on the #HighParkFire as well!!!,Outsiders,Other Useful Information,Related - but not informative
420,217103105794375680,Colorado is on fire,Outsiders,Other Useful Information,Related and informative
426,217259914068885504,Colorado wildfires their worst in a decade http://t.co/RtfLmfds,Media,Other Useful Information,Related and informative
427,217273864303034369,Has the smoke from the #HighParkFire altered your #bicycle riding this summer? If so contact me at davidyoung@coloradoan.com,NGOs,Other Useful Information,Related - but not informative
428,217276200555528192,Huffingtonpost news Colorado Wildfires 2012 Photos: Pictures Of Colorado's Worst Fire Season In A Decade (PHOTOS...  http://t.co/zzmxORi0,Media,Other Useful Information,Related and informative
430,217291211961147393,"Where’s Waldo? According To Google Maps, Colorado Wildfire Burning Near Chicago http://t.co/9df3XLxG via @sengineland",Outsiders,Other Useful Information,Related - but not informative
443,217429728829784064,Forest fires in Colorado! #awful http://t.co/lt95X3yL,Media,Other Useful Information,Related and informative
447,217477078336020482,RT @ScubaGuev: Whoever is starting these fires in Colorado needs to die,Outsiders,Other Useful Information,Related - but not informative
448,217479968219873280,"I uploaded a @YouTube video http://t.co/slyZJfXY Waldo Canyon Fire - Colorado Springs, 9pm, June 25th",Outsiders,Other Useful Information,Related and informative
451,217579473883762689,"Colo. Wildfires Threaten Tourism - Record heat in Colorado, elsewhere in West hampering efforts to fight wildfires http://t.co/YImCxHkb",Media,Other Useful Information,Related and informative
454,217634977108602880,Fires spread to Colorado tourist centers: Colorado &amp;#039;s most popular summer tourist destinations over the wee... http://t.co/CZ1g21QP,Media,Other Useful Information,Related and informative
456,217641411166740481,Live Streaming Video: Fire managers update #HighParkFire http://t.co/gxrjfV17,Media,Other Useful Information,Related and informative
459,217666765717651457,"RT @EDinCali: Colorado and the west on fire thanks to rabid environmentalists, like the EPA, in chg of forest management policies for 40 ...",Outsiders,Other Useful Information,Related and informative
464,217691780571856896,RT @DenverPostBrk: Colorado wildfire: Last Chance Fire 100 percent contained http://t.co/rxQq3JAf,Media,Other Useful Information,Related and informative
466,217694544618192897,"RT @ExamineDisaster: @NASA releases stunning bird’s eye view of Colorado’s wildfires, fires in NM &amp; UT: http://t.co/8YaH3vdm #HighPa ...",Media,Other Useful Information,Related and informative
467,217707215602192384,#Colorado's forecast: mainly Smokey,Outsiders,Other Useful Information,Related - but not informative
469,217724286427860992,A couple hours outside of yellowstone and the skies are filled with smoke. Colorado fires? http://t.co/38RpnjFu,Outsiders,Other Useful Information,Related and informative
470,217728396854177793,"RT @OurPublicLands: Breaking: Fire just broke out west of Boulder, we are watching it develop from the office right now. http://t.co/cW4 ...",Media,Other Useful Information,Related and informative
471,217730775020343297,#Gov20 News - Forest Service calls in Air Force tankers to battle Colorado fires http://t.co/QTY8ziQn,Government,Other Useful Information,Related and informative
472,217731651625680896,http://t.co/P2ybb5CR #boulderfire,Outsiders,Other Useful Information,Related - but not informative
473,217732012314861568,2 wildfires in Boulder County. We can see smoke to the north.,Eyewitness,Other Useful Information,Related and informative
476,217742238061563904,"Video: AP  - AP Top Stories: Here's the latest news for Tuesday, June 26: Colorado fires rage in hot, dry condit... http://t.co/002ENi0t",Media,Other Useful Information,Related and informative
477,217744012214403074,"Great, Boulder on fire too",Outsiders,Other Useful Information,Related and informative
478,217744670753689603,Pic of the #FlagstaffFire in boulder from our apt. http://t.co/tBYDKAxB,Eyewitness,Other Useful Information,Related and informative
480,217745157259395073,#boulderfire viewed from NCAR. Flames were visible at ridge but air drops seem to be preventing rollover into canyon. http://t.co/9h3GuLoD,Outsiders,Other Useful Information,Related and informative
