Event_Name,tweet_id,Text,TimeStamp,User Info,Description
typhoonPablo2012,275084874912784384,"After making landfall, ""Bopha"" will cross Vis-Min area. Effects will be felt in NCR and rest of Luzon on Thursday #pabloPH @interaksyon",Sun Dec 02 03:51:59 +0000 2012,Abi Kwok,Social media. Music. Dogs.
typhoonPablo2012,275086229647802368,"RT @mindanaoan: Anybody in Butuan and Surigao? Kindly tweet updates re #PabloPH preps in your area. In CDO, roughly 15,000 ppl may need  ...",Sun Dec 02 03:57:22 +0000 2012,Mikko Mahinay,"Live life well-traveled, well-fed and well-dressed. Don't forget to take a lot of photos along the way, too! https://t.co/nKvXdKAQhA"
typhoonPablo2012,275086955249807360,Let's be prepared! RT @jeffcanoy: (Typhoon) Pablo is expected to be stronger than Sendong.,Sun Dec 02 04:00:15 +0000 2012,ryan ramos,Works at SWA-Ultimate Online Business  pls visit my Blog https://t.co/jvDI4REIjK
typhoonPablo2012,275091149578985472,"Praying that typhoon ""Bopha"" will change its course and not make a direct hit in any of the islands. We do not... http://t.co/xU9LHkEB",Sun Dec 02 04:16:55 +0000 2012,JV Ejercito,Filipino. Youth Leader. Father. Public Servant. Three-Term Mayor. Former Representative of the Lone District of San Juan. Senator of the Republic.
typhoonPablo2012,275092319802363906,"RT @ANCALERTS: Typhoon Bopha will bring heavy-intense rains (20-30mm). PAGASA: ""Maghanda, maghanda, maghanda.""",Sun Dec 02 04:21:34 +0000 2012,Mark Allen,
typhoonPablo2012,275094664414126080,RT @ABSCBNNews: Typhoon 'Bopha' stronger than 'Sendong' - PAGASA http://t.co/QeN04cxu,Sun Dec 02 04:30:53 +0000 2012,celonacecillebragat,I'm interested in current events here and outside our country or in the whole world as well...
typhoonPablo2012,275095633273171968,RT @ABSCBNNews: Typhoon 'Bopha' stronger than 'Sendong' - PAGASA http://t.co/gsP2u00V,Sun Dec 02 04:34:44 +0000 2012,Ky Markham,BS Legal Management|De La Salle Lipa|Taurus|Red|Surveillance camera actor|White-Headed|BBpin: 265478E2|wechat: Theobaby07
typhoonPablo2012,275102369325408257,ComVal miners warned on typhoon; govt adopts #pabloPH hashtag: Disaster management officials on Sunday urged sma... http://t.co/xiv7HQYj,Sun Dec 02 05:01:30 +0000 2012,Travel Market,
typhoonPablo2012,275104294515113985,"Panira yung #PabloPH. Nakakainis, @OyyTanTan!",Sun Dec 02 05:09:09 +0000 2012,sjlm 閔俊榮,the spontaneous me
typhoonPablo2012,275105557009018880,Nakakaloka ang parating na bagyong #PabloPH ingat po tayo lalo na mga taga mindanao!,Sun Dec 02 05:14:10 +0000 2012,sweetypie08,
typhoonPablo2012,275110934119321600,"RT @govph: Summary: Press briefing by @NDRRMC_Opcen on #PabloPH, December 2, 2012, 11:00 a.m. http://t.co/QjYW6IIm",Sun Dec 02 05:35:32 +0000 2012,KENT,
typhoonPablo2012,275117779202494464,"RT @focfashionmusic: Prep for Typhoon Bopha: Stock 'em canned goods&amp;water, charge all electronix, and watch #MyParanormalRomance tod ...",Sun Dec 02 06:02:44 +0000 2012,Victor Villanueva,"film maker, pop culture guilty pleasure, anime and video games weaboo"
typhoonPablo2012,275121851880062976,"RT @DZMMTeleRadyo: Pananalasa ng Typhoon Bopha, pinaghahandaan na sa CDO http://t.co/F9qaqF9e http://t.co/M1rMacrU - be safe!",Sun Dec 02 06:18:55 +0000 2012,mishel jan,
typhoonPablo2012,275129993032499200,RT @JojoMalig: The Philippines had the most deaths caused by extreme-weather events last year. http://t.co/JKJxeX2U #PabloPH #Bopha,Sun Dec 02 06:51:16 +0000 2012,Ronan,"Harry Potter, OneRepublic, Simon Pegg, Breaking Bad, Dexter. @friedgold91 on Instagram. I love geography, send me a postcard!"
typhoonPablo2012,275131066744983552,RT @OyyAhh: Typhoon Pablo is expected to be stronger than Typhoon Sendong. Keep safe everyone. Keep calm and pray. :),Sun Dec 02 06:55:32 +0000 2012,Mark Kenneth~,I Am an Artistic Picture Resembling the Irony of Life. | 20 | PUP | Dad
typhoonPablo2012,275132912259698689,Heads up! (Photo not mine) #PabloPH http://t.co/4y521PEq,Sun Dec 02 07:02:53 +0000 2012,Chantal,"Tech, science, space, medical breakthroughs, TV shows, poetry, coffee, superlatives. Comms Manager @AcendInsurance."
typhoonPablo2012,275138029298012161,"RT @dost_pagasa: Typhoon ""BOPHA"" Satellite image as of 02/DEC/12 02:30PM http://t.co/0DTU8Aiu",Sun Dec 02 07:23:12 +0000 2012,mr♥zzie,Nincompoop Me!
typhoonPablo2012,275139929347067904,RT @kuyakim_atienza: typhoon pablo is 700 kilometers wide RT @iamBOO12 @kuyakim_atienza kuya kim how big is typhoon pablo?,Sun Dec 02 07:30:45 +0000 2012, ☚CallMe E.Y ヅ TΓΦ,#Stepipets i 3 u I like to try something new and willing to take risks ｡◕‿◕｡i hav D tot dat sumting WONDERFUL is about to hapen .TΓΦ #Stepipets soon. .
typhoonPablo2012,275145688097095680,RT @noynoyaquino: [Adm-02] Camera image of Typhoon Bopha as it gets near the Philippine Area of Responsibility ... http://t.co/TncrrizB,Sun Dec 02 07:53:38 +0000 2012,✾ GαуLє G. ✾,
typhoonPablo2012,275164403098333184,RT @rapplerdotcom: #PabloPH: Davao City gearing up for possible flooding and landslides (via @karlosmanlupig). How are you preparing for ...,Sun Dec 02 09:08:00 +0000 2012,Go Rapplers®,Supporter of The Social News Network https://t.co/vCJiurNKXZ The Number One and the First Social News Network in the #Philippines.
typhoonPablo2012,275189841543716864,"RT @inquirerdotnet: BREAKING: #PabloPH enters PH Area of Responsibility, located 900 km southeast of Hinatuan City | via @dost_pagasa",Sun Dec 02 10:49:05 +0000 2012,Khristine,I am K for K I N D H E A R T E D
typhoonPablo2012,275192215519780865,"NDRRMC: Incoming Typhoon Pablo may bring Sendong-like rains, winds: The powerful typhoon approaching the Philipp... http://t.co/cs9D9hTO",Sun Dec 02 10:58:31 +0000 2012,King Dave,Life is a constant change.
typhoonPablo2012,275196611141976066,"RT @ANCALERTS: PAGASA: Typhoon Pablo at 900 km southeast of Hinatuan, Surigao del Sur",Sun Dec 02 11:15:59 +0000 2012,Queen Harra Sheigila,"I'm beautifully broken, perfectly imperfect, beautiful in my flaws. All together I am a beautiful disaster. :))"
typhoonPablo2012,275209072410759168,"RT @dost_pagasa: Typhoon ""BOPHA"" Satellite image as of 02/DEC/12 06:30PM http://t.co/SAWUtWnO",Sun Dec 02 12:05:30 +0000 2012,Sanny Jegillos,UNDP Senior Advisor. Working to make real social development impact. Head full of innovative ideas to reduce disaster risks and improve peoples well being.
typhoonPablo2012,275213048640327680,"SUPER TYPHOON BOPHA (PABLO) UPDATE NUMBER 020
Issued: 7:00 PM PhT (10:00 GMT) Sunday 02 Dec 2012
Next Update:... http://t.co/C0df8dfw",Sun Dec 02 12:21:18 +0000 2012,rhondon ricafort,"I am destined to become a pillar of the community.I am loving and well rounded individual who values marriage, and strives to see the good in everyone."
typhoonPablo2012,275215644893523968,"Palau, Philippines brace for powerful Typhoon Bopha http://t.co/dAfr6xvQ",Sun Dec 02 12:31:37 +0000 2012,DocuWorx,"Providing advice on destination management such as Visa Requirements, Risk Alerts & Country specific info that could impact travellers potential business plans"
typhoonPablo2012,275216999653707776,"RT @dost_pagasa: At 8PM 02/DEC/2012: The eye of Typhoon ""PABLO"" was located at 870 km Southeast of Hinatuan, Surigao Del Sur (06.4 °N 13 ...",Sun Dec 02 12:37:00 +0000 2012,Official Gazette PH,"The Official Gazette is the official journal of the Republic of the Philippines, edited in the Office of the President of the Philippines."
typhoonPablo2012,275217511362994176,RT @maria_ressa: Keep this open for constant updates! LIVE: Typhoon Bopha / Pablo Updates http://t.co/qxR3f7sa via @rapplerdotcom,Sun Dec 02 12:39:02 +0000 2012,WebStalker®,nang aano.
typhoonPablo2012,275225006605217792,"The eye of Typhoon ""PABLO"" was located at 820 km Southeast of Hinatuan,Surigao Del Sur #keepsafe everyone!",Sun Dec 02 13:08:49 +0000 2012,Cy Serrano♛,Your opinion is not included in my Recipe! Pastry Chef :) IAN CAESAR
typhoonPablo2012,275229192499634176,"RT @dost_pagasa: Typhoon ""PABLO"" Satellite image as of 02/DEC/12 08:30PM http://t.co/O7dwgVY1",Sun Dec 02 13:25:27 +0000 2012,Gracey_♡_FCB,"If I can walk on my own, I can go wherever I like. #gypsysoul #wanderlust #Europe #Travel #Football #FCBayern #Barca #DieMannschaft #Podolski #Messi #introvert"
typhoonPablo2012,275241657971130369,RT @MatEick: #EU #Humanitarian #Aid ECHO monitoring #Typhoon #Bopha See latest flash report http://t.co/OoaNKUq3,Sun Dec 02 14:14:59 +0000 2012,Kate Roux,"Communications professional @ICRC with an addiction to #coffee, yoga & my kids. Loving life in #Asia. Never stop exploring, never stop learning."
typhoonPablo2012,275254710653550592,"Pag-asa: At 10:00PM 02/DEC/2012, the eye of Typhoon #PabloPH was located at 810 km Southeast of Hinatuan, Surigao... http://t.co/FHQIVZCH",Sun Dec 02 15:06:51 +0000 2012,"Bayan Mo, Ipatrol Mo","Citizen journalism arm of ABS-CBN News. Send your reports, photos and videos by tagging @bayanmo or using #bayanmoipatrolmo"
typhoonPablo2012,275259576058789888,"Praying for Phils.esp.those areas that will be affected by typhoon ""BOPHA"".Pls.be prepared,stay safe &amp;pray!!!Our prayers are w/ u too!",Sun Dec 02 15:26:11 +0000 2012,LabKoSiSaGe,
typhoonPablo2012,275261073421115392,RT @HUMNEWS: “@ANCALERTS #Typhoon #Pablo/ #Bopha now in #Philippines-expected 2bcome Super Storm after ravaging #SouthPacific http://t.c ...,Sun Dec 02 15:32:08 +0000 2012,HUMCLIMATE,"HUM: Human Unlimited Media. `Closing the Geographic Gap in Media, Worldwide' (C) 2017"
typhoonPablo2012,275263749382881280,Follow PAGASA's tweets for more updates on typhoon pablo. http://t.co/mmmAmD5a,Sun Dec 02 15:42:46 +0000 2012,PIO Mandaue,The heart of Metro Cebu
typhoonPablo2012,275267612311695362,"@nhymyat87 Acasia, Carmen #CDO #PabloPH",Sun Dec 02 15:58:07 +0000 2012,Vic Madriaga,"Multi-awarded blogger, Social Media Marketing Strategist, Tech-Lifestyle Columnist, @TEDx Speaker and a @Hootsuite Ambassador. #smm"
typhoonPablo2012,275268048536096769,RT @interaksyon: ALERT | 'Pablo' likely to be the strongest typhoon to hit Philippines this year http://t.co/489AbAM0,Sun Dec 02 15:59:51 +0000 2012,Regine Garcia,Geeky Web Designer of https://t.co/Wgl48OQjoI + Watercolor Artist at https://t.co/8NYLHTc9RV + Frequent Traveler + Student of Life
typhoonPablo2012,275268660896079873,"RT @addusamahan: Ateneans, be on the lookout: http://t.co/oA1cRT6n

#PabloPh",Sun Dec 02 16:02:17 +0000 2012,Khalil Gamela,Truly rural.
typhoonPablo2012,275269390725951490,For all #PabloPH news stories and information log on to : http://t.co/IJOBYbDM @djstaana @Luchitweet @paolobediones @mykapalaran,Sun Dec 02 16:05:11 +0000 2012,Seph Ubalde,Digital content consultant. Social Media Strategist.
typhoonPablo2012,275285492642246656,"RT @JimCantore: Powerful #Bopha to strike island of Palau east of Philippines within 24 hours: http://t.co/mRMNvmrE 
http://t.co/3PzLWByS",Sun Dec 02 17:09:10 +0000 2012,Thomas Iwinski,Loyal Weather Channel Viewer! Passionate Weather Geek! Astronomy Admirer!
typhoonPablo2012,275324801663520768,"RT @ANCALERTS: Typhoon Bopha will head to Visayas on Wednesday, then bring rains to Metro Manila on Thursday",Sun Dec 02 19:45:22 +0000 2012,Chan,Nothing else matters.
typhoonPablo2012,275339443982987264,@renielbarroso ur right on that. Better safe than sorry po. :) #PabloPH,Sun Dec 02 20:43:33 +0000 2012,Greek,♪ Sing to express not to impress ♪
typhoonPablo2012,275344145776795648,"At 3:00AM 03/DEC/2012, the eye of Typhoon #PabloPH was located @ 715 km Southeast of Hinatuan, Surigao Del Sur... http://t.co/EwudHfSE",Sun Dec 02 21:02:14 +0000 2012,PAGASA-DOST,"Official Twitter Account of Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA-DOST)"
typhoonPablo2012,275350823117156352,RT @dost_pagasa: Typhoon #PabloPh has slightly weakened as it moves West Northwestward,Sun Dec 02 21:28:46 +0000 2012,Mara Tabingo,
typhoonPablo2012,275362978235297795,"RT @UnangHirit: NDRMCC, naka-red alert na para sa posibleng epekto ng Bagyong #PabloPH #UnangHirit",Sun Dec 02 22:17:04 +0000 2012,Newscenter PHL,
typhoonPablo2012,275383752614625283,"RT @rapplerdotcom: #WeatherAlert: Typhoon 'Pablo' closer, more areas under storm signals http://t.co/Ui7oPeKG #PabloPH #Bopha",Sun Dec 02 23:39:37 +0000 2012,Lj Soriano,i stand by the New Revelation. loving the Creator above all & His creations #activelove #livingfaith | Messengers of the New Revelation
typhoonPablo2012,275385744909033472,"RT @AmorySB: Stay safe, Philippines! Sending out love &amp; prayers all d way from Jakarta, Indonesia. #PabloPH",Sun Dec 02 23:47:32 +0000 2012,Lj Soriano,i stand by the New Revelation. loving the Creator above all & His creations #activelove #livingfaith | Messengers of the New Revelation
typhoonPablo2012,275398264914857984,RT @maria_ressa: LIVE: Typhoon Bopha / Pablo Updates http://t.co/qxR3f7sa via @rapplerdotcom,Mon Dec 03 00:37:17 +0000 2012,Peter Davidson,"Listening to the Duck Pond (World).

RT's are only OSINT sharing - See disclaimers on http://t.co/NRuceg6bz1

@petedavo_au for Australian stuff (main acc)"
typhoonPablo2012,275417453838884864,RT @TheWatchers_: Typhoon Bopha moves toward Philippines http://t.co/8xpxemWg,Mon Dec 03 01:53:32 +0000 2012,Godlike Discussions,
typhoonPablo2012,275438974821089281,"RT @DZMMTeleRadyo: Signal No. 3: Surigao del Sur, Surigao del Norte, Siargao, Dinagat, Agusan N, Agusan del Sur, Davao Oriental #PabloPH",Mon Dec 03 03:19:03 +0000 2012,John Aldrin ✈,"Why do we close our eyes when we pray, cry, kiss or dream? Because the most beautiful things in life are not seen but felt by the heart-Denzel Washington"
typhoonPablo2012,275439142593257472,"Signal No. 2: S. Leyte, Bohol, Camiguin, Bukidnon, Davao del Norte, Misamis Oriental, Compostela Valley #PabloPH",Mon Dec 03 03:19:43 +0000 2012,Erik Palino,ABS-CBN News. Opinions are mine.
typhoonPablo2012,275441143255285762,"hope i can come home early today should there be a heavy rainfall later. Either way, am happy we are now prepared. #PabloPH",Mon Dec 03 03:27:40 +0000 2012,mk lazaro,currently under construction.
typhoonPablo2012,275441470406807552,RT @ANCALERTS: #PabloPH Forecast track  http://t.co/bD7BGu9O,Mon Dec 03 03:28:58 +0000 2012,JV Noel,
typhoonPablo2012,275447799611539457,"PAG-ASA: Typhoon ""PABLO"" has maintained its strength and is now heading towards Surigao Provinces.",Mon Dec 03 03:54:07 +0000 2012,Quiapo Church,The official Twitter account of the Minor Basilica of the Black Nazarene
typhoonPablo2012,275448881771327489,I will force my Mama and Ate's tomorrow not to go to work. They're very workaholic and can't afford to absent. Tsk. #Pablo,Mon Dec 03 03:58:25 +0000 2012,JOHNLERY,Never settle
typhoonPablo2012,275457463321501697,"RT @aleamse: 11:53 am.Heavy rain started on 11:53 at Siargao Island, Surigao del Norte. Please pray. Signal#3 #PabloPH #typhoonpablo",Mon Dec 03 04:32:31 +0000 2012,MiGs,Mining / Power / Blogging / Events
typhoonPablo2012,275469291242016768,RT @ANCALERTS: THIS JUST IN: Cagayan de Oro suspends classes in all levels. Preemptive evacuation starts 2pm. #PabloPH,Mon Dec 03 05:19:31 +0000 2012,CDO Bloggers,"Network for Cagayan de Oro Bloggers,SEC Registered since 2008,Promoting #CDO & #Mindanao as a peaceful & thriving place on our blogs and social media accounts."
typhoonPablo2012,275470343995527168,@rfulls_grace @chaster_babe @chanehj @chasterlee23 Typhoon Bopha heads towards Philippines http://t.co/Izul6u9C,Mon Dec 03 05:23:42 +0000 2012,jacob van dellen,@queyzee followed me at 08-08-2012 at 17:00pm
typhoonPablo2012,275477331726970881,#PabloPH .....  Pwede ka ma stop ?!?!,Mon Dec 03 05:51:28 +0000 2012,petmalu,kyl jsh gl
typhoonPablo2012,275477948285452288,RT @YouScoopGMA: How are you preparing for #PabloPH?,Mon Dec 03 05:53:55 +0000 2012,Common Tao,ordinary folk | edgy thoughts | anti-status quo
typhoonPablo2012,275499767046471680,"RT @DepEd_PH: Xavier University/Ateneo de Cagayan #walangpasok Tues., Dec. 4 declared by Father Bobby Yap. #PabloPH #CDO | via @eiracabe ...",Mon Dec 03 07:20:37 +0000 2012,NYC,The Voice and Advocate of the Youth
typhoonPablo2012,275503827141132288,Google gets ready to help PH prepare for #PabloPH through http://t.co/cMrwdclm http://t.co/Ykgxrwe5 | @tinaarceodumlao,Mon Dec 03 07:36:45 +0000 2012,Inquirer,"Balanced News, Fearless Views. Updates on and from the Philippines. Smartphone https://t.co/ieH6fpzwvJ Tablet https://t.co/hmKh0Rr0QZ Chat https://t.co/Cvl0FeXobL"
typhoonPablo2012,275504116569092096,Preparing for typhoon Pablo. http://t.co/Hdehe7dQ,Mon Dec 03 07:37:54 +0000 2012,Tristan Ares,
typhoonPablo2012,275511641112731648,Keep safe Davaoenos! #PabloPH is coming.,Mon Dec 03 08:07:48 +0000 2012,Chicco di Caffe,Official Twitter Page of Davao City's Homegrown American-Italian Coffee Shop! (Now invading the nation)
typhoonPablo2012,275514455515881472,"RT @WorldVisionPH: With typhoon Bopha (local name Pablo) now inside Philippine area of responsibility, storm signal warnings are... http ...",Mon Dec 03 08:18:59 +0000 2012,jeric quitoriano,follow me in fb : https://t.co/ktNSuiZfne
typhoonPablo2012,275530729390211072,RT @ABSCBNNews: NDRRMC: #PabloPH not necessarily thrice the strength of Sendong. Let us not alarm the people.,Mon Dec 03 09:23:39 +0000 2012,#JuanRSW,...
typhoonPablo2012,275531983508078592,RT @USLS_tweets: Negros Occidental is now Signal No. 1. #PabloPH #KeepSafe,Mon Dec 03 09:28:38 +0000 2012,Kryst Villacorte,Living the self-titled life.
typhoonPablo2012,275532163867365377,"RT @dost_pagasa: At 05:00PM 03/DEC/2012, the eye of Typhoon #PabloPH was located @360km Southeast of Hinatuan, Surigao Del Sur... http:/ ...",Mon Dec 03 09:29:21 +0000 2012,nawee,For stalking purposes.
typhoonPablo2012,275533992558723072,"Mayor Rama declared ""no class"" tomorrow because of Typhoon Bopha (Pablo) #fb",Mon Dec 03 09:36:37 +0000 2012,Julie Espinosa,
typhoonPablo2012,275538346258874368,I pray for the people in surigao del sur . because of typhoon pablo,Mon Dec 03 09:53:55 +0000 2012,Michael Frigillana,You Just Follow Me #Michael Frigillana #Simple
typhoonPablo2012,275539692655628288,Mayati-an kos ka feeling older brother sakong little brother. Hahaha!! #pabloph #brotherlove http://t.co/iK6au9DV,Mon Dec 03 09:59:16 +0000 2012,Lalaine Sagarbarria,I put wander in lust. I am a good girl. ✌
typhoonPablo2012,275540019781963777,"RT @typhoonfury: Heavy squall lashing Koror right now, back end feeder back from #typhoon #bopha",Mon Dec 03 10:00:34 +0000 2012,Hurricane Pro,"@KittyCode's Hurricane Pro is the best iPhone App for tracking Hurricanes, Tropical Cyclones and Typhoons world wide! Follow us for storm info today!"
typhoonPablo2012,275541944975896576,"RT @dost_pagasa: At 05:00PM 03/DEC/2012, the eye of Typhoon #PabloPH was located @360km Southeast of Hinatuan, Surigao Del Sur... http:/ ...",Mon Dec 03 10:08:13 +0000 2012,Cherry Gutierrez,"post-graduate student, voracious reader, mom of 2."
typhoonPablo2012,275544222487158784,RT @dee_kosh Super Typhoon Pablo threatening to hit the Philippines - #PrayforthePhillipines,Mon Dec 03 10:17:16 +0000 2012,Rishii,Rishi is the name. Army is the game.
typhoonPablo2012,275545925382987776,"Dear Lord, Sana walang masaktan sa Bagyong Pablo. #PabloPH",Mon Dec 03 10:24:02 +0000 2012,Steffi Chavez,maganda • masipag • maputi • matalino • pinagpala • maganda ulit
typhoonPablo2012,275545946341904384,"To my family and friends in Davao, stay safe!!! #pabloPH",Mon Dec 03 10:24:07 +0000 2012,Jay-ar Onin Caingcoy,"A follower of Jesus Christ. He is my Rock, my comforter, and my strength. He's all I need! God first. God only. God always! ⊕"
typhoonPablo2012,275552262946975744,RT @DepEd_PH: Classes in all levels in Cebu City will be suspended tom #PabloPH #walangpasok | via @tweenyisone @cebudailynews,Mon Dec 03 10:49:13 +0000 2012,May-Ann Lado,"Don't be AFRAID just have FAITH U B E C , PHILIPPINES"
typhoonPablo2012,275555492573630464,"RT @ItsShowtime: #PabloPH
▬▬▬▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬▬▬▬▬▬▬
✞✞✞ ✞ ＰＲＡＹ ＦＯＲ ＴＨＥ ＰＨＩＬＩＰＰＩＮＥＳ ✞✞✞✞ 
▬▬▬▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬▬▬▬▬▬▬",Mon Dec 03 11:02:03 +0000 2012,Jireh Besinio,let all that you do be done in love
typhoonPablo2012,275562899731275776,"Typhoon Bopha heading for southern Philippines: 
    
 http://t.co/8QTUX4LA",Mon Dec 03 11:31:29 +0000 2012,CNN WORLD,"CNN 2009 Cable News Network. Turner Broadcasting System, Inc."
typhoonPablo2012,275567672849223680,#News #Asia - Typhoon Bopha heading for southern Philippines: A powerful typhoon is bearing down on the southern... http://t.co/PfxdZSzh,Mon Dec 03 11:50:27 +0000 2012,World News Today,"We delivers the latest breaking news and information on the latest top stories, weather, business, entertainment, politics, and more via your #Twitter."
typhoonPablo2012,275573913960980480,RT @rapplerdotcom: USLS suspends Kinder to Elementary classes tomorrow due to typhoon Pablo. #PabloPH (via @USLS_tweets) #walangpasok,Mon Dec 03 12:15:15 +0000 2012,Cathy Abayon,
typhoonPablo2012,275575059005972480,Typhoon #Bopha due to arrive in the #Philippines http://t.co/cv1nmUGY #PabloPH,Mon Dec 03 12:19:48 +0000 2012,DEC,The DEC brings 13 leading UK aid charities together in times of crisis all collectively raising money to reach those in need quickly.
typhoonPablo2012,275575906238607360,RT @Mai_Rodrigz: @robertspeta Landfall expected in 8-10 hrs. in Northeastern Mindanao. Rains projected to be heavy-intense #PabloPH @sol ...,Mon Dec 03 12:23:10 +0000 2012,LAHI,We believe in the Filipino. We produce content that focuses on what is right about the Filipino...
typhoonPablo2012,275577646899949568,Typhoon Bopha heads for southern Philippines http://t.co/e0dPK3qQ,Mon Dec 03 12:30:05 +0000 2012,KETV NewsWatch 7,"Omaha’s favorite source for local news, weather and sports: https://t.co/oqO2MTVonE."
typhoonPablo2012,275577667875659776,Typhoon Bopha  is currently heading W with 132 mph winds.  http://t.co/Rbm7YHvB,Mon Dec 03 12:30:10 +0000 2012,Okinawa TCCOR,Keeping you updated with TCCOR updates for Okinawa
typhoonPablo2012,275581044261019649,Let’s pray that Pablo will not be the monster typhoon that we are bracing for,Mon Dec 03 12:43:35 +0000 2012,Regie Layug,Family health practitioner; nutrition and fitness promoter; preventive care and wellness advocate; world observer. Views my own RTs not endorsements
typhoonPablo2012,275581262373199872,Zero casualty please #PabloPH,Mon Dec 03 12:44:27 +0000 2012,Erik Palino,ABS-CBN News. Opinions are mine.
typhoonPablo2012,275581753106780162,RT @nababaha: Location and track of typhoon Pablo. http://t.co/jkuJB9DY,Mon Dec 03 12:46:24 +0000 2012,Rynple Hernandez,Nurse/Midwife...A PERSON Who cannot be Bought and Who are Not Ashamed or Afraid to STAND for the TRUTH when it is unpopular...:)
typhoonPablo2012,275584353604616192,"RT @dost_pagasa: At 08:00PM 03/DEC/2012, the eye of Typhoon #PabloPH was located @270km Southeast of Hinatuan, Surigao Del Sur... http:/ ...",Mon Dec 03 12:56:44 +0000 2012,Jojo Pasion Malig,Deputy Editor at @ABSCBNNews | Bylines at @Poynter | Rider | Dad | Views are my own. Retweets are subtweets.
typhoonPablo2012,275586526249889793,#PabloPH update: @WorldVisionPH in #MoisesPadilla Neg Occ. is closely monitoring with MDRMMC. Advisory on classes suspension is circulated.,Mon Dec 03 13:05:22 +0000 2012,mai zamora,"I am a humanitarian and development communicator from Mindanao, Philippines. Tweets are mine."
typhoonPablo2012,275588501767061505,"God,pls.protect us always especially from this coming #Typhoon,signal no.3 is not a joke!",Mon Dec 03 13:13:13 +0000 2012,yeth,mother of 3 young pretty girls!
typhoonPablo2012,275590003302739968,"RT @karlosmanlupig: Ateneo de Davao University suspends classes for pre-school, grade school and high school. #PabloPH @maria_ressa @rap ...",Mon Dec 03 13:19:11 +0000 2012,Lian Ormillada,chechebureche
