Event_Name,tweet_id,Text,TimeStamp,User Info,Description
westTexasExplosion2013,324706162983448576,"RT @AP: BREAKING: Authorities: Fertilizer plant explodes near Waco, Texas, causing numerous injuries",Thu Apr 18 02:09:16 +0000 2013,Krista M. Torralva,Crime/courts reporter @orlandosentinel. Cat lady. Beach lover. Coffee addict. I want to save the world through journalism.
westTexasExplosion2013,324706708247154690,"RT @nycjim: Dallas Morning News reports part of town of West, Tex., was leveled in fertilizer plant explosion. http://t.co/XtLj5qA5Nx",Thu Apr 18 02:11:26 +0000 2013,Greg Gadren,"Philly area native now in DC. Follower of Philly sports, DC politics, and other general insanity."
westTexasExplosion2013,324707635196743680,RT @YourAnonNews: WACO TEXAS. FERTILIZER PLANT EXPLOSION. ALL UNITS REQUESTED. http://t.co/MSwGbnmT1l,Thu Apr 18 02:15:07 +0000 2013,Emma Opthof,I'll keep my eyes fixed on the sun
westTexasExplosion2013,324707987501494272,"AUDIO AS IT HAPPENED.  HORRIBLE EXPLOSION! WACO, TX. Fertilizer Plant Explodes, Rest Home Damaged, To Much More... http://t.co/1R8ZGEQMGZ",Thu Apr 18 02:16:31 +0000 2013,Police Clips,Are there Cops with guns outside your door? Are Police helicopters flying over? Follow us and you'll know why.
westTexasExplosion2013,324708104937820160,RT @CBSNews: Explosion reported at a Texas fertilizer plant http://t.co/JPbI8sHlDl,Thu Apr 18 02:16:59 +0000 2013,K,TVXQ. STEREK. STONY. SPORK. 00Q.
westTexasExplosion2013,324709166121877504,"RT @Afterseven: WACO EXPLOSION DISPATCH: People trapped IN the Fire  ""I need anybody and everybody you can send"". http://t.co/8pMJsSwunm",Thu Apr 18 02:21:12 +0000 2013,Holly,the individual is paramount. the State is no man's friend. working on a better life
westTexasExplosion2013,324709329666183168,"Explosion rips Texas fertilizer plant: An explosion ripped through a fertilizer plant Wednesday night in West,... http://t.co/vqrbOHGFDE",Thu Apr 18 02:21:51 +0000 2013,Neutral News,The most comprehensive no-bullshit news source on twitter.
westTexasExplosion2013,324710575399649283,RT @BreakingNews: Multiple injuries reported at Texas fertilizer plant explosion - @AP http://t.co/GwkDfSkqXR,Thu Apr 18 02:26:48 +0000 2013,#TROPAACTIVA,"Soldado de la revolución, activo con la #TROPA contra los majunches. La guerra es en Twitter"
westTexasExplosion2013,324711640744460288,RT @BreakingNews: Multiple injuries reported at Texas fertilizer plant explosion - @AP http://t.co/GwkDfSkqXR,Thu Apr 18 02:31:02 +0000 2013,Lacey M,
westTexasExplosion2013,324711959515783170,"@nestorflecha #news
 more photo about the #explosion in Waco, #Texas http://t.co/tfcMKGvzr3",Thu Apr 18 02:32:18 +0000 2013,The Mind Of Mayerty,"Entretenimiento,Deportes,Noticias y Opiniones"
westTexasExplosion2013,324712861278556160,"@countmystars What the fuck is WITH this week. Between this, Boston, the explosion tonight in Waco...",Thu Apr 18 02:35:53 +0000 2013,Kitty Chandler,"Writer of science fiction, fantasy, urban fantasy, and horror. Also, occasionally I blog. She/Her. Coxswain to the Resistance."
westTexasExplosion2013,324713054245904385,RT @AhmedMedien: Multiple injuries reported at #Texas #fertilizer plant explosion - http://t.co/Vyx44Pgka4,Thu Apr 18 02:36:39 +0000 2013,AnonTheStoic,R.I.P. The Republic of the USA.... #Pagan #Deist #Anonymous #Stoic My personalty type is #INFJ
westTexasExplosion2013,324713222009651200,Prayers #Waco #Texas #tx,Thu Apr 18 02:37:19 +0000 2013,Cecy Rosales,"Amo a mis hijos y a mis CHIVAS,Creo,Confio y Amo a DioS!! Mi prioridad: Mi FamiliAaaa!!! :)"
westTexasExplosion2013,324713381376434176,RT @posh_jeterson: So many bad things happening this week. #boston #collinsvillewhitesboro #west,Thu Apr 18 02:37:57 +0000 2013,R A C H E L,young & crazy. follow.follow.follow.follow
westTexasExplosion2013,324713712730660864,"LIVE VIDEO of situation in West, Texas from @CBSDFW - http://t.co/SIRFvkbChG",Thu Apr 18 02:39:16 +0000 2013,Chris Brewer,"Cyclist, photographer, former journalist. Friend to most. 35-time trivia champion. 2017 Seattle to Portland 1-Day Rider. Native of the Rainier, OR metro area."
westTexasExplosion2013,324713976980189185,RT @SafeFamiliesDFW: Please join us in praying for those injured &amp; effected by the fertilizer plant explosion in Waco #prayforwaco,Thu Apr 18 02:40:19 +0000 2013,Safe Families,"Surrounding families in crisis with caring, compassionate community"
westTexasExplosion2013,324715289801531393,Official: Several injured in Texas plant explosion http://t.co/c9PTjgIvQ4,Thu Apr 18 02:45:32 +0000 2013,LiMiT Content Search,"LiMiT - Search for content:
http://t.co/WaffjyWKrt"
westTexasExplosion2013,324715566625611776,Sending hope and prayers to the people in Waco Texas.,Thu Apr 18 02:46:38 +0000 2013,Will Jay,Blessed to do a lot and will do a lot more. Always goodWill hunting!
westTexasExplosion2013,324716732637921280,RT @AC360: #Breaking: reports of an explosion at #Texas fertilizer plant #AC360,Thu Apr 18 02:51:16 +0000 2013,Rob Heasley,
westTexasExplosion2013,324716921369022465,"RT @garytx: Anhydrous ammonia tank now on fire at West, TX fertilizer plant. That's bad stuff. #txfire",Thu Apr 18 02:52:01 +0000 2013,Megan Dosher Hansen,"Have robe, will travel. A Bible, not a wand, is the tool of my trade."
westTexasExplosion2013,324717336600915969,"RT @CNN: Explosion hits fertilizer plant north of Waco, Texas. Dozens hurt. http://t.co/2p7iMgqRET",Thu Apr 18 02:53:40 +0000 2013,diana.7410,
westTexasExplosion2013,324717542151159810,"RT @rosemaryCNN: Aeiral shots on #CNN right now of aftermath of massive explsion at Texas fertilizer plant, north of Waco. About 100ppl  ...",Thu Apr 18 02:54:29 +0000 2013,Tslow da meastro,"#Rep AbUJa #rep Jos #Proudly Yoruba but speaks Hausa.

Supply chain Officer @ MDS logistics, Abuja.

#FUTA ALUMNI."
westTexasExplosion2013,324717571477737472,Texas is in HiGh Alert there was a Waco explosion I'm sooo scared pray people this is soo freighting omg I'm scared,Thu Apr 18 02:54:36 +0000 2013,Angie,AustinFollowed(100314)Directioner(082414)Mahomie(072714)Beaster(101314)R5CalumTweeted(012015)RT(012115)LauraTweeted(020615)BeckyFollowed (030415)AC(042415)F42/4
westTexasExplosion2013,324718867530268672,"Holy shit... ANOTHER EXPLOSION in Waco, TX?!?!  Come on @BarackObama - can't you just make explosions illegal?",Thu Apr 18 02:59:45 +0000 2013,Bauzen,Photographer. Often hungry & thirsty.
westTexasExplosion2013,324719601529270273,RT @NewsBreaker: BREAKING: CBS 11: Entire town of West Texas under evacuation; toxic fumes may be spreading south,Thu Apr 18 03:02:40 +0000 2013,Andrew Blankstein,@NBCInvestigates reporter based in L.A. focusing on #police #courts #homelandsecurity stories across the Western U.S. andrew.blankstein@nbcuni.com
westTexasExplosion2013,324720117424472064,Cientos de personas heridas en explosion de planta de fertilizantes en Texas,Thu Apr 18 03:04:43 +0000 2013, EL CACIQUE  ON,"La Voz Nacional de la Salsa On Air 3 a 7 pm por Z 93, Puerto Rico 93.7 fm https://t.co/CaDmuUAIrU"
westTexasExplosion2013,324720142586089472,Here's our web story for the latest #WestExplosion http://t.co/9iRMHnrmXH,Thu Apr 18 03:04:49 +0000 2013,KXXV CenTex News Now,"Central Texas News Now - serving Waco, Killeen, Temple and Fort Hood"
westTexasExplosion2013,324720616546631680,RT @911BUFF: BREAKING NEWS - TEXAS EXPLOSION U/D - ENTIRE TOWN OF WEST TEXAS UNDER EVACUATION. TOXIC FUMES SPREADING. EMS COMMAND POST E ...,Thu Apr 18 03:06:42 +0000 2013,Jonathan Hickson,I'd rather be underwater. film • photography • flying #lovetrumpshate
westTexasExplosion2013,324721056952750080,Fertilizer plant explosion near Waco caught on camera http://t.co/wg5tRbmTL9,Thu Apr 18 03:08:27 +0000 2013,Matt Novak,"Writes for @Gizmodo, married to the lovely @SamN0VAK"
westTexasExplosion2013,324721463804444672,"Praying for TX friends in West (15 min. N. of my hometown, Waco) as they fight to survive and recover from explosions at fertilizer plant",Thu Apr 18 03:10:04 +0000 2013,Steven Hill,"I love Jesus, Hayley, the local church, and baseball. Young Adults Pastor @austinridge || Leader of @thetableaustin"
westTexasExplosion2013,324721769984425985,UPDATE: Explosion at West plant injures firefighters http://t.co/AgU1Kp2GfL vía @wacotrib,Thu Apr 18 03:11:17 +0000 2013,María del Carmen Cea,entre otras cosas..rosarina y canalla
westTexasExplosion2013,324721916776693760,"Correction: explosion occurred in #West, #TX, 18 miles north of #Waco. #westexplosion",Thu Apr 18 03:11:52 +0000 2013,goldngater,"Out, proud, liberal San Franciscan. I still believe we are #StrongerTogether. #NotMyPresident #Democrats #LibCrib #NastyWoman #TheResistance"
westTexasExplosion2013,324724093628870657,@CauseIM_OB West Texas fertilizer plant exploded destroying every building for a mile,Thu Apr 18 03:20:31 +0000 2013,Jacob Hundley,"Lubbock, TX • Discount Tire"
westTexasExplosion2013,324724462736011267,"RT @NewsBreaker: DEVELOPING: Scanner: Another chemical tank now on fire at the fertilizer explosion, fire dispatch … advising crews to p ...",Thu Apr 18 03:21:59 +0000 2013,Aaron Umberger,Musician. Happy to say I'm taken! In a band called Severe Response. Live for music. Nothing else.
westTexasExplosion2013,324724676637106176,"Ok universe, jokes over now. 2 ricin letters, Boston bombing, and fertilizer explosion now?!?",Thu Apr 18 03:22:50 +0000 2013,Adriana Hooper,"2010 SDSU Grad, Journalism Degree. 2017 CSUN Masters Grad, Music Industry Admin. Lover of all things music. Sports fanatic. Media Director for @Backlinesoccer"
westTexasExplosion2013,324725096054931457,"“@BreakingNews: Texas authorities advise West, Texas, residences to leave town immediately following explosion. My god what's happening",Thu Apr 18 03:24:30 +0000 2013,StormForce_1,"Creator & host of ""Tropical Chatter"" video series on YouTube. Have worked with some of the best in the storm chasing field. For storm chasing sponsorships DM me"
westTexasExplosion2013,324725712626008064,"RT @junkgypsy: texas, our texas. 4 west, 4 emergency workers, 4 loved ones...let us pray. #westexplosion",Thu Apr 18 03:26:57 +0000 2013,Tyler Brandon,The show must go on.
westTexasExplosion2013,324726035583209472,Omg #prayfortexas .. OMG  @wanknoskians UM HELLO WHERE WHAT IS THIS WHERE R U DORA !,Thu Apr 18 03:28:14 +0000 2013,alexa.,
westTexasExplosion2013,324726190785060866,RT @yonkersoem40: RT @WestISD: Law enforcement is advising residents to leave town immediately  #WestExplosion #txfire #Waco #TX,Thu Apr 18 03:28:51 +0000 2013,Steve Jannetti,"Cigar smoker, Scotch drinker, Creative writer, Traveling Man (always on the Level)"
westTexasExplosion2013,324726610211270657,"RT @YourAnonNews: Blair's Cove Apartments are offering housing, they have +25 units available. Their number is 254-447-0810 #WestExplosion",Thu Apr 18 03:30:31 +0000 2013,Jean Doré,"Prof de français, aime la musique de gauche, ne crois plus au Père Noël , en gougounes"
westTexasExplosion2013,324726975132495874,@cass_lc that was an explosion a few hours ago in the town of West near Waco. Hundreds injured. At least 60 dead http://t.co/FVkmwnvnNV,Thu Apr 18 03:31:58 +0000 2013,SKG,"Just an idiot who thinks he knows it all, and plays video games! Check out my channel!"
westTexasExplosion2013,324726996099817472,RT @wacotrib: News from Hillcrest hospital CEO on West explosion: 61 patients treated so far. No deaths at this time.,Thu Apr 18 03:32:03 +0000 2013,carol barrel,obsessed with my girl
westTexasExplosion2013,324727176446500864,"RT @YourAnonNews: KWTV reporting 5 dead so far in #West, #Texas as a result of a fertilizer factory explosion. Over 60 injuries. #Waco # ...",Thu Apr 18 03:32:46 +0000 2013,RL ROB,"I KNOW PERCEPTION IS KEY SO I AM KING. #SpursNation #CowboysNation #TeamMcgregor #UNT19 ONLY THE EDUCATED ARE FREE! @taylormeatco Catch me on RL, CHAMP 1 in 3s"
westTexasExplosion2013,324727180661764096,RT @pushingyayo: #prayforboston #prayfortexas #prayforhumanity,Thu Apr 18 03:32:47 +0000 2013,Yancey.0,No Redbull. No Relationship. Ⓥ
westTexasExplosion2013,324727314850144256,RT @CNN: Explosion at a Texas fertilizer plant may have injured more than 100. Details and video live on @CNN TV.,Thu Apr 18 03:33:19 +0000 2013,Enigma September,Radio Host/Rap Artist/FAMU J-School grad/Tally Native.....R U Not Entertained?!!
westTexasExplosion2013,324727742681731073,"RT @KshaClark: A fertilizer plant exploded.... believing to have injured or killed hundreds. That's what I read, #PrayForTexas",Thu Apr 18 03:35:01 +0000 2013,SAM,i just wanna dance
westTexasExplosion2013,324728061444636672,"""@BuzzFeedAndrew: EMS Director Says 60 To 70 Dead In West Explosion: http://t.co/aHKA41bBeP"" ll CNN confirming?",Thu Apr 18 03:36:17 +0000 2013,Mike Thomson,"Very happily married, civil litigator, singer for unnamed folk/rock band. I enjoy politics, Chicago & Colorado sports, Irish music, good beer, and #Resistance."
westTexasExplosion2013,324728086618849280,RT @911BUFF: BREAKING NEWS! TEXAS EXPLOSION: FIVE FIREFIGHTERS AND ONE POLICE OFFICER DEAD IN EXPLOSION AT FERTILIZER PLANT. FOX. 'PRAY  ...,Thu Apr 18 03:36:23 +0000 2013,Whitney,Hawks/Bruins/Cubs/RedSox/Bears/RollTide- I can ride my bike with no handlebars. Absolute weather fiend.
westTexasExplosion2013,324728166306435073,RT @CNN: Explosion at a Texas fertilizer plant may have injured more than 100. Details and video live on @CNN TV.,Thu Apr 18 03:36:42 +0000 2013,Nayeli Cruz,"Love traveling, family, weekends, fashion, sports, my career, and LIFE!"
westTexasExplosion2013,324728384414437376,"Damn RT @NewsBreaker: BREAKING: KXXV-TV reporting five firefighters, one police officer dead due to explosion at fertilizer plant in West,TX",Thu Apr 18 03:37:34 +0000 2013,Fave Chappelle™,I just be tweeting bruh...
westTexasExplosion2013,324728619303849984,"Just heard about the explosion in #West. Totally shocked, Nick's grandparents live there. So sad. http://t.co/M31qUKWmRg",Thu Apr 18 03:38:30 +0000 2013,Julie Bird,"@MaybornSchool of Journalism grad. Lover of dogs and the German language. Tweets about news, PR, social media & my life."
westTexasExplosion2013,324728657052594176,"RT @prsarahevans: Able to offer housing to victims of #waco #westtexas explosion? Tweet, DM or email info and I'll compile a list: prsar ...",Thu Apr 18 03:38:39 +0000 2013,Lauren Allred,Seeing the world from the view of the short.
westTexasExplosion2013,324729151967870976,"RT @CBS11JasonAllen: Had to back off our location in #West. Fire, tank explosions too close. Working our way to a new location.",Thu Apr 18 03:40:37 +0000 2013,Fish Creek Monitor,Raw coverage from deep in the heart of a shale gas extraction zone. #Fracking #txlege #Environment #ArlingtonTX
westTexasExplosion2013,324729281999691777,"RT @GaltsGirl: If you have family in #West, Texas the emergency number for information is 254-202-1100",Thu Apr 18 03:41:08 +0000 2013,SuthernTNBELLE,"Catholic,Vet, Conservative,Animal Rescuer, Gun Owner,most important MOM"
westTexasExplosion2013,324729802080808960,RT @BreakingNews: Multiple injuries reported at Texas fertilizer plant explosion - @AP http://t.co/GwkDfSkqXR,Thu Apr 18 03:43:12 +0000 2013,Chaz Kellogg,"Strategic Services Manager @kenshoo, hair color changes weekly. #EDCLV regular. Talk nerdy to me."
westTexasExplosion2013,324729999221469184,"RT @eyewitnessnyc: Fertilizer plant explodes in Texas, at least 200 injured, 40 critical condition http://t.co/Y58i9ctAp8",Thu Apr 18 03:43:59 +0000 2013,brian ging,
westTexasExplosion2013,324730695471755264,RT @DayoOkeniyi: Another Explosion in Texas??? America WTF??? This country is imploding,Thu Apr 18 03:46:45 +0000 2013,Dami Agunloye,"An unrepentant advocate of @PickThatTrash and true federalism, a tracka, omo Akoko, a lover of Christ Jesus and a member of the C $ S Church, Ayoni, S/Lere"
westTexasExplosion2013,324730800346124291,"RT @KHOU: If you're wondering about a loved one in the West, Texas area, a hotline has been set up. Call 254-202-1100. http://t.co/boJzh ...",Thu Apr 18 03:47:10 +0000 2013,christine danielle,"brain stem surgery #survivor, travel lover, PR/marketing & pop culture junkie, self love advocate"
westTexasExplosion2013,324730880016916480,"RT @wxbrad: Full amateur footage. CAUGHT ON CAMERA: Fertilizer Plant Explosion Near Waco, Texas: http://t.co/6cGCbPba9j  #westfire #west ...",Thu Apr 18 03:47:29 +0000 2013,Mike Chacon,"I'm A Lover & A Fighter, Sports Addict, Video Gamer, & I Speak My Mind! Follow Me & I'll Follow Back :)"
westTexasExplosion2013,324730921951588354,"Prayers for the WACO,TX Fam!!! Explosion hits fertilizer plant north of Waco, Texas http://t.co/vXzpD8g6td",Thu Apr 18 03:47:39 +0000 2013,DJTweeterTony,The Unforgettable DJ 007...U remember those parties @ PACER DOWNS!
westTexasExplosion2013,324731261719564289,RT @CharmOfTheSouth: Keep Texas and Waco in your prayers tonight. Over 60+ dead. Let us stay strong as a nation as always do in times of ...,Thu Apr 18 03:49:00 +0000 2013,Morgan Spencer ©,#cowgirlup #YeeYee #doingme #MSSU #Junior #DallasCowboys #IowaHawkeyes #KCRoyals
westTexasExplosion2013,324731639177564160,"RT @jhacevedo: Wow scary video of father and son at #Waco #West,TX #fertilizerplantexplosion http://t.co/8qXuRc2aja",Thu Apr 18 03:50:30 +0000 2013,AngryFrog,"If you're a liberal, you have a Known Mental Disease. Get help - believe in the Lord Jesus Christ & you will be saved. Then we can talk. Not until."
westTexasExplosion2013,324731941167435776,"Bumbo! RT @ShifterKart jesus CHRIST o_o CAUGHT ON CAMERA: Fertilizer Plant Explosion Near Waco, Texas: http://t.co/0OuxiSZVtq via @youtube",Thu Apr 18 03:51:42 +0000 2013,Slewpert,Thottorney-at-Law -- Still hate my friends -- Apparently ENTP and ESTP but mostly FASSY
westTexasExplosion2013,324731974726066176,"Explosion hits fertilizer plant north of Waco, Texas http://t.co/aM0j6WoiCe",Thu Apr 18 03:51:50 +0000 2013,Sarah Volante,
westTexasExplosion2013,324732234781302784,"RT @RedCrossDFW: RT @HumanityRoad: Emergency hotline set up for people needing info on loved ones in #West, #TX - 254-202-1100. #TXFire  ...",Thu Apr 18 03:52:52 +0000 2013,Free Beacon,You could do worse. https://t.co/CxHKcNeFBF
westTexasExplosion2013,324732515795484672,It's been one hell of a week... #PrayersForBoston #PrayForWest,Thu Apr 18 03:53:59 +0000 2013,Sabrina Osborne,Arkansas ΔΔΔ
westTexasExplosion2013,324733547615223808,Multiple fatalities now reported at Texas plant explosion area.,Thu Apr 18 03:58:05 +0000 2013,24/7 News,"BREAKING NEWS - 24/7 News 
Your source for what's happening in your world now."
westTexasExplosion2013,324733748908261376,"RT @KshaClark: A fertilizer plant exploded.... believing to have injured or killed hundreds. That's what I read, #PrayForTexas",Thu Apr 18 03:58:53 +0000 2013,Fabyy,IG: FabyyG_                                        Snap:Fabyyyyyyy_1                    HairpageIG:Hairby_Fabyy
westTexasExplosion2013,324734025740734464,RT @Dutch_Oven45: Prayers are with those affected by the explosion in Waco.  God bless,Thu Apr 18 03:59:59 +0000 2013,Machew,Long live Mr. Dez
westTexasExplosion2013,324734088672079872,"First 5 min of scanner traffic. ""West, TX Explosion Scanner Audio"" on YouTube - http://t.co/UomkjNGtGd",Thu Apr 18 04:00:14 +0000 2013,beastie333,Steve.    Rock Cty NH SKYWARN spotter RO14 and Rc racer and truck driver.
westTexasExplosion2013,324734126395621377,RT @AmielGrant: Jesus Christ. You guys see the video of the Texas plant explosion?! My god,Thu Apr 18 04:00:23 +0000 2013,Davika Singh,"✩Ride the waves. Freelance writer, blogger and music enthusiast. IG: davikastaar"
westTexasExplosion2013,324734285791764481,RT @epPaulZimmer: Just heard about what happened in Texas #prayfortexas http://t.co/fvY7a0sNO7,Thu Apr 18 04:01:01 +0000 2013,ash,"oh, you are my everything @justinbieber"
westTexasExplosion2013,324734558425718784,RT @roncorning: Apartment near explosion in #West http://t.co/YAaOR3YOs7,Thu Apr 18 04:02:06 +0000 2013,Candice,Christian. Desert explorer and lover of Ridgebacks. Ardent conservative. Occasional storm chaser and geomorphology photographer.
westTexasExplosion2013,324734587769069568,There's a bomb explosion again in Texas. From a fertilizer plant. 0_0 #PrayForTexas,Thu Apr 18 04:02:13 +0000 2013,엘다 || HIATUS,★소녀시대 + 정수연★
westTexasExplosion2013,324734617158578176,RT @YourAnonNews: WATCH: Recorded footage of the #WestExplosion: http://t.co/FSCnUNyeY0 #WestTX,Thu Apr 18 04:02:20 +0000 2013,Ghost Malone,Follow me; I know where I'm going. Snapchat: JeffMich4L
westTexasExplosion2013,324734717809283072,"RT @NewsBreaker: BREAKING: 70 people confirmed dead, incl 5 firefighters, 1 police officer Hundreds more injured in W. Texas explosion h ...",Thu Apr 18 04:02:44 +0000 2013,Class Act,"Intelligent, beautiful, ambitious young woman w/ big dreams & the potential to make em come true. #TeamEIU #TeamNewYork #TeamAquarius"
westTexasExplosion2013,324734818485161984,West is going to have way more causalities than Boston #prayforwest,Thu Apr 18 04:03:08 +0000 2013,Brandon Byal,MSOE student. Mechanical Engineering. CKI WUM District Governor. Car Enthusiast. All-Around Swell Guy.
westTexasExplosion2013,324734948496003072,RT @PNav57: 60+ dead 200+ injured being reported after #explosion at #fertilizerplant in the town of #West near Waco...just sad if its true,Thu Apr 18 04:03:39 +0000 2013,Nylz,Healthcare trainer & instructor. Medic. Life coach. Traveler. Music junkie.
westTexasExplosion2013,324735464386998272,"RT @Megan_Docherty: Oh my god this video is actually so frightening #PrayForTexas
https://t.co/Qmarx5plnE",Thu Apr 18 04:05:42 +0000 2013,Kristina Collins,snap-kristinacollins
westTexasExplosion2013,324735560868577280,RT @YourAnonNews: A building destroyed by the #WestExplosion via @Bird1304 http://t.co/BjU19rIEjM,Thu Apr 18 04:06:05 +0000 2013,T. McAfee,"(tee-mack-uh-fee) MC/Lyricist/Songwriter/Recording Artist/Actor/Philosopher, crew member of @the23zone_ ; #REBELStatus #L1C4 #GoCards #WestEnd"
westTexasExplosion2013,324735602799017985,"70 people already confirmed dead in West, Texas.. #PrayersForTexas..",Thu Apr 18 04:06:15 +0000 2013,Mason Pinion,Assistant Registrar and Data Specialist at Southwestern Christian University
westTexasExplosion2013,324735665721991168,Les is in Waco but I think she is okay. I think she is at least 20 miles from the explosion...,Thu Apr 18 04:06:30 +0000 2013,Lauren,Goonie. I yam what I yam. transparent af. tweets are all mine.
westTexasExplosion2013,324735862850084864,RT @trentmkays: A man and his kid were recording the fertilizer fire from a distance. Then it exploded. The explosion is startling: http ...,Thu Apr 18 04:07:17 +0000 2013,Michael J. Faris,"Assistant Prof at Texas Tech. digital rhetoric, writing studies, queer nuisance. Views my own."
westTexasExplosion2013,324735879635677185,@Christopher_Gav An explosion in texas just happened!,Thu Apr 18 04:07:21 +0000 2013,SadBeautifulTragic,Taylor Swift.
westTexasExplosion2013,324735917359251457,"RT @MichelleDBeadle: Terrifying. This week is crap RT @YourAnonNews: CAUGHT ON CAMERA: Fertilizer Plant Explosion Near Waco, Texas http: ...",Thu Apr 18 04:07:30 +0000 2013,SaltwaterDan,i fish
westTexasExplosion2013,324735942541836289,"RT @KarlRove: RT @RedCrossDFW: RT @HumanityRoad: Emergency hotline set up for people needing info on loved ones in #West, #TX - 254-202- ...",Thu Apr 18 04:07:36 +0000 2013,Christian Alvarado,
westTexasExplosion2013,324736118715195392,Terrifying events this week. Prayers go out to all of the victims and their families!  #waco #Boston,Thu Apr 18 04:08:18 +0000 2013,Amber McClellan,
westTexasExplosion2013,324736257097883649,"Video of the explosion in Texas, prayers are with them 

http://t.co/uN9itXJtoF""",Thu Apr 18 04:08:51 +0000 2013,Connor. ⚠,I'm a strong independent black woman that don't need no man
westTexasExplosion2013,324736542327320577,RT @CarolineManzo: Just reading about explosion in Texas - my thoughts are with you all - stay safe!  xoxo,Thu Apr 18 04:09:59 +0000 2013,Gab (not Gabby),"•Be together, not the same •A smile will help you go that extra mile• don't block your blessings•"
westTexasExplosion2013,324736622027501570,"@sebmusset West, Texas. Ce n'etait pas en Waco, je crois.",Thu Apr 18 04:10:18 +0000 2013,Joe Hammon,
westTexasExplosion2013,324736907252744192,"60 Killed, Hundreds Injured In Fertilizer Plant Explosion « CBS Dallas / Fort Worth http://t.co/S9y1WMMK6N #US",Thu Apr 18 04:11:26 +0000 2013,Auenfee,"If you are a man of learning,  read something classic,  a history of the human struggle  and don't settle for mediocre verse. ~ Rumi"
westTexasExplosion2013,324737024676466688,"RT @TexasPrepares: Our partners w/@afasterdisaster created this map of the West, TX explosion: http://t.co/uP0PER5hzl (Triage location a ...",Thu Apr 18 04:11:54 +0000 2013,Indie,It's all happening.......
westTexasExplosion2013,324737121124491264,RT @dallasnews: West mayor says only 5-block radius near fertilizer plant has been evacuated,Thu Apr 18 04:12:17 +0000 2013,DeadMoke,Cissexist transphobic shitlord.Dangling in senseless articulation in a howling void. Go Rangers.
westTexasExplosion2013,324737305686446080,#prayfortexas omfg what is happening to this world,Thu Apr 18 04:13:01 +0000 2013,fmll,Try to find the best things out of everything. Larry. 0/5. 0/4.
westTexasExplosion2013,324737314100224001,RT @CenTexRedCross: Red Cross is working with local emergency management to identify shelter locations. #West,Thu Apr 18 04:13:03 +0000 2013,Notyobeeswax,"just a gal fighting cancer who loves her tribe, & wishes ppl would stop being jerks to each other & the planet. F*ck fascism."
