postID,categories,indicatorTerms,priority,timestamp
541405938880888832,"['ThirdPartyObservation', 'MultimediaShare']",[],Low,2018-09-10 18:40:00
541139476048003072,['Sentiment'],[],Low,2018-09-05 17:54:06
541454143953850368,['Sentiment'],[],Low,2018-09-12 15:09:02
541374110530416640,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'ContinuingNews']",[],Low,2018-09-10 15:07:13
541262736358113280,['Discussion'],[],Low,2018-09-07 14:13:27
541458754126901248,['Sentiment'],[],Low,2018-09-12 16:01:04
541409395448356864,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",[],High,2018-09-10 18:56:30
541462091727519744,['Irrelevant'],[],Low,2018-09-12 16:46:26
541448696211050496,"['FirstPartyObservation', 'Weather']",[],Low,2018-09-12 14:21:34
541377422684205056,"['ThirdPartyObservation', 'Weather', 'MultimediaShare']",[],Low,2018-09-10 15:23:23
541141005387300864,['Irrelevant'],[],Low,2018-09-05 18:16:57
541144848460709888,"['ThirdPartyObservation', 'SignificantEventChange', 'Factoid']",[],High,2018-09-06 11:35:39
541457725066977280,"['ThirdPartyObservation', 'MultimediaShare', 'Sentiment']",[],Low,2018-09-12 15:48:59
541468594908196864,"['Factoid', 'Official']",[],Low,2018-09-12 18:51:18
541463219886231552,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",[],Low,2018-09-12 16:59:00
541456614046191616,['Irrelevant'],[],Low,2018-09-12 15:24:29
541415178336604160,"['FirstPartyObservation', 'Weather', 'PastNews']",[],Low,2018-09-11 13:25:16
541214792996749312,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'ContinuingNews']",[],Medium,2018-09-06 14:42:27
541405455931555840,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",[],Low,2018-09-10 18:39:06
541351911195021312,"['Donations', 'Sentiment']",[],Low,2018-09-10 13:48:19
541468582165491712,['Sentiment'],[],Low,2018-09-12 18:50:31
541349515023101952,"['ThirdPartyObservation', 'Weather', 'EmergingThreats']",[],High,2018-09-07 19:26:34
541274103681138688,"['ThirdPartyObservation', 'Weather', 'Factoid']",[],Low,2018-09-07 14:46:43
541141263668748288,"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],Low,2018-09-05 18:19:32
541413967600840704,"['FirstPartyObservation', 'MultimediaShare', 'Sentiment']",[],Low,2018-09-11 13:16:48
541283704148996096,['Advice'],[],Low,2018-09-07 15:24:52
541273685035077632,"['FirstPartyObservation', 'ServiceAvailable']",[],Medium,2018-09-07 14:46:16
541431928201564160,"['ThirdPartyObservation', 'MultimediaShare', 'ServiceAvailable', 'Factoid']",[],High,2018-09-11 16:01:18
541263319643213824,['ServiceAvailable'],[],Medium,2018-09-07 14:16:25
541425625186054144,"['FirstPartyObservation', 'MultimediaShare', 'ServiceAvailable', 'Factoid']",[],High,2018-09-11 15:07:20
541314518564225024,"['ThirdPartyObservation', 'Weather', 'ContinuingNews']",[],Low,2018-09-07 18:11:35
541239019758055424,['Donations'],[],Low,2018-09-06 15:14:51
541399189502976000,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",[],Low,2018-09-10 17:46:13
541460086548213760,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",[],Low,2018-09-12 16:24:50
541362306970443776,['Irrelevant'],[],Low,2018-09-10 14:21:03
541389328585216000,['Sentiment'],[],Low,2018-09-10 16:45:28
541320540397371392,"['ThirdPartyObservation', 'Weather', 'MultimediaShare']",[],Low,2018-09-07 18:22:46
541279959218937856,['Sentiment'],[],Low,2018-09-07 15:15:06
541263906736312320,"['FirstPartyObservation', 'MultimediaShare']",[],Low,2018-09-07 14:17:34
541263010967199744,"['ThirdPartyObservation', 'Weather', 'MultimediaShare']",[],Medium,2018-09-07 14:14:16
541377496839495680,['Irrelevant'],[],Low,2018-09-10 15:23:32
541454890254340096,"['ThirdPartyObservation', 'Weather', 'Factoid']",[],Low,2018-09-12 15:12:52
541168575223173120,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'ContinuingNews']",[],Medium,2018-09-06 13:57:43
541369907896532992,"['ThirdPartyObservation', 'ContinuingNews', 'Discussion']",[],Low,2018-09-10 14:49:38
541365439214141440,['Sentiment'],[],Low,2018-09-10 14:31:05
541439967302385664,['Sentiment'],[],Low,2018-09-11 17:05:08
541403181679665152,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",[],Low,2018-09-10 18:17:30
541354647043051520,"['ThirdPartyObservation', 'Weather', 'SignificantEventChange', 'ContinuingNews']",[],High,2018-09-10 13:58:25
541335504071847936,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",[],Low,2018-09-07 18:52:21
541417962456899584,"['ThirdPartyObservation', 'Weather', 'EmergingThreats']",[],High,2018-09-11 13:50:35
541409978515337216,['Sentiment'],[],Low,2018-09-11 12:41:37
541160171347517440,"['ThirdPartyObservation', 'SignificantEventChange', 'Factoid']",[],High,2018-09-06 13:24:19
541374964952080384,['Irrelevant'],[],Low,2018-09-10 15:09:59
541448871537573888,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",[],High,2018-09-12 14:28:49
541357059263197184,"['ThirdPartyObservation', 'ServiceAvailable']",[],Low,2018-09-10 14:03:44
541333591813152768,"['ThirdPartyObservation', 'Official']",[],Medium,2018-09-07 18:46:02
541155443288973312,['Discussion'],[],Medium,2018-09-06 13:09:12
541407106490855424,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",[],Medium,2018-09-10 18:42:42
541355755706646528,"['ThirdPartyObservation', 'Factoid']",[],Low,2018-09-10 14:01:11
541442192045510656,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'Factoid', 'ContinuingNews']",[],Low,2018-09-11 17:26:12
541447512947556352,"['ThirdPartyObservation', 'Weather', 'ContinuingNews']",[],Low,2018-09-12 14:13:02
541146419453636608,['Discussion'],[],Low,2018-09-06 11:57:58
541427777010798592,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",[],Low,2018-09-11 15:29:16
541417983105462272,"['ThirdPartyObservation', 'Hashtags', 'ContinuingNews']",[],High,2018-09-11 13:52:37
541382375943712768,"['FirstPartyObservation', 'Weather']",[],Low,2018-09-10 15:52:59
541250790774411264,['Sentiment'],[],Low,2018-09-06 15:31:15
541403410654703616,"['ThirdPartyObservation', 'SignificantEventChange', 'Sentiment']",[],High,2018-09-10 18:20:45
541447060797407232,"['ThirdPartyObservation', 'ContinuingNews']",[],High,2018-09-11 17:50:20
541313804806926336,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'Factoid', 'ContinuingNews']",[],Low,2018-09-07 18:07:06
541386935982637056,"['ThirdPartyObservation', 'Weather', 'ContinuingNews']",[],High,2018-09-10 16:38:30
541423360584851456,['Irrelevant'],[],Low,2018-09-11 14:58:21
541422651143512064,"['FirstPartyObservation', 'MultimediaShare']",[],Low,2018-09-11 14:55:22
541313109387124736,['ServiceAvailable'],[],Low,2018-09-07 18:04:49
541462149269557248,"['FirstPartyObservation', 'MultimediaShare', 'Sentiment']",[],Low,2018-09-12 16:53:37
541214443535753216,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",[],Medium,2018-09-06 14:42:04
541404073288028160,"['ThirdPartyObservation', 'MultimediaShare', 'Sentiment']",[],Low,2018-09-10 18:32:20
541461351768403968,"['FirstPartyObservation', 'Weather', 'MultimediaShare', 'Factoid']",[],Low,2018-09-12 16:31:10
541458326505013248,['Irrelevant'],[],Low,2018-09-12 15:51:34
541461159673475072,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'Sentiment']",[],Low,2018-09-12 16:30:48
541401052524711936,"['ThirdPartyObservation', 'Weather', 'ContinuingNews']",[],Low,2018-09-10 17:56:10
541278737053274112,"['ThirdPartyObservation', 'Weather', 'ContinuingNews']",[],Low,2018-09-07 15:12:59
541211315210289152,"['ThirdPartyObservation', 'Factoid']",[],Medium,2018-09-06 14:39:32
541363108426436608,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",[],Low,2018-09-10 14:23:24
541386517239709696,['Sentiment'],[],Low,2018-09-10 16:19:11
541436157762871296,['Sentiment'],[],Low,2018-09-11 16:35:24
541260764032401408,"['FirstPartyObservation', 'Weather', 'Sentiment']",[],Low,2018-09-06 16:11:17
541396811307421696,"['FirstPartyObservation', 'Weather']",[],Low,2018-09-10 17:41:54
541401920406298624,['Irrelevant'],[],Low,2018-09-10 18:14:02
541396151690215424,"['ThirdPartyObservation', 'Factoid', 'Sentiment']",[],High,2018-09-10 17:39:40
541298676174712832,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'Advice']",[],Low,2018-09-07 16:40:24
541101065652150272,"['MultimediaShare', 'Discussion']",[],Low,2018-09-05 16:49:53
541442718631997440,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'KnownAlready']",[],Low,2018-09-11 17:27:40
541462676207976448,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",[],Low,2018-09-12 16:55:41
541138692912320512,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",[],Low,2018-09-05 17:19:04
541468991546331136,"['ThirdPartyObservation', 'Factoid']",[],Low,2018-09-13 13:28:42
541428288330432512,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews', 'Sentiment']",[],Low,2018-09-11 15:31:57
541460406829473792,['Sentiment'],[],Low,2018-09-12 16:28:14
541436462198059008,"['Donations', 'Sentiment']",[],Low,2018-09-11 16:40:14
541429503952551936,"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],Medium,2018-09-11 15:36:42
541328095303569408,"['ThirdPartyObservation', 'Weather']",[],Low,2018-09-07 18:40:36
541376185830088704,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'Factoid', 'ContinuingNews']",[],Low,2018-09-10 15:15:51
541415184980787200,"['FirstPartyObservation', 'Factoid', 'CleanUp']",[],High,2018-09-11 13:28:57
541167476625530880,"['ThirdPartyObservation', 'Weather', 'MultimediaShare']",[],Low,2018-09-06 13:56:55
541445886426222592,['Sentiment'],[],Low,2018-09-11 17:42:52
541274366692954112,['Irrelevant'],[],Low,2018-09-07 14:47:51
541272668008611840,"['ThirdPartyObservation', 'Weather', 'ContinuingNews']",[],Medium,2018-09-07 14:38:38
541419164468908032,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",[],Low,2018-09-11 13:59:01
541248312410914816,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'Factoid', 'ContinuingNews']",[],Medium,2018-09-06 15:26:13
541359354784403456,['Sentiment'],[],Low,2018-09-10 14:14:17
541261137409368064,"['FirstPartyObservation', 'Weather']",[],Low,2018-09-06 16:13:04
541458669477445632,"['ThirdPartyObservation', 'Weather', 'EmergingThreats', 'Factoid', 'ContinuingNews']",[],High,2018-09-12 16:00:54
541356925263548416,"['ThirdPartyObservation', 'Weather', 'Official', 'ContinuingNews']",[],High,2018-09-10 14:02:16
541231098785579008,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'Factoid', 'ContinuingNews']",[],Medium,2018-09-06 14:58:47
541421366507868160,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'ContinuingNews']",[],High,2018-09-11 14:43:14
541144417994678272,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'Factoid']",[],High,2018-09-06 11:30:00
541412578417594368,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",[],Low,2018-09-11 12:59:19
541409575564750848,"['ThirdPartyObservation', 'Weather', 'ContinuingNews']",[],Low,2018-09-10 18:56:49
541147366879801344,"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],Medium,2018-09-06 12:13:24
541149336889872384,"['ThirdPartyObservation', 'Weather', 'EmergingThreats', 'Official']",[],High,2018-09-06 12:36:18
541259506097733632,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",[],Medium,2018-09-06 16:09:17
541352983309459456,"['FirstPartyObservation', 'Weather', 'Sentiment']",[],Low,2018-09-10 13:53:48
541344251494551552,['Sentiment'],[],Low,2018-09-07 19:06:27
541280769269047296,"['ThirdPartyObservation', 'Weather']",[],Low,2018-09-07 15:16:56
541321812185849856,"['ThirdPartyObservation', 'SignificantEventChange']",[],High,2018-09-07 18:26:09
541427601659928576,"['Weather', 'EmergingThreats', 'Factoid', 'Official']",[],Critical,2018-09-11 15:27:09
541169279417454592,"['ThirdPartyObservation', 'Weather', 'EmergingThreats', 'Official']",[],High,2018-09-06 13:58:43
541436172136742912,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",[],Medium,2018-09-11 16:36:51
541144444586577920,['Irrelevant'],[],Low,2018-09-06 11:30:22
541465353172172800,['Sentiment'],[],Low,2018-09-12 17:27:42
541403989103767552,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",[],High,2018-09-10 18:31:12
541172292420513792,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",[],Medium,2018-09-06 14:01:46
541394065414447104,"['Sentiment', 'Discussion']",[],Low,2018-09-10 17:10:12
541378678387511296,"['ThirdPartyObservation', 'Weather', 'ContinuingNews']",[],High,2018-09-10 15:27:18
541305111163994112,"['ThirdPartyObservation', 'Factoid']",[],Medium,2018-09-07 16:58:07
541457069191081984,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid']",[],High,2018-09-12 15:28:19
541402774009704448,['Sentiment'],[],Low,2018-09-10 18:16:30
541295097963237376,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",[],Low,2018-09-07 16:20:03
541100743558987776,"['ThirdPartyObservation', 'Factoid']",[],Low,2018-09-05 16:44:47
541107621772525568,['Irrelevant'],[],Low,2018-09-05 16:58:10
541385144859246592,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",[],Low,2018-09-10 16:13:14
541456229290090496,"['FirstPartyObservation', 'MultimediaShare']",[],Low,2018-09-12 15:22:36
541365256589938688,['Irrelevant'],[],Low,2018-09-10 14:30:18
541407441615740928,['Sentiment'],[],Low,2018-09-10 18:45:55
541142393555550208,"['ThirdPartyObservation', 'SignificantEventChange', 'Factoid', 'ContinuingNews']",[],Low,2018-09-05 18:29:19
541382425071591424,"['FirstPartyObservation', 'Weather']",[],Low,2018-09-10 15:53:17
541148585107013632,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews', 'KnownAlready']",[],Low,2018-09-06 12:23:34
541226342818123776,"['ThirdPartyObservation', 'Weather', 'Factoid']",[],Medium,2018-09-06 14:52:29
541139141917147136,"['ThirdPartyObservation', 'Weather', 'EmergingThreats', 'Advice']",[],Low,2018-09-05 17:31:00
541329979301445632,['Discussion'],[],Low,2018-09-07 18:41:00
541454458920525824,['Discussion'],[],Low,2018-09-12 15:10:20
541431279669891072,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",[],Low,2018-09-11 15:56:59
541466843530022912,"['ThirdPartyObservation', 'Weather', 'MultimediaShare']",[],High,2018-09-12 18:07:21
541445576391274496,"['ThirdPartyObservation', 'Weather', 'EmergingThreats', 'MultimediaShare', 'ContinuingNews']",[],High,2018-09-11 17:40:09
541151876390326272,"['ThirdPartyObservation', 'Factoid']",[],Medium,2018-09-06 12:49:06
541303628468727808,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",[],Medium,2018-09-07 16:56:18
541160452429213696,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'Factoid', 'ContinuingNews']",[],Low,2018-09-06 13:25:42
541099561729531904,['Weather'],[],Low,2018-09-05 16:35:13
541468706216222720,"['ThirdPartyObservation', 'Weather']",[],High,2018-09-12 18:54:49
541379347890720768,"['FirstPartyObservation', 'MultimediaShare', 'Discussion']",[],Low,2018-09-10 15:30:00
541413022292393984,"['Weather', 'Factoid', 'Official']",[],High,2018-09-11 13:01:18
541391240735256576,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'ContinuingNews']",[],Low,2018-09-10 16:53:52
541099467320356864,['Weather'],[],Low,2018-09-05 16:33:37
541145758162907136,"['ThirdPartyObservation', 'Weather', 'MultimediaShare']",[],Low,2018-09-06 11:47:15
541305408879861760,['Irrelevant'],[],Low,2018-09-07 16:59:32
541419478090002432,"['ThirdPartyObservation', 'Weather', 'ContinuingNews']",[],Low,2018-09-11 14:14:08
541406491786641408,['Sentiment'],[],Low,2018-09-10 18:41:15
541368872151318528,"['ThirdPartyObservation', 'Weather', 'ContinuingNews']",[],High,2018-09-10 14:45:42
541455558838996992,['Sentiment'],[],Low,2018-09-12 15:16:32
541261477265813504,"['FirstPartyObservation', 'Weather']",[],Low,2018-09-06 16:14:18
541384979973169152,"['MultimediaShare', 'Sentiment']",[],Low,2018-09-10 16:12:41
541349897736552448,"['ThirdPartyObservation', 'Weather', 'ContinuingNews']",[],Low,2018-09-07 19:27:47
541292627845316608,['Discussion'],[],Low,2018-09-07 16:07:12
541468723349950464,['Sentiment'],[],Low,2018-09-12 18:55:06
541143223263952896,"['ThirdPartyObservation', 'Factoid', 'KnownAlready']",[],Low,2018-09-06 11:22:25
541309394550411264,"['ThirdPartyObservation', 'Weather', 'ContinuingNews']",[],Low,2018-09-07 17:38:59
541395691105693696,"['ThirdPartyObservation', 'MultimediaShare', 'ServiceAvailable']",[],Medium,2018-09-10 17:35:44
541427035487207424,['Irrelevant'],[],Low,2018-09-11 15:13:49
541151688862621696,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'Advice']",[],Low,2018-09-06 12:47:08
541299897840828416,['Sentiment'],[],Low,2018-09-07 16:48:05
541290479757692928,"['ThirdPartyObservation', 'Weather']",[],Low,2018-09-07 15:57:43
541454052911886336,"['ThirdPartyObservation', 'Factoid', 'Advice', 'Sentiment']",[],High,2018-09-12 15:08:55
541467953930444800,"['ThirdPartyObservation', 'Weather', 'MultimediaShare']",[],Medium,2018-09-12 18:21:37
541429558566604800,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",[],Low,2018-09-11 15:37:51
541450313060720640,['Sentiment'],[],Low,2018-09-12 14:34:28
541381216792891392,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",[],Low,2018-09-10 15:40:52
541292404201226240,['Sentiment'],[],Low,2018-09-07 16:05:51
541307128636379136,['Donations'],[],Low,2018-09-07 17:05:04
541272533459140608,"['ThirdPartyObservation', 'EmergingThreats']",[],High,2018-09-07 14:37:58
541364658742231040,"['ThirdPartyObservation', 'Weather', 'Factoid', 'ContinuingNews']",[],Low,2018-09-10 14:28:23
541467090184441856,['Discussion'],[],Low,2018-09-12 18:08:28
541145316586958848,"['FirstPartyObservation', 'Discussion']",[],Low,2018-09-06 11:45:14
541462998166949888,"['ThirdPartyObservation', 'ServiceAvailable', 'Factoid']",[],High,2018-09-12 16:57:55
541417275572514816,['Sentiment'],[],Low,2018-09-11 13:43:35
541414643953307648,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews', 'Sentiment']",[],High,2018-09-11 13:20:42
541368442842918912,"['FirstPartyObservation', 'Weather', 'EmergingThreats']",[],Low,2018-09-10 14:43:45
541362317716238336,"['ThirdPartyObservation', 'Weather', 'SignificantEventChange', 'MultimediaShare', 'ContinuingNews']",[],High,2018-09-10 14:21:47
541444146762764288,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",[],Low,2018-09-11 17:28:45
541387878111010816,['Sentiment'],[],Low,2018-09-10 16:40:26
541100370286878720,"['Weather', 'MultimediaShare']",[],Low,2018-09-05 16:42:23
541248909373616128,"['ThirdPartyObservation', 'Factoid']",[],Medium,2018-09-06 15:27:18
541365049462231040,['ServiceAvailable'],[],High,2018-09-10 14:29:20
541248817878687744,"['ThirdPartyObservation', 'Weather', 'EmergingThreats']",[],High,2018-09-06 15:26:48
541156786464501760,['Sentiment'],[],Low,2018-09-06 13:11:24
541428628228034560,"['Sentiment', 'Discussion']",[],Low,2018-09-11 15:32:20
541322255632846848,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",[],Low,2018-09-07 18:27:42
541419983381602304,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",[],High,2018-09-11 14:30:17
541271070008147968,"['ThirdPartyObservation', 'Weather', 'Factoid']",[],Low,2018-09-07 14:34:34
541396762242461696,['Advice'],[],Low,2018-09-10 17:41:33
541395198744752128,['Sentiment'],[],Low,2018-09-10 17:32:16
541249531703087104,"['ThirdPartyObservation', 'Weather', 'Factoid', 'ContinuingNews']",[],Medium,2018-09-06 15:29:22
541349530570997760,"['ThirdPartyObservation', 'Weather', 'MultimediaShare']",[],Low,2018-09-07 19:27:16
541282972948004864,['Discussion'],[],Low,2018-09-07 15:22:34
541447341606051840,"['ThirdPartyObservation', 'MultimediaShare']",[],Low,2018-09-11 17:52:58
541154752248037376,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'ContinuingNews']",[],Medium,2018-09-06 13:02:06
541446854320205824,"['Donations', 'ThirdPartyObservation']",[],Medium,2018-09-11 17:48:05
541370049811218432,"['ThirdPartyObservation', 'Weather', 'ContinuingNews']",[],Low,2018-09-10 14:50:16
541289777018847232,['Sentiment'],[],Low,2018-09-07 15:53:43
541459496623538176,"['MultimediaShare', 'Sentiment']",[],Low,2018-09-12 16:09:59
541357481222361088,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",[],High,2018-09-10 14:05:02
541363126575185920,['Discussion'],[],Low,2018-09-10 14:23:54
541415962646282240,"['FirstPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",[],High,2018-09-11 13:34:13
541429350600830976,['Irrelevant'],[],Low,2018-09-11 15:36:06
541370493501046784,"['FirstPartyObservation', 'Weather', 'Sentiment']",[],Low,2018-09-10 14:59:03
541278529778769920,"['ThirdPartyObservation', 'Weather', 'MultimediaShare']",[],Low,2018-09-07 15:08:13
541434531061194752,"['ThirdPartyObservation', 'Weather', 'ContinuingNews']",[],Low,2018-09-11 16:25:04
541407125336248320,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",[],Low,2018-09-10 18:44:09
541457426252578816,"['ThirdPartyObservation', 'Weather', 'ContinuingNews']",[],Low,2018-09-12 15:46:17
541147272193400832,['Sentiment'],[],Low,2018-09-06 12:11:26
541320084460150784,"['ThirdPartyObservation', 'Weather', 'Factoid']",[],Low,2018-09-07 18:22:28
541146156764758016,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid']",[],Low,2018-09-06 11:54:34
541393849923284992,"['FirstPartyObservation', 'Weather', 'MultimediaShare']",[],Low,2018-09-10 17:06:55
541466309641633792,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",[],Low,2018-09-12 17:57:52
541172966491684864,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'ContinuingNews']",[],Medium,2018-09-06 14:02:36
541378828719755264,['Irrelevant'],[],Low,2018-09-10 15:27:44
541461671475027968,['Advice'],[],High,2018-09-12 16:33:47
541449740630495232,"['ThirdPartyObservation', 'Weather', 'MultimediaShare', 'ContinuingNews']",[],High,2018-09-12 14:33:35
541169405367816192,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'ContinuingNews']",[],High,2018-09-06 13:59:35
541141199591972864,['Sentiment'],[],Low,2018-09-05 18:17:47
