categories,indicatorTerms,postID,priority,timestamp
"['FirstPartyObservation', 'Advice']",[],232801022542770176,Low,2018-09-10 15:58:16
"['FirstPartyObservation', 'Advice']",[],233898856423751680,Low,2018-09-10 18:26:31
"['SearchAndRescue', 'FirstPartyObservation']",[],232883469963911168,High,2018-09-10 16:35:30
"['GoodsServices', 'SearchAndRescue', 'ThirdPartyObservation']",[],232822749033283584,Medium,2018-09-10 16:13:28
"['FirstPartyObservation', 'Advice']",[],233315055440117760,Low,2018-09-10 17:38:15
"['FirstPartyObservation', 'Advice']",[],233343111156355072,Low,2018-09-10 17:39:04
"['ThirdPartyObservation', 'ContinuingNews']",[],232888532488826880,Low,2018-09-10 16:38:18
"['SearchAndRescue', 'FirstPartyObservation']",[],232817623602167808,High,2018-09-10 16:09:44
['Irrelevant'],[],233908964725760000,Low,2018-09-10 18:28:35
"['ThirdPartyObservation', 'Advice']",[],232796673024344064,Low,2018-09-10 15:56:34
"['FirstPartyObservation', 'Sentiment']",[],233163100029874176,Low,2018-09-10 17:26:21
"['ThirdPartyObservation', 'Advice']",[],233012356723118080,Low,2018-09-10 16:49:23
"['FirstPartyObservation', 'Official', 'Advice']",[],232815903933358080,Medium,2018-09-10 16:07:52
"['SearchAndRescue', 'EmergingThreats', 'ContinuingNews']",[],232916596555907072,High,2018-09-10 16:43:28
"['Donations', 'ThirdPartyObservation']",[],232850490138955776,Medium,2018-09-10 16:27:41
"['Donations', 'FirstPartyObservation', 'Advice']",[],233409926406475776,Low,2018-09-10 18:06:48
"['SearchAndRescue', 'EmergingThreats']",[],232752523788816384,High,2018-09-10 15:41:27
"['ThirdPartyObservation', 'ContinuingNews']",[],232849718416384000,Low,2018-09-10 16:27:09
"['FirstPartyObservation', 'Advice']",[],233307052716486656,Low,2018-09-10 17:37:03
"['SearchAndRescue', 'ThirdPartyObservation']",[],232812619797512192,Medium,2018-09-10 16:05:26
"['SearchAndRescue', 'Donations', 'FirstPartyObservation']",[],232816298193731584,High,2018-09-10 16:08:09
"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],233011945693908992,Low,2018-09-10 16:49:11
"['GoodsServices', 'ThirdPartyObservation']",[],232830680441180160,Medium,2018-09-10 16:18:19
"['Volunteer', 'ThirdPartyObservation', 'Advice']",[],232743292146708480,Low,2018-09-10 15:37:25
"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",[],232619669197053952,Medium,2018-09-10 15:20:20
"['Volunteer', 'Donations', 'FirstPartyObservation', 'Advice']",[],234948774613635072,Low,2018-09-10 18:37:57
"['FirstPartyObservation', 'Advice']",[],232832932803387392,Low,2018-09-10 16:19:53
"['FirstPartyObservation', 'Official', 'Advice']",[],232877480514560000,Medium,2018-09-10 16:34:07
"['ThirdPartyObservation', 'Sentiment']",[],232902025581572096,Low,2018-09-10 16:40:23
"['FirstPartyObservation', 'Sentiment']",[],233592848409300992,Low,2018-09-10 18:20:22
['Donations'],[],233145865638924288,Low,2018-09-10 17:22:04
"['ThirdPartyObservation', 'ContinuingNews']",[],232772820017491968,Low,2018-09-10 15:47:33
"['ThirdPartyObservation', 'ContinuingNews']",[],232731782972338176,Low,2018-09-10 15:34:12
"['FirstPartyObservation', 'Advice', 'Sentiment']",[],233500162658545664,Low,2018-09-10 18:13:51
"['ThirdPartyObservation', 'ContinuingNews']",[],233012889387147264,Low,2018-09-10 16:49:46
"['ThirdPartyObservation', 'EmergingThreats', 'ContinuingNews']",[],232502601978101760,Medium,2018-09-10 15:18:09
"['ThirdPartyObservation', 'Sentiment']",[],232629404185010176,Low,2018-09-10 15:20:59
"['FirstPartyObservation', 'ContinuingNews']",[],233132120875360256,Low,2018-09-10 17:21:04
"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",[],230882841498628096,Low,2018-09-10 15:13:48
"['ThirdPartyObservation', 'ContinuingNews']",[],232930165129347072,Low,2018-09-10 16:45:26
"['GoodsServices', 'SearchAndRescue', 'MovePeople', 'FirstPartyObservation']",[],232791665042128896,High,2018-09-10 15:51:20
"['ThirdPartyObservation', 'Sentiment']",[],232768722178285568,Low,2018-09-10 15:46:40
"['ThirdPartyObservation', 'ContinuingNews']",[],232787416207986688,Low,2018-09-10 15:50:30
"['SearchAndRescue', 'FirstPartyObservation']",[],232820542812598272,High,2018-09-10 16:12:22
"['ThirdPartyObservation', 'Advice']",[],232782752125177856,Low,2018-09-10 15:49:27
"['SearchAndRescue', 'FirstPartyObservation']",[],232815148958617600,High,2018-09-10 16:06:36
"['ThirdPartyObservation', 'Advice']",[],233061128090038272,Low,2018-09-10 16:58:01
"['SearchAndRescue', 'FirstPartyObservation']",[],233370042761375744,Medium,2018-09-10 17:41:26
"['Donations', 'FirstPartyObservation', 'Advice']",[],233450258846330880,Low,2018-09-10 18:09:47
"['ThirdPartyObservation', 'Advice']",[],233021261251493888,Low,2018-09-10 16:51:42
"['Donations', 'MovePeople', 'FirstPartyObservation']",[],232837819159166976,Medium,2018-09-10 16:22:33
"['ThirdPartyObservation', 'ContinuingNews', 'Sentiment']",[],232765744222449664,Low,2018-09-10 15:46:14
"['SearchAndRescue', 'FirstPartyObservation']",[],232870945767972864,High,2018-09-10 16:32:56
"['GoodsServices', 'FirstPartyObservation']",[],233015812854800384,High,2018-09-10 16:50:50
"['SearchAndRescue', 'FirstPartyObservation']",[],232906270196248576,High,2018-09-10 16:42:13
"['FirstPartyObservation', 'Sentiment']",[],232724610712473600,Low,2018-09-10 15:30:44
"['SearchAndRescue', 'ThirdPartyObservation']",[],232805485282201600,High,2018-09-10 16:00:52
"['ThirdPartyObservation', 'Advice']",[],233017939345956864,Low,2018-09-10 16:51:10
"['ThirdPartyObservation', 'Advice']",[],232727089537773568,Low,2018-09-10 15:32:05
"['Donations', 'ThirdPartyObservation', 'MultimediaShare']",[],232903225123143680,Low,2018-09-10 16:41:11
['ThirdPartyObservation'],[],233123744867037184,Low,2018-09-10 17:20:02
"['FirstPartyObservation', 'MultimediaShare', 'Sentiment']",[],233477844787941376,Low,2018-09-10 18:11:39
"['SearchAndRescue', 'FirstPartyObservation']",[],232838494425337856,High,2018-09-10 16:22:50
"['FirstPartyObservation', 'Advice']",[],233318473802084352,Low,2018-09-10 17:38:24
"['ThirdPartyObservation', 'Sentiment']",[],232799713915699200,Low,2018-09-10 15:56:58
"['FirstPartyObservation', 'Sentiment']",[],233295199634354176,Low,2018-09-10 17:36:22
"['FirstPartyObservation', 'Official']",[],233221715424059392,Low,2018-09-10 17:33:45
"['FirstPartyObservation', 'Advice']",[],233155093099319296,Low,2018-09-10 17:25:03
"['GoodsServices', 'Donations', 'FirstPartyObservation']",[],233046791971565568,High,2018-09-10 16:55:52
"['FirstPartyObservation', 'Sentiment']",[],232888893186375680,Low,2018-09-10 16:38:35
"['FirstPartyObservation', 'Advice']",[],233087602553675776,Low,2018-09-10 17:00:01
['ThirdPartyObservation'],[],232834761503170560,Medium,2018-09-10 16:21:56
"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],233977998758531072,Low,2018-09-10 18:29:48
['ThirdPartyObservation'],[],232802767369019392,Medium,2018-09-10 15:59:29
"['ThirdPartyObservation', 'ContinuingNews']",[],233279991054479360,Low,2018-09-10 17:35:16
"['SearchAndRescue', 'FirstPartyObservation']",[],232730042302619648,High,2018-09-10 15:33:26
"['ThirdPartyObservation', 'ContinuingNews']",[],232808844894535680,Low,2018-09-10 16:02:33
"['GoodsServices', 'FirstPartyObservation']",[],232764309770469376,High,2018-09-10 15:45:08
"['FirstPartyObservation', 'Sentiment']",[],233042312442310656,Low,2018-09-10 16:55:21
"['SearchAndRescue', 'ThirdPartyObservation']",[],232816742768992256,Medium,2018-09-10 16:09:00
"['GoodsServices', 'Donations', 'FirstPartyObservation']",[],232770148241666048,High,2018-09-10 15:47:17
"['ThirdPartyObservation', 'Advice']",[],232815073452773376,Low,2018-09-10 16:06:21
"['SearchAndRescue', 'Volunteer', 'FirstPartyObservation']",[],233118355161219072,High,2018-09-10 17:18:54
"['ThirdPartyObservation', 'Sentiment']",[],232831787762585600,Low,2018-09-10 16:19:33
"['ThirdPartyObservation', 'ContinuingNews']",[],233056145282052096,Low,2018-09-10 16:56:18
"['GoodsServices', 'Donations']",[],233031797309591552,Medium,2018-09-10 16:53:09
"['Donations', 'FirstPartyObservation', 'Advice']",[],233074747016097792,Medium,2018-09-10 16:59:14
"['ThirdPartyObservation', 'Advice']",[],232927044588142592,Low,2018-09-10 16:45:16
"['SearchAndRescue', 'ThirdPartyObservation']",[],232811688649449472,Medium,2018-09-10 16:04:18
"['ThirdPartyObservation', 'ContinuingNews']",[],232707082707673088,Low,2018-09-10 15:26:23
"['FirstPartyObservation', 'Advice']",[],233559411417821184,Low,2018-09-10 18:15:51
"['ThirdPartyObservation', 'ContinuingNews']",[],232757506621980672,Low,2018-09-10 15:42:26
"['Donations', 'FirstPartyObservation', 'Advice']",[],233167399174696960,Low,2018-09-10 17:26:34
"['ThirdPartyObservation', 'Sentiment']",[],232799785214697472,Low,2018-09-10 15:57:08
"['ThirdPartyObservation', 'ContinuingNews']",[],232816667284078592,Low,2018-09-10 16:08:43
"['FirstPartyObservation', 'Advice']",[],232730746958254080,Low,2018-09-10 15:34:03
"['ThirdPartyObservation', 'Advice']",[],232887844614578176,Low,2018-09-10 16:37:34
"['ThirdPartyObservation', 'MultimediaShare', 'Advice']",[],233617477349822464,Low,2018-09-10 18:21:25
"['FirstPartyObservation', 'ThirdPartyObservation', 'Advice']",[],233273506685661184,High,2018-09-10 17:35:07
"['ThirdPartyObservation', 'ContinuingNews']",[],232843166884167680,Low,2018-09-10 16:23:35
"['GoodsServices', 'SearchAndRescue', 'FirstPartyObservation']",[],233060410885042176,High,2018-09-10 16:57:45
"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews']",[],234603084284841984,Low,2018-09-10 18:35:13
"['FirstPartyObservation', 'Sentiment']",[],233606597350391808,Low,2018-09-10 18:20:44
"['ThirdPartyObservation', 'ContinuingNews']",[],232813618004123648,Low,2018-09-10 16:06:11
"['SearchAndRescue', 'FirstPartyObservation']",[],232819250992128000,High,2018-09-10 16:10:00
"['ThirdPartyObservation', 'ContinuingNews']",[],232787630104915968,Low,2018-09-10 15:50:39
"['Donations', 'FirstPartyObservation', 'CleanUp']",[],234893086851997696,Low,2018-09-10 18:37:40
"['ThirdPartyObservation', 'Advice']",[],232718143095721984,Low,2018-09-10 15:29:36
"['FirstPartyObservation', 'Sentiment']",[],232712153612820480,Low,2018-09-10 15:26:46
"['GoodsServices', 'FirstPartyObservation', 'EmergingThreats']",[],232831619977854976,High,2018-09-10 16:19:19
"['ThirdPartyObservation', 'Advice']",[],232500475491131392,Low,2018-09-10 15:17:35
"['SearchAndRescue', 'FirstPartyObservation']",[],232860850086629376,High,2018-09-10 16:31:00
"['GoodsServices', 'SearchAndRescue', 'FirstPartyObservation']",[],232870580880277504,High,2018-09-10 16:32:22
"['SearchAndRescue', 'FirstPartyObservation']",[],233138693362302976,High,2018-09-10 17:21:55
"['Donations', 'FirstPartyObservation', 'Advice']",[],233181231997673472,Low,2018-09-10 17:29:13
"['ThirdPartyObservation', 'PastNews']",[],232509631631618048,Low,2018-09-10 15:18:47
"['SearchAndRescue', 'FirstPartyObservation']",[],232938176283549696,High,2018-09-10 16:45:36
"['SearchAndRescue', 'ThirdPartyObservation', 'EmergingThreats']",[],232727764824903680,High,2018-09-10 15:32:26
"['ThirdPartyObservation', 'Advice']",[],233098134446804992,Low,2018-09-10 17:02:58
"['FirstPartyObservation', 'Advice', 'Sentiment']",[],232724287738482688,Medium,2018-09-10 15:30:17
"['ThirdPartyObservation', 'ContinuingNews']",[],234518627775287296,Low,2018-09-10 18:34:23
"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",[],232098296242524160,Low,2018-09-10 15:14:52
"['ThirdPartyObservation', 'Sentiment']",[],232939950440607744,Low,2018-09-10 16:45:48
"['Volunteer', 'FirstPartyObservation', 'Official']",[],234839483651080192,Low,2018-09-10 18:36:51
"['SearchAndRescue', 'FirstPartyObservation']",[],232924712555118592,High,2018-09-10 16:44:53
"['Volunteer', 'Donations']",[],233098679685361664,Low,2018-09-10 17:03:28
"['ThirdPartyObservation', 'EmergingThreats', 'ContinuingNews']",[],232474613387513856,Medium,2018-09-10 15:17:02
"['ThirdPartyObservation', 'Sentiment']",[],233099053003571200,Low,2018-09-10 17:03:42
"['FirstPartyObservation', 'Advice']",[],233039510672404480,Low,2018-09-10 16:54:20
"['FirstPartyObservation', 'Sentiment']",[],232833146683535360,Low,2018-09-10 16:21:39
"['SearchAndRescue', 'EmergingThreats']",[],232759456969134080,High,2018-09-10 15:43:17
"['FirstPartyObservation', 'Sentiment']",[],233037333816041472,Low,2018-09-10 16:53:48
"['ThirdPartyObservation', 'Factoid']",[],233763539817463808,Low,2018-09-10 18:25:13
"['FirstPartyObservation', 'MultimediaShare', 'Advice']",[],232847814202368000,Low,2018-09-10 16:26:39
"['SearchAndRescue', 'FirstPartyObservation']",[],233133630820605952,High,2018-09-10 17:21:18
"['FirstPartyObservation', 'MultimediaShare', 'Advice']",[],233155919373033472,Low,2018-09-10 17:25:26
"['ThirdPartyObservation', 'Sentiment']",[],232806412198223872,Low,2018-09-10 16:01:40
"['ThirdPartyObservation', 'Sentiment']",[],233215281332375552,Low,2018-09-10 17:31:52
"['ThirdPartyObservation', 'Discussion']",[],232825030738862080,Low,2018-09-10 16:15:09
"['FirstPartyObservation', 'Advice']",[],234517184926334976,Low,2018-09-10 18:34:12
"['SearchAndRescue', 'FirstPartyObservation']",[],232837269717921792,Medium,2018-09-10 16:22:16
"['FirstPartyObservation', 'Sentiment']",[],233030560010866688,Low,2018-09-10 16:52:39
"['Donations', 'FirstPartyObservation']",[],233118061593509888,Low,2018-09-10 17:18:18
"['SearchAndRescue', 'FirstPartyObservation']",[],232823264924295168,High,2018-09-10 16:14:17
"['SearchAndRescue', 'FirstPartyObservation']",[],232880445849759744,Medium,2018-09-10 16:35:20
"['FirstPartyObservation', 'Advice']",[],232841250078863360,Medium,2018-09-10 16:23:11
"['Donations', 'FirstPartyObservation']",[],233379316367503360,Low,2018-09-10 17:42:23
"['SearchAndRescue', 'ThirdPartyObservation']",[],232868592763420672,High,2018-09-10 16:32:05
['FirstPartyObservation'],[],233122532709003264,Medium,2018-09-10 17:19:44
"['FirstPartyObservation', 'ContinuingNews']",[],233181693362704384,Low,2018-09-10 17:29:32
"['FirstPartyObservation', 'Sentiment']",[],233150907179757568,Low,2018-09-10 17:23:49
"['Donations', 'ThirdPartyObservation', 'Sentiment']",[],233787170505248768,Low,2018-09-10 18:25:37
"['ThirdPartyObservation', 'Sentiment']",[],232794856911683584,Low,2018-09-10 15:55:59
"['ThirdPartyObservation', 'ContinuingNews']",[],232827383726608384,Low,2018-09-10 16:15:53
"['SearchAndRescue', 'FirstPartyObservation']",[],233180086948466688,Low,2018-09-10 17:28:37
['FirstPartyObservation'],[],233118661383163904,Low,2018-09-10 17:19:11
"['Donations', 'ThirdPartyObservation', 'Advice']",[],233510828786208768,Low,2018-09-10 18:14:42
"['SearchAndRescue', 'FirstPartyObservation']",[],232820240847863808,High,2018-09-10 16:11:13
"['SearchAndRescue', 'FirstPartyObservation']",[],232828902073049088,High,2018-09-10 16:16:52
"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",[],232034974851805184,Low,2018-09-10 15:14:02
"['SearchAndRescue', 'FirstPartyObservation', 'EmergingThreats']",[],232729551585816576,High,2018-09-10 15:32:49
"['FirstPartyObservation', 'Advice']",[],232725848011202560,Low,2018-09-10 15:31:03
"['ThirdPartyObservation', 'ContinuingNews']",[],232942701904023552,Low,2018-09-10 16:46:06
"['SearchAndRescue', 'FirstPartyObservation']",[],232890386379571200,High,2018-09-10 16:38:46
"['ThirdPartyObservation', 'ContinuingNews']",[],233360790135111680,Low,2018-09-10 17:40:28
"['FirstPartyObservation', 'Sentiment']",[],233020678226468864,Low,2018-09-10 16:51:34
"['ThirdPartyObservation', 'ContinuingNews']",[],232713407713927168,Low,2018-09-10 15:28:07
"['ThirdPartyObservation', 'Advice']",[],233013828919635968,Low,2018-09-10 16:50:29
"['Donations', 'FirstPartyObservation', 'Advice']",[],233439819236265984,Low,2018-09-10 18:09:23
"['ThirdPartyObservation', 'Irrelevant']",[],232600203444760576,Low,2018-09-10 15:19:59
"['Donations', 'FirstPartyObservation', 'MultimediaShare', 'Advice']",[],233963566166839296,Low,2018-09-10 18:28:58
"['FirstPartyObservation', 'Sentiment']",[],233058502468308992,Low,2018-09-10 16:56:41
"['FirstPartyObservation', 'Advice']",[],233151972507803648,Low,2018-09-10 17:24:10
"['ThirdPartyObservation', 'Advice']",[],233157701943832576,Medium,2018-09-10 17:26:07
"['ThirdPartyObservation', 'ContinuingNews']",[],233072452715028480,Low,2018-09-10 16:58:59
"['Donations', 'FirstPartyObservation', 'Sentiment']",[],232855925952745472,Low,2018-09-10 16:30:04
"['FirstPartyObservation', 'Sentiment']",[],234692456497696768,Low,2018-09-10 18:35:54
"['Donations', 'FirstPartyObservation', 'Sentiment']",[],232904521179877376,Low,2018-09-10 16:41:36
"['ThirdPartyObservation', 'ContinuingNews']",[],232214105191243776,Low,2018-09-10 15:15:11
"['Donations', 'ThirdPartyObservation', 'Advice']",[],232860539695538176,Medium,2018-09-10 16:30:33
