postID,categories,indicatorTerms,priority,timestamp
592780338990022656,"['FirstPartyObservation', 'Advice']",[],Low,2018-09-17 15:16:25
592781827263311872,"['FirstPartyObservation', 'ContinuingNews', 'Advice']",[],Low,2018-09-17 15:20:59
592770128229605376,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 14:41:58
592778825546735616,"['FirstPartyObservation', 'ContinuingNews']",[],Low,2018-09-17 15:09:57
592780021137309696,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:15:08
592783789283266560,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:25:52
592785325635837952,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:31:40
592785844127277056,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:34:07
592779759068807168,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:13:26
592778097084207104,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:06:33
592777917622558720,['Irrelevant'],[],Low,2018-09-17 15:05:36
592787465712328704,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:42:02
592785074959028224,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:30:59
592781904568520704,"['ThirdPartyObservation', 'ContinuingNews']",[],Low,2018-09-17 15:21:13
592778469488070656,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:07:53
592778193490305024,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:06:51
592780181267488768,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:15:43
592769416120692736,"['ThirdPartyObservation', 'ContinuingNews']",[],Low,2018-09-17 14:41:13
592781168803762176,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:18:52
592785950910062592,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:34:28
592782633161138176,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:24:26
592780315741036544,"['FirstPartyObservation', 'Advice']",[],Low,2018-09-17 15:16:05
592784131165167616,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:27:04
592779968481988608,"['FirstPartyObservation', 'Advice']",[],Low,2018-09-17 15:14:41
592787031354384384,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:40:35
592784467292463104,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:27:31
592778600312676352,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:08:33
592781933127544832,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:21:24
592777914187444224,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:03:51
592773510000435200,"['ThirdPartyObservation', 'ContinuingNews']",[],Low,2018-09-17 14:46:52
592782541024792576,"['FirstPartyObservation', 'Advice']",[],Low,2018-09-17 15:24:12
592785837760315392,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:33:54
592768219938709504,"['Donations', 'ThirdPartyObservation', 'Sentiment']",[],Low,2018-09-17 14:38:02
592786082149867520,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:35:26
592786879981953024,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:39:21
592773363619262464,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 14:45:44
592776450903646208,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 14:56:33
592781709478916096,['Sentiment'],[],Low,2018-09-17 15:20:03
592776905390223360,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 14:58:53
592779488255209472,"['FirstPartyObservation', 'CleanUp', 'Advice']",[],Low,2018-09-17 15:12:00
592784951910727680,"['FirstPartyObservation', 'ContinuingNews', 'Sentiment']",[],Low,2018-09-17 15:30:30
592771502136754176,"['ThirdPartyObservation', 'ContinuingNews']",[],Low,2018-09-17 14:44:15
592768484674789376,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 14:40:55
592778581102698496,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:08:23
592779962534535168,"['Volunteer', 'Donations', 'ThirdPartyObservation', 'CleanUp']",[],Low,2018-09-17 15:14:33
592778033154629632,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:05:57
592783251766419456,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:24:54
592781952735977472,"['FirstPartyObservation', 'Advice']",[],Low,2018-09-17 15:21:38
592776485355782144,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 14:56:46
592780828234616832,"['FirstPartyObservation', 'Advice']",[],Low,2018-09-17 15:18:01
592776313448046592,"['FirstPartyObservation', 'Advice']",[],Low,2018-09-17 14:51:55
592783026431590400,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:24:34
592776642591903744,"['Donations', 'FirstPartyObservation', 'Advice']",[],Low,2018-09-17 14:57:01
592770496669810688,"['FirstPartyObservation', 'Advice', 'Sentiment']",[],Medium,2018-09-17 14:43:42
592784874051903488,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:29:56
592786102924218368,"['FirstPartyObservation', 'ThirdPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:35:40
592783975069908992,"['FirstPartyObservation', 'MultimediaShare', 'Sentiment']",[],Low,2018-09-17 15:26:17
592768434628382720,"['ThirdPartyObservation', 'Sentiment']",[],Low,2018-09-17 14:38:43
592775557374451712,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 14:47:27
592777358379249664,"['FirstPartyObservation', 'ContinuingNews']",[],Low,2018-09-17 15:00:49
592778412965687296,['Sentiment'],[],Low,2018-09-17 15:07:38
592780671770370048,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:17:27
592779096641380352,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:10:26
592783594629758976,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:25:10
592779509507747840,"['FirstPartyObservation', 'Advice']",[],Low,2018-09-17 15:12:17
592778065123667968,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:06:24
592785018809917440,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:30:51
592778050024173568,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:06:11
592786565765722112,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:38:08
592783610387812352,"['FirstPartyObservation', 'Advice', 'Sentiment']",[],Low,2018-09-17 15:25:31
592787171414802432,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:41:11
592777295477219328,"['SearchAndRescue', 'FirstPartyObservation', 'Sentiment']",[],High,2018-09-17 14:59:51
592779420924010496,"['FirstPartyObservation', 'Advice']",[],Low,2018-09-17 15:10:55
592786430721708032,"['Donations', 'FirstPartyObservation', 'Advice']",[],Low,2018-09-17 15:37:23
592778782928457728,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:09:06
592779080157757440,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:10:09
592785104700874752,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:31:27
592784967899414528,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:30:42
592779391257677824,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:10:43
592778675592024064,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:08:52
592777870650519552,"['GoodsServices', 'FirstPartyObservation', 'Advice']",[],Low,2018-09-17 15:02:50
592786780119785472,"['FirstPartyObservation', 'Advice']",[],Low,2018-09-17 15:39:13
592786410597384192,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:36:53
592780473140645888,"['FirstPartyObservation', 'ContinuingNews']",[],Low,2018-09-17 15:17:08
592775948946251776,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 14:49:33
592777837125476352,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:01:43
592779423985860608,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:11:04
592777741990305792,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:01:29
592779174164754432,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:10:33
592785425565122560,"['FirstPartyObservation', 'Official']",[],Low,2018-09-17 15:32:50
592784734473875456,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:28:59
592784628102094848,"['FirstPartyObservation', 'Advice']",[],Low,2018-09-17 15:28:23
592770091491659776,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 14:41:46
592780431164071936,"['FirstPartyObservation', 'Advice']",[],Low,2018-09-17 15:16:41
592787288431689728,"['FirstPartyObservation', 'Advice']",[],Low,2018-09-17 15:41:32
592771444293120000,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 14:44:02
592780157938757632,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:15:31
592784577934008320,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:27:59
592779937687404544,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:13:37
592777896391024640,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:03:07
592784178900504576,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:27:13
592786477395910656,"['FirstPartyObservation', 'ContinuingNews', 'Advice']",[],Medium,2018-09-17 15:37:50
592776021314797568,"['Donations', 'FirstPartyObservation', 'Advice']",[],Low,2018-09-17 14:50:46
592781139049390080,"['FirstPartyObservation', 'Sentiment']",[],Low,2018-09-17 15:18:18
592591516364771328,['ServiceAvailable'],[],High,2018-09-13 17:27:13
592593011332153344,['Sentiment'],[],Low,2018-09-14 15:44:14
592624817351700480,['SearchAndRescue'],[],High,2018-09-17 17:16:10
592593079808364544,"['Factoid', 'ContinuingNews']",[],Medium,2018-09-14 15:46:13
592651857308291072,"['EmergingThreats', 'ServiceAvailable']",[],High,2018-09-18 16:35:26
592609535270985728,"['Factoid', 'ContinuingNews', 'Sentiment']",[],Medium,2018-09-17 16:06:37
592626569757102080,['Donations'],[],Medium,2018-09-17 17:25:30
592589319702904832,['Sentiment'],[],Low,2018-09-13 15:50:37
592630011989008384,['Discussion'],[],Low,2018-09-17 17:44:26
592639351676399616,['ServiceAvailable'],[],High,2018-09-17 19:10:18
592644609681031168,['ServiceAvailable'],[],High,2018-09-17 19:40:02
592640290004971520,['Discussion'],[],High,2018-09-17 19:19:47
592590281662332928,['Irrelevant'],[],Low,2018-09-13 16:30:24
592591571498872832,['Sentiment'],[],Low,2018-09-13 18:02:15
592593331764363264,['ServiceAvailable'],[],High,2018-09-14 16:00:00
592646825712029696,['Discussion'],[],Medium,2018-09-17 19:53:08
592623033694617600,['Sentiment'],[],Low,2018-09-17 17:08:34
592589487630344192,['Sentiment'],[],Low,2018-09-13 15:57:10
592589319296036864,['Sentiment'],[],Low,2018-09-13 15:50:51
592592104288694272,"['MultimediaShare', 'Discussion']",[],Medium,2018-09-13 18:45:44
592619415151071232,['Sentiment'],[],Low,2018-09-17 16:49:07
592635880000499712,['Sentiment'],[],Low,2018-09-17 18:48:17
592645496704925696,"['Discussion', 'KnownAlready']",[],Low,2018-09-17 19:45:10
592594475051978752,['Irrelevant'],[],Low,2018-09-14 17:10:05
592629706756726784,"['EmergingThreats', 'MultimediaShare', 'Discussion']",[],Medium,2018-09-17 17:42:24
592623390118182912,"['ServiceAvailable', 'Factoid']",[],High,2018-09-17 17:09:32
592614176574472192,['Discussion'],[],Low,2018-09-17 16:32:35
592618278540840960,['Irrelevant'],[],Low,2018-09-17 16:40:36
592599172324327424,['Discussion'],[],Medium,2018-09-14 18:23:36
592593588204081152,['InformationWanted'],[],High,2018-09-14 16:15:18
592592356605464576,"['Donations', 'ServiceAvailable']",[],High,2018-09-13 18:56:10
592593107595722752,['Donations'],[],Medium,2018-09-14 15:47:10
592647284505989120,"['Donations', 'MultimediaShare']",[],Medium,2018-09-18 16:07:37
592592874300055552,['Discussion'],[],Low,2018-09-13 19:27:38
592637108126375936,['GoodsServices'],[],Low,2018-09-17 18:56:45
592590523304529920,['Sentiment'],[],Low,2018-09-13 16:47:02
592638740113195008,['Discussion'],[],Low,2018-09-17 19:06:19
592648600359841792,['Discussion'],[],Low,2018-09-18 16:15:19
592637199021117440,['Irrelevant'],[],Low,2018-09-17 18:57:48
592623103013957632,['ServiceAvailable'],[],High,2018-09-17 17:08:43
592605808992485376,['Sentiment'],[],Medium,2018-09-14 18:50:40
592601848810500096,['Discussion'],[],Low,2018-09-14 18:29:37
592592617617031168,['Irrelevant'],[],Low,2018-09-13 19:12:51
592592167920504832,['Sentiment'],[],Low,2018-09-13 18:48:23
592623511102881792,"['Factoid', 'Sentiment']",[],Medium,2018-09-17 17:10:07
592598302455177216,['Official'],[],Medium,2018-09-14 17:55:34
592594028278845440,"['MultimediaShare', 'Sentiment']",[],Low,2018-09-14 16:41:26
592594949054582784,['EmergingThreats'],[],High,2018-09-14 17:41:14
592590729207160832,['Sentiment'],[],Low,2018-09-13 16:59:00
592652035100540928,['Sentiment'],[],Low,2018-09-18 16:39:38
592652146132267008,"['EmergingThreats', 'MultimediaShare']",[],High,2018-09-18 16:40:42
592593601873444864,['Sentiment'],[],Low,2018-09-14 16:16:25
592591481526947840,['EmergingThreats'],[],High,2018-09-13 17:26:04
592643847601029120,['Sentiment'],[],Low,2018-09-17 19:34:48
592591449029509120,['ContinuingNews'],[],Medium,2018-09-13 17:23:47
592592048101822464,['SearchAndRescue'],[],High,2018-09-13 18:32:27
591910984182308864,['Irrelevant'],[],Low,2018-09-13 15:39:12
592603653694824448,['Sentiment'],[],Low,2018-09-14 18:40:50
592593216396009472,['Donations'],[],Medium,2018-09-14 15:52:40
592589902346203136,"['EmergingThreats', 'ContinuingNews', 'Discussion']",[],High,2018-09-13 16:17:09
592592048600944640,['Donations'],[],Medium,2018-09-13 18:32:43
592590712929013760,['Sentiment'],[],Low,2018-09-13 16:58:52
592590300394094592,['Sentiment'],[],Low,2018-09-13 16:31:15
592644754908786688,['ServiceAvailable'],[],High,2018-09-17 19:40:24
592591151741411328,['ServiceAvailable'],[],High,2018-09-13 17:15:00
592621134207700992,['Sentiment'],[],Low,2018-09-17 16:55:45
592593459548200960,['Sentiment'],[],Low,2018-09-14 16:08:21
592594471755370496,['Irrelevant'],[],Low,2018-09-14 17:09:55
592630976565612544,['EmergingThreats'],[],High,2018-09-17 17:50:32
592594898546753536,"['Factoid', 'ContinuingNews']",[],High,2018-09-14 17:38:44
592648762641747968,['Irrelevant'],[],Low,2018-09-18 16:16:01
592591762008465408,"['MultimediaShare', 'ContinuingNews']",[],Medium,2018-09-13 18:15:04
592590675134275584,"['ServiceAvailable', 'Factoid']",[],High,2018-09-13 16:57:54
592648629346664448,['Discussion'],[],Low,2018-09-18 16:15:30
592633519752417280,['Sentiment'],[],Low,2018-09-17 18:35:31
592613183753359360,"['MultimediaShare', 'Factoid', 'Discussion']",[],Medium,2018-09-17 16:28:58
592635168289992704,['Sentiment'],[],Low,2018-09-17 18:44:55
592624015677751296,['Sentiment'],[],Low,2018-09-17 17:13:16
592635326042087424,"['Donations', 'Discussion']",[],Medium,2018-09-17 18:45:29
592609884434145280,"['ServiceAvailable', 'Factoid']",[],High,2018-09-17 16:08:54
592592471076511744,['Sentiment'],[],Low,2018-09-13 18:59:01
592594869438132224,['Sentiment'],[],Low,2018-09-14 17:37:45
592641105985818624,['ServiceAvailable'],[],High,2018-09-17 19:22:30
592617255868862464,"['MultimediaShare', 'Discussion']",[],Low,2018-09-17 16:38:51
592591797290860544,['SignificantEventChange'],[],High,2018-09-13 18:16:28
592646301390508032,['Sentiment'],[],Low,2018-09-17 19:51:41
592593916387459072,['MultimediaShare'],[],High,2018-09-14 16:37:58
592649636805877760,['Donations'],[],Medium,2018-09-18 16:23:20
592594027653898240,"['EmergingThreats', 'MultimediaShare']",[],High,2018-09-14 16:41:36
592590871519961088,"['PastNews', 'Discussion', 'KnownAlready']",[],Medium,2018-09-13 17:03:39
592594963046600704,['Sentiment'],[],Low,2018-09-14 17:42:58
592652119041245184,['Discussion'],[],Medium,2018-09-18 16:39:54
592636166299471872,['ServiceAvailable'],[],High,2018-09-17 18:49:22
592641808041148416,['SearchAndRescue'],[],High,2018-09-17 19:24:23
592591841582710784,"['ContinuingNews', 'Discussion']",[],Medium,2018-09-13 18:22:31
592591511151366144,['Irrelevant'],[],Medium,2018-09-13 17:26:55
592612195122290688,['Irrelevant'],[],Low,2018-09-17 16:24:20
592639172654931968,['Sentiment'],[],Low,2018-09-17 19:09:02
592591122892853248,['ContinuingNews'],[],Medium,2018-09-13 17:13:40
592639216258940928,['Discussion'],[],Low,2018-09-17 19:09:45
592589675069472768,['ContinuingNews'],[],Low,2018-09-13 16:11:41
592636985941958656,['Sentiment'],[],Low,2018-09-17 18:56:07
592594176295895040,['Factoid'],[],Low,2018-09-14 16:53:07
592643203905511424,['Sentiment'],[],Low,2018-09-17 19:29:11
592593054516674560,['ServiceAvailable'],[],High,2018-09-14 15:44:53
592592365099032576,['Sentiment'],[],Low,2018-09-13 18:56:46
592628864586645504,['Sentiment'],[],Low,2018-09-17 17:37:30
592593769876344832,"['MultimediaShare', 'ContinuingNews']",[],Medium,2018-09-14 16:24:31
592593367357267968,['Discussion'],[],Low,2018-09-14 16:01:10
592634792220467200,['Discussion'],[],Medium,2018-09-17 18:42:27
592593458453413888,['Sentiment'],[],Low,2018-09-14 16:08:31
592592658947842048,['Sentiment'],[],Low,2018-09-13 19:15:09
592591901729107968,['Irrelevant'],[],Low,2018-09-13 18:25:12
592625625615233024,['Sentiment'],[],Low,2018-09-17 17:17:59
592594100882427904,"['Factoid', 'Sentiment']",[],Medium,2018-09-14 16:46:09
592648428162818048,"['MultimediaShare', 'Discussion']",[],Low,2018-09-18 16:14:06
592602515356585984,['Discussion'],[],Low,2018-09-14 18:34:33
592637939311513600,['Discussion'],[],Low,2018-09-17 19:02:34
592593969164328960,['Donations'],[],Medium,2018-09-14 16:38:35
592592713054289920,"['Factoid', 'ContinuingNews']",[],Medium,2018-09-13 19:17:47
592590387321053184,"['MultimediaShare', 'Sentiment', 'Discussion']",[],Medium,2018-09-13 16:40:35
592589718887497728,['Sentiment'],[],Low,2018-09-13 16:12:47
592602356375810048,"['ServiceAvailable', 'CleanUp']",[],High,2018-09-14 18:33:21
592633817241821184,['Irrelevant'],[],Low,2018-09-17 18:37:37
592590014732632064,['Sentiment'],[],Low,2018-09-13 16:20:12
592589583428104192,"['Advice', 'Discussion']",[],Medium,2018-09-13 16:07:23
592641474187014144,['Discussion'],[],Low,2018-09-17 19:23:21
592653398949900288,['ContinuingNews'],[],Medium,2018-09-18 16:48:52
592593400685170688,['Discussion'],[],Medium,2018-09-14 16:04:20
592627440129703936,"['ServiceAvailable', 'Discussion']",[],High,2018-09-17 17:27:48
592615846595297280,['Discussion'],[],Low,2018-09-17 16:36:34
592590289170243584,"['MultimediaShare', 'ServiceAvailable']",[],High,2018-09-13 16:30:34
592591530411458560,['SearchAndRescue'],[],High,2018-09-13 17:28:55
592595530892509184,['EmergingThreats'],[],High,2018-09-14 17:49:33
592599289009819648,"['EmergingThreats', 'Discussion']",[],Medium,2018-09-14 18:23:58
592620598280507392,['Sentiment'],[],Low,2018-09-17 16:53:31
592589690009616384,['SearchAndRescue'],[],High,2018-09-13 16:12:27
592589869295144960,['SignificantEventChange'],[],High,2018-09-13 16:16:29
592604253207822336,['SearchAndRescue'],[],High,2018-09-14 18:43:58
592641356352258048,['SearchAndRescue'],[],High,2018-09-17 19:23:12
592590236313518080,['ServiceAvailable'],[],High,2018-09-13 16:27:18
592594629238730752,"['SearchAndRescue', 'MultimediaShare']",[],High,2018-09-14 17:15:05
592592870437097472,['Sentiment'],[],Low,2018-09-13 19:26:36
592638342707154944,['Sentiment'],[],Low,2018-09-17 19:04:46
592599576063909888,['Sentiment'],[],Low,2018-09-14 18:24:36
592623896664342528,['Discussion'],[],High,2018-09-17 17:12:24
592594583571329024,"['Factoid', 'ContinuingNews']",[],Medium,2018-09-14 17:13:28
592622650385661952,"['Factoid', 'Sentiment']",[],Medium,2018-09-17 17:08:03
592591600720576512,['ServiceAvailable'],[],High,2018-09-13 18:04:14
592592885045862400,['Discussion'],[],Low,2018-09-13 19:28:23
592593305252171776,['ServiceAvailable'],[],High,2018-09-14 15:58:09
592603979760054272,"['Factoid', 'Discussion']",[],Medium,2018-09-14 18:42:55
592608242523471872,['Sentiment'],[],Low,2018-09-14 18:57:55
592643763941416960,['ServiceAvailable'],[],High,2018-09-17 19:34:27
592648216211886080,['Irrelevant'],[],Low,2018-09-18 16:12:32
592589309217116160,['SearchAndRescue'],[],High,2018-09-13 15:49:50
592651442533576704,['Donations'],[],Medium,2018-09-18 16:32:19
592613997473435648,"['GoodsServices', 'ServiceAvailable']",[],High,2018-09-17 16:31:51
592591457799667712,"['MultimediaShare', 'ContinuingNews']",[],Medium,2018-09-13 17:25:04
592643683188518912,['Sentiment'],[],Low,2018-09-17 19:34:00
592622323095760896,['Sentiment'],[],Low,2018-09-17 17:07:29
592622210579333120,['Donations'],[],Medium,2018-09-17 17:07:04
592608029553614848,['Sentiment'],[],Low,2018-09-14 18:57:38
592610886721875968,['ContinuingNews'],[],Low,2018-09-17 16:11:04
592594750026330112,"['Factoid', 'ContinuingNews']",[],Medium,2018-09-14 17:24:27
592634929218985984,['Discussion'],[],Low,2018-09-17 18:43:36
592601983468601344,"['Factoid', 'Sentiment']",[],Medium,2018-09-14 18:30:24
592593544860282880,['Irrelevant'],[],Low,2018-09-14 16:14:03
592590199214841856,['Sentiment'],[],Low,2018-09-13 16:25:25
592608989474488320,"['GoodsServices', 'ServiceAvailable']",[],High,2018-09-17 16:05:19
592590530120257536,['ServiceAvailable'],[],High,2018-09-13 16:47:53
592589339646791680,"['MultimediaShare', 'Sentiment']",[],Low,2018-09-13 15:51:39
592638287770034176,['Discussion'],[],Low,2018-09-17 19:04:25
592604333419659264,"['FirstPartyObservation', 'ServiceAvailable', 'ContinuingNews']",[],High,2018-09-14 18:49:14
592594765570441216,"['MultimediaShare', 'ContinuingNews']",[],Medium,2018-09-14 17:26:22
592636898415398912,['Sentiment'],[],Low,2018-09-17 18:54:47
592591547385847808,"['Sentiment', 'Discussion']",[],Medium,2018-09-13 18:01:01
592591970259890176,['ContinuingNews'],[],Medium,2018-09-13 18:28:19
592591578344071168,['Discussion'],[],Low,2018-09-13 18:03:01
592612650476965888,"['PastNews', 'Discussion']",[],Low,2018-09-17 16:26:34
592592266193084416,['Discussion'],[],Medium,2018-09-13 18:52:34
592592469549830144,['Weather'],[],High,2018-09-13 18:59:11
592634475437236224,['ServiceAvailable'],[],High,2018-09-17 18:41:02
592591941272907776,['ServiceAvailable'],[],High,2018-09-13 18:26:34
592593112452767744,"['Factoid', 'ContinuingNews']",[],Medium,2018-09-14 15:47:29
592592056863760384,"['MultimediaShare', 'ContinuingNews']",[],Low,2018-09-13 18:37:07
592593093829865472,"['MultimediaShare', 'KnownAlready']",[],Low,2018-09-14 15:46:37
592644870172348416,['Donations'],[],Medium,2018-09-17 19:41:30
592592181594042368,['Discussion'],[],Medium,2018-09-13 18:48:59
592589318297792512,['Discussion'],[],Medium,2018-09-13 15:50:02
592620981576863744,['ServiceAvailable'],[],Medium,2018-09-17 16:54:56
592603175871361024,['Discussion'],[],Medium,2018-09-14 18:38:00
592591208062418944,['Donations'],[],High,2018-09-13 17:17:51
592593578473304064,['Sentiment'],[],Low,2018-09-14 16:14:54
592591660955127808,['ServiceAvailable'],[],High,2018-09-13 18:10:33
592636269466890240,['Sentiment'],[],Low,2018-09-17 18:51:42
592593931214290944,"['EmergingThreats', 'Factoid']",[],High,2018-09-14 16:38:11
592591682618597376,['Discussion'],[],Low,2018-09-13 18:13:10
592591311707967488,"['Donations', 'Discussion']",[],Medium,2018-09-13 17:19:41
592592799020625920,"['FirstPartyObservation', 'EmergingThreats', 'Factoid']",[],High,2018-09-13 19:23:16
592593604201185280,['Sentiment'],[],Low,2018-09-14 16:16:47
592594034599661568,['Sentiment'],[],Low,2018-09-14 16:42:53
592647106977861632,"['MultimediaShare', 'Factoid', 'Discussion']",[],Medium,2018-09-17 19:54:29
592594301093183488,"['MultimediaShare', 'Factoid', 'Sentiment']",[],Medium,2018-09-14 16:57:39
592594027259764736,['ServiceAvailable'],[],High,2018-09-14 16:41:48
592624358847164416,['ServiceAvailable'],[],High,2018-09-17 17:14:48
592593896263127040,"['EmergingThreats', 'ServiceAvailable']",[],High,2018-09-14 16:32:41
592642088870682624,['Sentiment'],[],Low,2018-09-17 19:25:19
592592926145966080,['ServiceAvailable'],[],High,2018-09-14 15:39:27
592616723099947008,['Factoid'],[],High,2018-09-17 16:38:16
592594214971678720,['KnownAlready'],[],Low,2018-09-14 16:54:18
592649025024831488,['SearchAndRescue'],[],High,2018-09-18 16:19:46
592624144744730624,['Discussion'],[],Medium,2018-09-17 17:14:40
592626856949481472,['Sentiment'],[],Low,2018-09-17 17:26:23
592647067173982208,['Sentiment'],[],Low,2018-09-17 19:53:38
